"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",5020,4504,236,89,191
"Agric., ganadería, caza y silvicultura (045)",2782,2675,104,2,1
"Pesca (046)",22,18,4,,
"Explotación de minas y canteras (047)",18,4,4,7,3
"Industrias manufactureras (048)",650,623,23,1,3
"Construcción (050)",15,6,3,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",649,630,18,1,
"Venta, mant.y rep. veh.autom y motoc. (052)",12,11,1,,
"Comercio al por mayor (053)",20,19,1,,
"Comercio al por menor (054)",617,600,16,1,
"Hoteles y restaurantes (055)",134,128,5,1,
"Trans., almac. y comunicaciones (056)",14,9,,2,3
"Intermediación financiera (057)",1,1,,,
"Activid.inmobil., empres. y alquileres (058)",10,5,1,2,2
"Admin.pub. y defensa; p. segur soc.afil (059)",83,,,,83
"Enseñanza (060)",222,62,51,61,48
"Servicios sociales y de salud (061)",53,5,6,2,40
"Otras activ. serv.comun.soc y personales (062)",36,29,4,1,2
"Hogares privados con servicio doméstico (063)",117,117,,,
"Actividad economica no especificada (065)",214,192,13,4,5
,,,,,
"URBANA (066)",4817,3226,434,417,740
"Agric., ganadería, caza y silvicultura (067)",873,841,29,3,
"Pesca (068)",32,23,8,1,
"Explotación de minas y canteras (069)",412,73,65,115,159
"Industrias manufactureras (070)",575,539,27,7,2
"Suministro de electricidad, gas y agua (071)",3,1,,2,
"Construcción (072)",348,229,69,36,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",743,714,24,4,1
"Venta, mant.y rep. veh.autom y motoc. (074)",58,50,7,,1
"Comercio al por mayor (075)",37,36,1,,
"Comercio al por menor (076)",648,628,16,4,
"Hoteles y restaurantes (077)",159,149,7,2,1
"Trans., almac. y comunicaciones (078)",286,228,26,15,17
"Intermediación financiera (079)",2,1,,1,
"Activid.inmobil., empres. y alquileres (080)",84,50,14,12,8
"Admin.pub. y defensa; p. segur soc.afil (081)",330,,,,330
"Enseñanza (082)",518,83,110,193,132
"Servicios sociales y de salud (083)",89,16,7,3,63
"Otras activ. serv.comun.soc y personales (084)",79,49,19,7,4
"Hogares privados con servicio doméstico (085)",70,70,,,
"Actividad economica no especificada (087)",214,160,29,16,9
"Hombres (088)",3018,1788,324,334,572
"Agric., ganadería, caza y silvicultura (089)",569,550,17,2,
"Pesca (090)",24,19,4,1,
"Explotación de minas y canteras (091)",402,71,63,109,159
"Industrias manufactureras (092)",257,236,13,6,2
"Suministro de electricidad, gas y agua (093)",3,1,,2,
"Construcción (094)",336,223,69,31,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",226,214,8,3,1
"Venta, mant.y rep. veh.autom y motoc. (096)",48,41,6,,1
"Comercio al por mayor (097)",20,20,,,
"Comercio al por menor (098)",158,153,2,3,
"Hoteles y restaurantes (099)",44,39,3,1,1
"Trans., almac. y comunicaciones (100)",273,220,26,13,14
"Intermediación financiera (101)",1,,,1,
"Activid.inmobil., empres. y alquileres (102)",76,45,13,10,8
"Admin.pub. y defensa; p. segur soc.afil (103)",248,,,,248
"Enseñanza (104)",336,43,70,136,87
"Servicios sociales y de salud (105)",50,14,3,1,32
"Otras activ. serv.comun.soc y personales (106)",51,26,16,6,3
"Hogares privados con servicio doméstico (107)",5,5,,,
"Actividad economica no especificada (109)",117,82,19,12,4
"Mujeres (110)",1799,1438,110,83,168
"Agric., ganadería, caza y silvicultura (111)",304,291,12,1,
"Pesca (112)",8,4,4,,
"Explotación de minas y canteras (113)",10,2,2,6,
"Industrias manufactureras (114)",318,303,14,1,
"Construcción (116)",12,6,,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",517,500,16,1,
"Venta, mant.y rep. veh.autom y motoc. (118)",10,9,1,,
"Comercio al por mayor (119)",17,16,1,,
"Comercio al por menor (120)",490,475,14,1,
"Hoteles y restaurantes (121)",115,110,4,1,
"Trans., almac. y comunicaciones (122)",13,8,,2,3
"Intermediación financiera (123)",1,1,,,
"Activid.inmobil., empres. y alquileres (124)",8,5,1,2,
"Admin.pub. y defensa; p. segur soc.afil (125)",82,,,,82
"Enseñanza (126)",182,40,40,57,45
"Servicios sociales y de salud (127)",39,2,4,2,31
"Otras activ. serv.comun.soc y personales (128)",28,23,3,1,1
"Hogares privados con servicio doméstico (129)",65,65,,,
"Actividad economica no especificada (131)",97,78,10,4,5
,,,,,
"RURAL (132)",8968,7337,490,252,889
"Agric., ganadería, caza y silvicultura (133)",6149,5921,219,4,5
"Pesca (134)",69,67,2,,
"Explotación de minas y canteras (135)",833,39,73,95,626
"Industrias manufactureras (136)",498,446,27,11,14
"Suministro de electricidad, gas y agua (137)",1,,,1,
"Construcción (138)",302,168,44,20,70
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",246,224,11,2,9
"Venta, mant.y rep. veh.autom y motoc. (140)",32,16,6,1,9
"Comercio al por mayor (141)",10,10,,,
"Comercio al por menor (142)",204,198,5,1,
"Hoteles y restaurantes (143)",46,25,3,,18
"Trans., almac. y comunicaciones (144)",197,75,24,68,30
"Activid.inmobil., empres. y alquileres (146)",99,23,15,17,44
"Admin.pub. y defensa; p. segur soc.afil (147)",35,,,,35
"Enseñanza (148)",156,59,56,22,19
"Servicios sociales y de salud (149)",28,13,2,,13
"Otras activ. serv.comun.soc y personales (150)",18,13,3,,2
"Hogares privados con servicio doméstico (151)",68,68,,,
"Actividad economica no especificada (153)",223,196,11,12,4
"Hombres (154)",5747,4271,364,246,866
"Agric., ganadería, caza y silvicultura (155)",3671,3537,127,3,4
"Pesca (156)",55,53,2,,
"Explotación de minas y canteras (157)",825,37,71,94,623
"Industrias manufactureras (158)",166,126,18,11,11
"Suministro de electricidad, gas y agua (159)",1,,,1,
"Construcción (160)",299,168,41,20,70
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",114,94,9,2,9
"Venta, mant.y rep. veh.autom y motoc. (162)",30,14,6,1,9
"Comercio al por mayor (163)",7,7,,,
"Comercio al por menor (164)",77,73,3,1,
"Hoteles y restaurantes (165)",27,7,2,,18
"Trans., almac. y comunicaciones (166)",196,74,24,68,30
"Activid.inmobil., empres. y alquileres (168)",97,23,15,17,42
"Admin.pub. y defensa; p. segur soc.afil (169)",34,,,,34
"Enseñanza (170)",116,37,45,18,16
"Servicios sociales y de salud (171)",14,10,,,4
"Otras activ. serv.comun.soc y personales (172)",10,7,2,,1
"Hogares privados con servicio doméstico (173)",16,16,,,
"Actividad economica no especificada (175)",106,82,8,12,4
"Mujeres (176)",3221,3066,126,6,23
"Agric., ganadería, caza y silvicultura (177)",2478,2384,92,1,1
"Pesca (178)",14,14,,,
"Explotación de minas y canteras (179)",8,2,2,1,3
"Industrias manufactureras (180)",332,320,9,,3
"Construcción (182)",3,,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",132,130,2,,
"Venta, mant.y rep. veh.autom y motoc. (184)",2,2,,,
"Comercio al por mayor (185)",3,3,,,
"Comercio al por menor (186)",127,125,2,,
"Hoteles y restaurantes (187)",19,18,1,,
"Trans., almac. y comunicaciones (188)",1,1,,,
"Activid.inmobil., empres. y alquileres (190)",2,,,,2
"Admin.pub. y defensa; p. segur soc.afil (191)",1,,,,1
"Enseñanza (192)",40,22,11,4,3
"Servicios sociales y de salud (193)",14,3,2,,9
"Otras activ. serv.comun.soc y personales (194)",8,6,1,,1
"Hogares privados con servicio doméstico (195)",52,52,,,
"Actividad economica no especificada (197)",117,114,3,,
