"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",1,,,1,,
"Primaria (033)",544,35,276,122,77,34
"Secundaria (034)",169,6,114,39,10,
"Superior no univ. incompleta (035)",14,,9,5,,
"Superior no univ. completa (036)",44,,18,21,4,1
"Superior univ. incompleta (037)",2,,1,1,,
"Superior univ. completa (038)",13,,8,4,1,
"No PEA (040)",29267,10136,7840,4644,3986,2661
"Sin nivel (041)",5607,411,747,1151,1746,1552
"Educación inicial (042)",425,393,21,11,,
"Primaria (043)",17301,8071,3568,2695,1953,1014
"Secundaria (044)",4965,1261,2881,573,195,55
"Superior no univ. incompleta (045)",353,,294,42,13,4
"Superior no univ. completa (046)",260,,98,102,40,20
"Superior univ. incompleta (047)",210,,180,23,7,
"Superior univ. completa (048)",146,,51,47,32,16
,,,,,,
"URBANA (060)",10411,1967,3045,2606,1847,946
"Sin nivel (061)",838,35,72,146,277,308
"Educación inicial (062)",92,77,8,7,,
"Primaria (063)",4069,1372,597,753,826,521
"Secundaria (064)",2946,483,1424,635,346,58
"Superior no univ. incompleta (065)",488,,303,131,45,9
"Superior no univ. completa (066)",949,,246,516,163,24
"Superior univ. incompleta (067)",318,,211,81,24,2
"Superior univ. completa (068)",711,,184,337,166,24
"PEA (070)",4526,85,1322,1769,1043,307
"Sin nivel (071)",223,,18,59,87,59
"Educación inicial (072)",8,1,4,3,,
"Primaria (073)",1332,52,276,399,406,199
"Secundaria (074)",1228,32,530,410,231,25
"Superior no univ. incompleta (075)",230,,93,98,34,5
"Superior no univ. completa (076)",769,,188,442,132,7
"Superior univ. incompleta (077)",151,,66,64,19,2
"Superior univ. completa (078)",585,,147,294,134,10
"Ocupada (080)",4343,76,1240,1711,1014,302
"Sin nivel (081)",212,,16,57,81,58
"Educación inicial (082)",8,1,4,3,,
"Primaria (083)",1283,48,262,385,392,196
"Secundaria (084)",1165,27,489,397,227,25
"Superior no univ. incompleta (085)",219,,86,94,34,5
"Superior no univ. completa (086)",733,,177,422,128,6
"Superior univ. incompleta (087)",149,,65,63,19,2
"Superior univ. completa (088)",574,,141,290,133,10
"Desocupada (090)",183,9,82,58,29,5
"Sin nivel (091)",11,,2,2,6,1
"Primaria (093)",49,4,14,14,14,3
"Secundaria (094)",63,5,41,13,4,
"Superior no univ. incompleta (095)",11,,7,4,,
"Superior no univ. completa (096)",36,,11,20,4,1
"Superior univ. incompleta (097)",2,,1,1,,
"Superior univ. completa (098)",11,,6,4,1,
"No PEA (100)",5885,1882,1723,837,804,639
"Sin nivel (101)",615,35,54,87,190,249
"Educación inicial (102)",84,76,4,4,,
"Primaria (103)",2737,1320,321,354,420,322
"Secundaria (104)",1718,451,894,225,115,33
"Superior no univ. incompleta (105)",258,,210,33,11,4
"Superior no univ. completa (106)",180,,58,74,31,17
"Superior univ. incompleta (107)",167,,145,17,5,
"Superior univ. completa (108)",126,,37,43,32,14
,,,,,,
"RURAL (120)",34153,8776,9867,6919,5606,2985
"Sin nivel (121)",6541,424,978,1455,2063,1621
"Educación inicial (122)",362,326,24,12,,
"Primaria (123)",21911,7195,5737,4401,3257,1321
"Secundaria (124)",4754,831,2821,836,231,35
"Superior no univ. incompleta (125)",158,,118,31,9,
"Superior no univ. completa (126)",248,,105,115,24,4
"Superior univ. incompleta (127)",82,,51,24,7,
"Superior univ. completa (128)",97,,33,45,15,4
"PEA (130)",10771,522,3750,3112,2424,963
"Sin nivel (131)",1549,48,285,391,507,318
"Educación inicial (132)",21,9,7,5,,
"Primaria (133)",7347,444,2490,2060,1724,629
"Secundaria (134)",1507,21,834,488,151,13
"Superior no univ. incompleta (135)",63,,34,22,7,
"Superior no univ. completa (136)",168,,65,87,15,1
"Superior univ. incompleta (137)",39,,16,18,5,
"Superior univ. completa (138)",77,,19,41,15,2
"Ocupada (140)",10099,487,3386,2961,2341,924
"Sin nivel (141)",1492,45,267,377,493,310
"Educación inicial (142)",20,9,7,4,,
"Primaria (143)",6852,413,2228,1952,1661,598
"Secundaria (144)",1401,20,761,462,145,13
"Superior no univ. incompleta (145)",60,,32,21,7,
"Superior no univ. completa (146)",160,,58,86,15,1
"Superior univ. incompleta (147)",39,,16,18,5,
"Superior univ. completa (148)",75,,17,41,15,2
"Desocupada (150)",672,35,364,151,83,39
"Sin nivel (151)",57,3,18,14,14,8
"Educación inicial (152)",1,,,1,,
"Primaria (153)",495,31,262,108,63,31
"Secundaria (154)",106,1,73,26,6,
"Superior no univ. incompleta (155)",3,,2,1,,
"Superior no univ. completa (156)",8,,7,1,,
"Superior univ. completa (158)",2,,2,,,
"No PEA (160)",23382,8254,6117,3807,3182,2022
"Sin nivel (161)",4992,376,693,1064,1556,1303
"Educación inicial (162)",341,317,17,7,,
"Primaria (163)",14564,6751,3247,2341,1533,692
"Secundaria (164)",3247,810,1987,348,80,22
"Superior no univ. incompleta (165)",95,,84,9,2,
"Superior no univ. completa (166)",80,,40,28,9,3
"Superior univ. incompleta (167)",43,,35,6,2,
"Superior univ. completa (168)",20,,14,4,,2
