"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUANCABAMBA (000)",43089,41865,13232,4412,3999,3466,5428,4427,3481,3420,1224,144055
"De 12 a 14 años (001)",5294,5249,5227,18,4,,,,,,45,26
"De 15 a 19 años (002)",5825,5737,4972,652,92,18,3,,,,88,902
"De 20 a 24 años (003)",4575,4213,1457,1409,878,359,102,8,,,362,4723
"De 25 a 29 años (004)",3929,3662,477,855,915,703,609,93,10,,267,8078
"De 30 a 34 años (005)",3639,3503,228,470,725,723,910,367,75,5,136,11103
"De 35 a 39 años (006)",3527,3448,157,285,450,568,1024,639,268,57,79,14392
"De 40 a 44 años (007)",3207,3135,159,176,298,331,764,705,467,235,72,16225
"De 45 a 49 años (008)",2854,2804,112,131,190,238,568,648,548,369,50,16762
"De 50 y más años (009)",10239,10114,443,416,447,526,1448,1967,2113,2754,125,71844
"Sin nivel (010)",13073,12798,1099,824,945,1059,2168,2314,2076,2313,275,74777
"De 12 a 14 años (011)",159,155,152,3,,,,,,,4,3
"De 15 a 19 años (012)",387,376,284,70,15,6,1,,,,11,122
"De 20 a 24 años (013)",599,564,147,148,144,80,41,4,,,35,876
"De 25 a 29 años (014)",752,704,69,125,147,149,170,40,4,,48,1889
"De 30 a 34 años (015)",973,935,46,83,143,188,299,134,38,4,38,3484
"De 35 a 39 años (016)",1123,1102,44,67,88,156,326,258,130,33,21,5279
"De 40 a 44 años (017)",1260,1223,52,50,92,97,271,299,239,123,37,7044
"De 45 a 49 años (018)",1239,1227,37,44,59,91,220,302,270,204,12,7981
"De 50 y más años (019)",6581,6512,268,234,257,292,840,1277,1395,1949,69,48099
"Educacion Inicial (020)",93,90,30,9,14,11,16,9,,1,3,205
"De 12 a 14 años (021)",16,16,16,,,,,,,,,
