"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia MANU (000)",6134,12446,11389,,446,91.5,3.6
"De 12 a 14 años (001)",477,3,3,,1,100,33.3
"De 15 a 19 años (002)",964,262,249,74,95,28.2,
"De 20 a 24 años (003)",1241,1218,1179,128,96.8,10.5,
"De 25 a 29 años (004)",922,1582,1531,116,96.8,7.3,
"De 30 a 34 años (005)",751,1935,1838,67,95,3.5,
"De 35 a 39 años (006)",603,2050,1906,40,93,2,
"De 40 a 44 años (007)",437,1816,1651,16,90.9,0.9,
"De 45 a 49 años (008)",294,1372,1214,4,88.5,0.3,
"De 50 y más años (009)",445,2208,1818,,82.3,,
"Sin nivel (010)",603,2631,2285,35,86.8,1.3,
"De 12 a 14 años (011)",7,1,1,,100,,
"De 15 a 19 años (012)",14,8,8,3,100,37.5,
"De 20 a 24 años (013)",28,47,44,6,93.6,12.8,
"De 25 a 29 años (014)",21,55,53,1,96.4,1.8,
"De 30 a 34 años (015)",97,337,315,10,93.5,3,
"De 35 a 39 años (016)",80,357,321,8,89.9,2.2,
"De 40 a 44 años (017)",74,348,315,6,90.5,1.7,
"De 45 a 49 años (018)",77,403,357,1,88.6,0.2,
"De 50 y más años (019)",205,1075,871,,81,,
"Educacion Inicial (020)",46,86,78,9,90.7,10.5,
"De 12 a 14 años (021)",10,,,,,,
"De 15 a 19 años (022)",3,1,1,,100,,
"De 20 a 24 años (023)",9,16,12,2,75,12.5,
"De 25 a 29 años (024)",12,27,27,3,100,11.1,
"De 30 a 34 años (025)",8,25,24,2,96,8,
"De 35 a 39 años (026)",4,17,14,2,82.4,11.8,
"Primaria (030)",1778,4784,4368,155,91.3,3.2,
"De 12 a 14 años (031)",196,,,,,,
"De 15 a 19 años (032)",146,59,58,16,98.3,27.1,
"De 20 a 24 años (033)",252,345,339,40,98.3,11.6,
"De 25 a 29 años (034)",239,540,519,46,96.1,8.5,
"De 30 a 34 años (035)",228,680,647,24,95.1,3.5,
"De 35 a 39 años (036)",250,960,892,19,92.9,2,
"De 40 a 44 años (037)",186,824,741,7,89.9,0.8,
"De 45 a 49 años (038)",128,588,526,3,89.5,0.5,
"De 50 y más años (039)",153,788,646,,82,,
"Secundaria (040)",2702,3457,3244,196,93.8,5.7,
