"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia LUYA (000)",16418,52593,45224,,918,86,1.7
"De 12 a 14 años (001)",1825,10,10,,2,100,20
"De 15 a 19 años (002)",2052,436,424,122,97.2,28,
"De 20 a 24 años (003)",1573,1906,1852,231,97.2,12.1,
"De 25 a 29 años (004)",1592,3268,3175,207,97.2,6.3,
"De 30 a 34 años (005)",1379,4160,3985,155,95.8,3.7,
"De 35 a 39 años (006)",1384,5302,4990,133,94.1,2.5,
"De 40 a 44 años (007)",1200,5730,5263,56,91.8,1,
"De 45 a 49 años (008)",1015,5497,4965,12,90.3,0.2,
"De 50 y más años (009)",4398,26284,20560,,78.2,,
"Sin nivel (010)",2719,14188,10975,57,77.4,0.4,
"De 12 a 14 años (011)",26,,,,,,
"De 15 a 19 años (012)",62,21,21,4,100,19,
"De 20 a 24 años (013)",85,109,103,10,94.5,9.2,
"De 25 a 29 años (014)",91,186,175,9,94.1,4.8,
"De 30 a 34 años (015)",98,328,304,13,92.7,4,
"De 35 a 39 años (016)",132,522,474,8,90.8,1.5,
"De 40 a 44 años (017)",161,778,687,9,88.3,1.2,
"De 45 a 49 años (018)",185,1041,947,4,91,0.4,
"De 50 y más años (019)",1879,11203,8264,,73.8,,
"Educacion Inicial (020)",33,28,28,,100,,
"De 12 a 14 años (021)",10,1,1,,100,,
"De 15 a 19 años (022)",8,1,1,,100,,
"De 20 a 24 años (023)",4,3,3,,100,,
"De 25 a 29 años (024)",6,10,10,,100,,
"De 30 a 34 años (025)",1,1,1,,100,,
"De 35 a 39 años (026)",4,12,12,,100,,
"Primaria (030)",8821,32249,28309,569,87.8,1.8,
"De 12 a 14 años (031)",1111,7,7,2,100,28.6,
"De 15 a 19 años (032)",693,252,246,69,97.6,27.4,
"De 20 a 24 años (033)",825,1224,1193,137,97.5,11.2,
"De 25 a 29 años (034)",857,2122,2052,131,96.7,6.2,
"De 30 a 34 años (035)",811,2814,2684,100,95.4,3.6,
"De 35 a 39 años (036)",839,3677,3440,87,93.6,2.4,
"De 40 a 44 años (037)",750,4015,3680,36,91.7,0.9,
"De 45 a 49 años (038)",655,3869,3462,7,89.5,0.2,
"De 50 y más años (039)",2280,14269,11545,,80.9,,
"Secundaria (040)",3804,4555,4381,240,96.2,5.3,
