"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CANDARAVE (000)",7985,297,657,751,655,1353,1277,2136,859
"Sin nivel (001)",1128,297,42,4,5,3,47,311,419
"Educación inicial (002)",180,,178,,,,2,,
"Primaria (003)",3020,,437,457,53,146,396,1143,388
"Secundaria (004)",2862,,,290,566,899,588,482,37
"Superior no univ. incompleto (005)",186,,,,20,103,35,25,3
"Superior no univ. completo (006)",226,,,,,97,64,61,4
"Superior univ. incompleto (007)",125,,,,11,38,32,41,3
"Superior univ. completo (008)",258,,,,,67,113,73,5
"Hombres (010)",4196,138,351,384,342,747,648,1160,426
"Sin nivel (011)",371,138,28,,4,2,15,59,125
"Educación inicial (012)",109,,109,,,,,,
"Primaria (013)",1515,,214,219,29,49,140,606,258
"Secundaria (014)",1694,,,165,295,513,347,345,29
"Superior no univ. incompleto (015)",118,,,,8,60,25,22,3
"Superior no univ. completo (016)",144,,,,,59,36,45,4
"Superior univ. incompleto (017)",92,,,,6,28,22,33,3
"Superior univ. completo (018)",153,,,,,36,63,50,4
"Mujeres (020)",3789,159,306,367,313,606,629,976,433
"Sin nivel (021)",757,159,14,4,1,1,32,252,294
"Educación inicial (022)",71,,69,,,,2,,
"Primaria (023)",1505,,223,238,24,97,256,537,130
"Secundaria (024)",1168,,,125,271,386,241,137,8
"Superior no univ. incompleto (025)",68,,,,12,43,10,3,
"Superior no univ. completo (026)",82,,,,,38,28,16,
"Superior univ. incompleto (027)",33,,,,5,10,10,8,
"Superior univ. completo (028)",105,,,,,31,50,23,1
,,,,,,,,,
"URBANA (030)",5194,184,408,460,409,884,840,1440,569
"Sin nivel (031)",683,184,28,1,4,2,17,186,261
"Educación inicial (032)",116,,116,,,,,,
"Primaria (033)",1883,,264,276,23,77,223,753,267
"Secundaria (034)",1890,,,183,364,575,398,339,31
"Superior no univ. incompleto (035)",128,,,,10,68,32,16,2
"Superior no univ. completo (036)",180,,,,,77,55,47,1
"Superior univ. incompleto (037)",108,,,,8,34,26,37,3
"Superior univ. completo (038)",206,,,,,51,89,62,4
"Hombres (040)",2689,90,234,231,198,481,424,765,266
"Sin nivel (041)",223,90,23,,3,1,3,32,71
"Educación inicial (042)",71,,71,,,,,,
"Primaria (043)",932,,140,133,11,25,75,386,162
"Secundaria (044)",1084,,,98,177,323,229,233,24
"Superior no univ. incompleto (045)",81,,,,3,41,22,13,2
"Superior no univ. completo (046)",105,,,,,43,29,32,1
"Superior univ. incompleto (047)",78,,,,4,24,18,29,3
"Superior univ. completo (048)",115,,,,,24,48,40,3
"Mujeres (050)",2505,94,174,229,211,403,416,675,303
"Sin nivel (051)",460,94,5,1,1,1,14,154,190
"Educación inicial (052)",45,,45,,,,,,
"Primaria (053)",951,,124,143,12,52,148,367,105
"Secundaria (054)",806,,,85,187,252,169,106,7
"Superior no univ. incompleto (055)",47,,,,7,27,10,3,
"Superior no univ. completo (056)",75,,,,,34,26,15,
"Superior univ. incompleto (057)",30,,,,4,10,8,8,
"Superior univ. completo (058)",91,,,,,27,41,22,1
,,,,,,,,,
"RURAL (060)",2791,113,249,291,246,469,437,696,290
"Sin nivel (061)",445,113,14,3,1,1,30,125,158
"Educación inicial (062)",64,,62,,,,2,,
"Primaria (063)",1137,,173,181,30,69,173,390,121
"Secundaria (064)",972,,,107,202,324,190,143,6
"Superior no univ. incompleto (065)",58,,,,10,35,3,9,1
"Superior no univ. completo (066)",46,,,,,20,9,14,3
"Superior univ. incompleto (067)",17,,,,3,4,6,4,
"Superior univ. completo (068)",52,,,,,16,24,11,1
"Hombres (070)",1507,48,117,153,144,266,224,395,160
"Sin nivel (071)",148,48,5,,1,1,12,27,54
"Educación inicial (072)",38,,38,,,,,,
"Primaria (073)",583,,74,86,18,24,65,220,96
"Secundaria (074)",610,,,67,118,190,118,112,5
"Superior no univ. incompleto (075)",37,,,,5,19,3,9,1
"Superior no univ. completo (076)",39,,,,,16,7,13,3
"Superior univ. incompleto (077)",14,,,,2,4,4,4,
"Superior univ. completo (078)",38,,,,,12,15,10,1
"Mujeres (080)",1284,65,132,138,102,203,213,301,130
"Sin nivel (081)",297,65,9,3,,,18,98,104
"Educación inicial (082)",26,,24,,,,2,,
"Primaria (083)",554,,99,95,12,45,108,170,25
"Secundaria (084)",362,,,40,84,134,72,31,1
"Superior no univ. incompleto (085)",21,,,,5,16,,,
"Superior no univ. completo (086)",7,,,,,4,2,1,
"Superior univ. incompleto (087)",3,,,,1,,2,,
"Superior univ. completo (088)",14,,,,,4,9,1,
