"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia ANDAHUAYLAS (000)",143846,70223,73623,64704,31539,33165,79142,38684,40458
"Menores de 1 año (001)",2779,1379,1400,1206,605,601,1573,774,799
"Menores de 1 mes (002)",228,115,113,95,44,51,133,71,62
"De 1 a 11 meses (003)",2551,1264,1287,1111,561,550,1440,703,737
"De 1 a 4 años (004)",13812,7122,6690,5741,2981,2760,8071,4141,3930
"1 año (005)",3079,1573,1506,1316,694,622,1763,879,884
"2 años (006)",3673,1960,1713,1463,791,672,2210,1169,1041
"3 años (007)",3548,1805,1743,1466,745,721,2082,1060,1022
"4 años (008)",3512,1784,1728,1496,751,745,2016,1033,983
"De 5 a 9 años (009)",17351,8836,8515,7283,3713,3570,10068,5123,4945
"5 años (010)",3247,1632,1615,1362,691,671,1885,941,944
"6 años (011)",3186,1661,1525,1320,669,651,1866,992,874
"7 años (012)",3765,1899,1866,1622,827,795,2143,1072,1071
"8 años (013)",3722,1852,1870,1555,775,780,2167,1077,1090
"9 años (014)",3431,1792,1639,1424,751,673,2007,1041,966
"De 10 a 14 años (015)",19903,10133,9770,8489,4245,4244,11414,5888,5526
"10 años (016)",3924,2000,1924,1599,802,797,2325,1198,1127
"11 años (017)",3517,1793,1724,1503,763,740,2014,1030,984
"12 años (018)",4460,2270,2190,1890,936,954,2570,1334,1236
"13 años (019)",4110,2110,2000,1751,882,869,2359,1228,1131
"14 años (020)",3892,1960,1932,1746,862,884,2146,1098,1048
"De 15 a 19 años (021)",15697,7906,7791,7614,3766,3848,8083,4140,3943
"15 años (022)",3942,1953,1989,1849,888,961,2093,1065,1028
"16 años (023)",3249,1605,1644,1607,767,840,1642,838,804
"17 años (024)",3180,1607,1573,1526,762,764,1654,845,809
"18 años (025)",2950,1528,1422,1426,732,694,1524,796,728
"19 años (026)",2376,1213,1163,1206,617,589,1170,596,574
"De 20 a 24 años (027)",10785,5166,5619,5330,2527,2803,5455,2639,2816
"20 años (028)",2573,1293,1280,1262,638,624,1311,655,656
"21 años (029)",1891,884,1007,918,426,492,973,458,515
"22 años (030)",2189,1025,1164,1090,501,589,1099,524,575
"23 años (031)",2037,988,1049,1026,481,545,1011,507,504
"24 años (032)",2095,976,1119,1034,481,553,1061,495,566
"De 25 a 29 años (033)",9740,4640,5100,4794,2232,2562,4946,2408,2538
"25 años (034)",2224,1048,1176,1040,489,551,1184,559,625
"26 años (035)",1851,867,984,885,406,479,966,461,505
"27 años (036)",2070,1019,1051,1043,493,550,1027,526,501
"28 años (037)",1972,937,1035,979,450,529,993,487,506
"29 años (038)",1623,769,854,847,394,453,776,375,401
"De 30 a 34 años (039)",9345,4405,4940,4731,2183,2548,4614,2222,2392
