"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia OYON (000)",7497,1581,2821,2459,85,475,76
"Agric., ganadería, caza y silvicultura (001)",2067,10,463,1211,37,346,
"Pesca (002)",14,1,10,3,,,
"Explotación de minas y canteras (003)",1735,390,1327,13,5,,
"Industrias manufactureras (004)",262,15,116,116,5,10,
"Suministro de electricidad, gas y agua (005)",10,2,8,,,,
"Construcción (006)",390,25,286,73,5,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",700,72,58,497,11,62,
"Venta, mant.y rep. veh.autom y motoc. (008)",83,10,38,31,3,1,
"Comercio al por mayor (009)",24,3,1,16,,4,
"Comercio al por menor (010)",593,59,19,450,8,57,
"Hoteles y restaurantes (011)",392,123,41,206,4,18,
"Trans., almac. y comunicaciones (012)",329,76,100,143,5,5,
"Intermediación financiera (013)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (014)",153,99,32,18,3,1,
"Admin.pub. y defensa; p. segur soc.afil (015)",164,141,23,,,,
"Enseñanza (016)",415,384,,31,,,
"Servicios sociales y de salud (017)",50,38,2,9,1,,
"Otras activ. serv.comun.soc y personales (018)",176,56,43,75,1,1,
"Hogares privados con servicio doméstico (019)",76,,,,,,76
"Actividad economica no especificada (021)",561,146,312,64,8,31,
"Hombres (022)",5575,1057,2541,1693,66,211,7
"Agric., ganadería, caza y silvicultura (023)",1517,8,301,996,32,180,
"Pesca (024)",12,,9,3,,,
"Explotación de minas y canteras (025)",1675,350,1307,13,5,,
"Industrias manufactureras (026)",220,11,108,89,5,7,
"Suministro de electricidad, gas y agua (027)",10,2,8,,,,
"Construcción (028)",384,25,280,73,5,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",355,45,56,234,6,14,
"Venta, mant.y rep. veh.autom y motoc. (030)",79,9,38,29,2,1,
"Comercio al por mayor (031)",18,2,1,14,,1,
"Comercio al por menor (032)",258,34,17,191,4,12,
"Hoteles y restaurantes (033)",132,52,24,55,,1,
"Trans., almac. y comunicaciones (034)",307,64,100,136,4,3,
"Intermediación financiera (035)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (036)",110,64,28,15,3,,
"Admin.pub. y defensa; p. segur soc.afil (037)",121,104,17,,,,
"Enseñanza (038)",194,180,,14,,,
"Servicios sociales y de salud (039)",17,10,1,5,1,,
"Otras activ. serv.comun.soc y personales (040)",87,28,34,24,1,,
"Hogares privados con servicio doméstico (041)",7,,,,,,7
"Actividad economica no especificada (043)",426,113,268,36,4,5,
"Mujeres (044)",1922,524,280,766,19,264,69
"Agric., ganadería, caza y silvicultura (045)",550,2,162,215,5,166,
"Pesca (046)",2,1,1,,,,
"Explotación de minas y canteras (047)",60,40,20,,,,
"Industrias manufactureras (048)",42,4,8,27,,3,
"Construcción (050)",6,,6,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",345,27,2,263,5,48,
"Venta, mant.y rep. veh.autom y motoc. (052)",4,1,,2,1,,
"Comercio al por mayor (053)",6,1,,2,,3,
"Comercio al por menor (054)",335,25,2,259,4,45,
"Hoteles y restaurantes (055)",260,71,17,151,4,17,
"Trans., almac. y comunicaciones (056)",22,12,,7,1,2,
"Intermediación financiera (057)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (058)",43,35,4,3,,1,
"Admin.pub. y defensa; p. segur soc.afil (059)",43,37,6,,,,
"Enseñanza (060)",221,204,,17,,,
"Servicios sociales y de salud (061)",33,28,1,4,,,
"Otras activ. serv.comun.soc y personales (062)",89,28,9,51,,1,
"Hogares privados con servicio doméstico (063)",69,,,,,,69
"Actividad economica no especificada (065)",135,33,44,28,4,26,
,,,,,,,
"URBANA (066)",4140,948,1312,1583,45,196,56
"Agric., ganadería, caza y silvicultura (067)",922,7,201,591,13,110,
"Pesca (068)",7,1,5,1,,,
"Explotación de minas y canteras (069)",625,60,557,7,1,,
"Industrias manufactureras (070)",188,7,77,91,5,8,
"Suministro de electricidad, gas y agua (071)",8,2,6,,,,
"Construcción (072)",288,11,216,56,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",574,53,40,423,7,51,
"Venta, mant.y rep. veh.autom y motoc. (074)",60,3,27,27,2,1,
"Comercio al por mayor (075)",20,3,1,13,,3,
"Comercio al por menor (076)",494,47,12,383,5,47,
"Hoteles y restaurantes (077)",305,102,24,163,4,12,
"Trans., almac. y comunicaciones (078)",251,61,62,121,4,3,
"Intermediación financiera (079)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (080)",118,75,23,17,2,1,
"Admin.pub. y defensa; p. segur soc.afil (081)",152,134,18,,,,
"Enseñanza (082)",339,315,,24,,,
"Servicios sociales y de salud (083)",44,35,2,6,1,,
"Otras activ. serv.comun.soc y personales (084)",125,47,19,57,1,1,
"Hogares privados con servicio doméstico (085)",56,,,,,,56
"Actividad economica no especificada (087)",135,35,62,26,2,10,
"Hombres (088)",2863,542,1185,1021,31,80,4
"Agric., ganadería, caza y silvicultura (089)",683,5,139,472,9,58,
"Pesca (090)",6,,5,1,,,
"Explotación de minas y canteras (091)",612,54,550,7,1,,
"Industrias manufactureras (092)",160,4,70,75,5,6,
"Suministro de electricidad, gas y agua (093)",8,2,6,,,,
"Construcción (094)",282,11,210,56,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",279,32,38,194,4,11,
"Venta, mant.y rep. veh.autom y motoc. (096)",58,3,27,25,2,1,
"Comercio al por mayor (097)",16,2,1,12,,1,
"Comercio al por menor (098)",205,27,10,157,2,9,
"Hoteles y restaurantes (099)",106,43,16,46,,1,
"Trans., almac. y comunicaciones (100)",235,52,62,115,3,3,
"Intermediación financiera (101)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (102)",78,42,20,14,2,,
"Admin.pub. y defensa; p. segur soc.afil (103)",111,98,13,,,,
"Enseñanza (104)",157,147,,10,,,
"Servicios sociales y de salud (105)",15,10,1,3,1,,
"Otras activ. serv.comun.soc y personales (106)",49,21,12,15,1,,
"Hogares privados con servicio doméstico (107)",4,,,,,,4
"Actividad economica no especificada (109)",77,20,43,13,,1,
"Mujeres (110)",1277,406,127,562,14,116,52
"Agric., ganadería, caza y silvicultura (111)",239,2,62,119,4,52,
"Pesca (112)",1,1,,,,,
"Explotación de minas y canteras (113)",13,6,7,,,,
"Industrias manufactureras (114)",28,3,7,16,,2,
"Construcción (116)",6,,6,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",295,21,2,229,3,40,
"Venta, mant.y rep. veh.autom y motoc. (118)",2,,,2,,,
"Comercio al por mayor (119)",4,1,,1,,2,
"Comercio al por menor (120)",289,20,2,226,3,38,
"Hoteles y restaurantes (121)",199,59,8,117,4,11,
"Trans., almac. y comunicaciones (122)",16,9,,6,1,,
"Intermediación financiera (123)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (124)",40,33,3,3,,1,
