"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia BOLIVAR (000)",4256,3676,216,166,198
"Hombres (001)",3456,3036,160,117,143
"Mujeres (002)",800,640,56,49,55
"De 06 a 14 años (003)",134,126,4,4,
"Hombres (004)",110,103,3,4,
"Mujeres (005)",24,23,1,,
"De 15 a 29 años (006)",1304,1156,62,29,57
"Hombres (007)",1058,950,50,19,39
"Mujeres (008)",246,206,12,10,18
"De 30 a 44 años (009)",1426,1157,93,88,88
"Hombres (010)",1118,942,60,56,60
"Mujeres (011)",308,215,33,32,28
"De 45 a 64 años (012)",1074,926,53,45,50
"Hombres (013)",893,770,44,38,41
"Mujeres (014)",181,156,9,7,9
"De 65 y más años (015)",318,311,4,,3
"Hombres (016)",277,271,3,,3
"Mujeres (017)",41,40,1,,
,,,,,
"URBANA (018)",1670,1192,158,148,172
"Hombres (019)",1172,829,116,102,125
"Mujeres (020)",498,363,42,46,47
"De 06 a 14 años (021)",32,31,1,,
"Hombres (022)",19,19,,,
"Mujeres (023)",13,12,1,,
"De 15 a 29 años (024)",423,310,39,26,48
"Hombres (025)",285,206,31,16,32
"Mujeres (026)",138,104,8,10,16
"De 30 a 44 años (027)",629,396,76,80,77
"Hombres (028)",423,269,50,51,53
"Mujeres (029)",206,127,26,29,24
"De 45 a 64 años (030)",487,360,41,42,44
"Hombres (031)",364,258,34,35,37
"Mujeres (032)",123,102,7,7,7
"De 65 y más años (033)",99,95,1,,3
"Hombres (034)",81,77,1,,3
"Mujeres (035)",18,18,,,
,,,,,
"RURAL (036)",2586,2484,58,18,26
"Hombres (037)",2284,2207,44,15,18
"Mujeres (038)",302,277,14,3,8
"De 06 a 14 años (039)",102,95,3,4,
"Hombres (040)",91,84,3,4,
"Mujeres (041)",11,11,,,
"De 15 a 29 años (042)",881,846,23,3,9
"Hombres (043)",773,744,19,3,7
"Mujeres (044)",108,102,4,,2
"De 30 a 44 años (045)",797,761,17,8,11
"Hombres (046)",695,673,10,5,7
"Mujeres (047)",102,88,7,3,4
"De 45 a 64 años (048)",587,566,12,3,6
"Hombres (049)",529,512,10,3,4
"Mujeres (050)",58,54,2,,2
"De 65 y más años (051)",219,216,3,,
"Hombres (052)",196,194,2,,
"Mujeres (053)",23,22,1,,
