"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Agric., ganadería, caza y silvicultura (045)",3417,3354,60,3,
"Industrias manufactureras (048)",419,410,9,,
"Suministro de electricidad, gas y agua (049)",2,1,,,1
"Construcción (050)",10,7,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",400,389,11,,
"Venta, mant.y rep. veh.autom y motoc. (052)",3,3,,,
"Comercio al por mayor (053)",5,4,1,,
"Comercio al por menor (054)",392,382,10,,
"Hoteles y restaurantes (055)",246,232,14,,
"Trans., almac. y comunicaciones (056)",11,10,,1,
"Intermediación financiera (057)",1,,,1,
"Activid.inmobil., empres. y alquileres (058)",8,7,1,,
"Admin.pub. y defensa; p. segur soc.afil (059)",41,,,,41
"Enseñanza (060)",167,45,17,29,76
"Servicios sociales y de salud (061)",67,15,4,3,45
"Otras activ. serv.comun.soc y personales (062)",35,32,,1,2
"Hogares privados con servicio doméstico (063)",103,103,,,
"Actividad economica no especificada (065)",132,122,6,4,
,,,,,
"URBANA (066)",2938,2137,197,113,491
"Agric., ganadería, caza y silvicultura (067)",990,921,62,5,2
"Explotación de minas y canteras (069)",4,3,1,,
"Industrias manufactureras (070)",117,104,12,,1
"Suministro de electricidad, gas y agua (071)",5,1,,1,3
"Construcción (072)",201,101,47,33,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",477,464,11,2,
"Venta, mant.y rep. veh.autom y motoc. (074)",18,18,,,
"Comercio al por mayor (075)",7,5,1,1,
"Comercio al por menor (076)",452,441,10,1,
"Hoteles y restaurantes (077)",187,172,13,2,
"Trans., almac. y comunicaciones (078)",112,95,5,10,2
"Activid.inmobil., empres. y alquileres (080)",23,14,5,2,2
"Admin.pub. y defensa; p. segur soc.afil (081)",250,,,,250
"Enseñanza (082)",245,40,23,32,150
"Servicios sociales y de salud (083)",77,14,5,7,51
"Otras activ. serv.comun.soc y personales (084)",80,56,4,11,9
"Hogares privados con servicio doméstico (085)",62,62,,,
"Actividad economica no especificada (087)",108,90,9,8,1
"Hombres (088)",1847,1279,138,87,343
"Agric., ganadería, caza y silvicultura (089)",769,712,50,5,2
"Explotación de minas y canteras (091)",4,3,1,,
"Industrias manufactureras (092)",91,81,9,,1
"Suministro de electricidad, gas y agua (093)",3,,,1,2
"Construcción (094)",198,100,45,33,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",183,178,3,2,
"Venta, mant.y rep. veh.autom y motoc. (096)",16,16,,,
"Comercio al por mayor (097)",3,2,,1,
"Comercio al por menor (098)",164,160,3,1,
"Hoteles y restaurantes (099)",20,17,1,2,
"Trans., almac. y comunicaciones (100)",103,87,5,9,2
"Activid.inmobil., empres. y alquileres (102)",17,9,4,2,2
"Admin.pub. y defensa; p. segur soc.afil (103)",218,,,,218
"Enseñanza (104)",112,12,11,13,76
"Servicios sociales y de salud (105)",23,6,1,4,12
"Otras activ. serv.comun.soc y personales (106)",55,33,4,11,7
"Hogares privados con servicio doméstico (107)",7,7,,,
"Actividad economica no especificada (109)",44,34,4,5,1
"Mujeres (110)",1091,858,59,26,148
"Agric., ganadería, caza y silvicultura (111)",221,209,12,,
"Industrias manufactureras (114)",26,23,3,,
"Suministro de electricidad, gas y agua (115)",2,1,,,1
"Construcción (116)",3,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",294,286,8,,
"Venta, mant.y rep. veh.autom y motoc. (118)",2,2,,,
"Comercio al por mayor (119)",4,3,1,,
"Comercio al por menor (120)",288,281,7,,
"Hoteles y restaurantes (121)",167,155,12,,
"Trans., almac. y comunicaciones (122)",9,8,,1,
"Activid.inmobil., empres. y alquileres (124)",6,5,1,,
"Admin.pub. y defensa; p. segur soc.afil (125)",32,,,,32
"Enseñanza (126)",133,28,12,19,74
"Servicios sociales y de salud (127)",54,8,4,3,39
"Otras activ. serv.comun.soc y personales (128)",25,23,,,2
"Hogares privados con servicio doméstico (129)",55,55,,,
"Actividad economica no especificada (131)",64,56,5,3,
,,,,,
"RURAL (132)",12553,11884,435,96,138
"Agric., ganadería, caza y silvicultura (133)",10876,10584,280,11,1
"Pesca (134)",3,3,,,
"Explotación de minas y canteras (135)",20,13,5,2,
"Industrias manufactureras (136)",511,484,25,1,1
"Suministro de electricidad, gas y agua (137)",9,4,2,3,
"Construcción (138)",320,202,82,31,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",195,186,8,1,
"Venta, mant.y rep. veh.autom y motoc. (140)",15,12,2,1,
"Comercio al por mayor (141)",7,7,,,
"Comercio al por menor (142)",173,167,6,,
"Hoteles y restaurantes (143)",87,82,3,1,1
"Trans., almac. y comunicaciones (144)",99,89,2,8,
"Intermediación financiera (145)",1,,,1,
"Activid.inmobil., empres. y alquileres (146)",15,11,1,3,
"Admin.pub. y defensa; p. segur soc.afil (147)",107,,,,107
"Enseñanza (148)",84,40,14,25,5
"Servicios sociales y de salud (149)",27,9,,,18
"Otras activ. serv.comun.soc y personales (150)",28,20,3,5,
"Hogares privados con servicio doméstico (151)",57,57,,,
"Actividad economica no especificada (153)",114,100,10,4,
"Hombres (154)",8585,8015,369,80,121
"Agric., ganadería, caza y silvicultura (155)",7680,7439,232,8,1
"Pesca (156)",3,3,,,
"Explotación de minas y canteras (157)",20,13,5,2,
"Industrias manufactureras (158)",118,97,19,1,1
"Suministro de electricidad, gas y agua (159)",9,4,2,3,
"Construcción (160)",313,196,81,31,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",89,83,5,1,
"Venta, mant.y rep. veh.autom y motoc. (162)",14,11,2,1,
"Comercio al por mayor (163)",6,6,,,
"Comercio al por menor (164)",69,66,3,,
"Hoteles y restaurantes (165)",8,5,1,1,1
"Trans., almac. y comunicaciones (166)",97,87,2,8,
"Activid.inmobil., empres. y alquileres (168)",13,9,1,3,
"Admin.pub. y defensa; p. segur soc.afil (169)",98,,,,98
"Enseñanza (170)",50,23,9,15,3
"Servicios sociales y de salud (171)",14,2,,,12
"Otras activ. serv.comun.soc y personales (172)",18,11,3,4,
"Hogares privados con servicio doméstico (173)",9,9,,,
"Actividad economica no especificada (175)",46,34,9,3,
"Mujeres (176)",3968,3869,66,16,17
"Agric., ganadería, caza y silvicultura (177)",3196,3145,48,3,
"Industrias manufactureras (180)",393,387,6,,
"Construcción (182)",7,6,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",106,103,3,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",1,1,,,
"Comercio al por menor (186)",104,101,3,,
"Hoteles y restaurantes (187)",79,77,2,,
"Trans., almac. y comunicaciones (188)",2,2,,,
"Intermediación financiera (189)",1,,,1,
"Activid.inmobil., empres. y alquileres (190)",2,2,,,
"Admin.pub. y defensa; p. segur soc.afil (191)",9,,,,9
"Enseñanza (192)",34,17,5,10,2
"Servicios sociales y de salud (193)",13,7,,,6
"Otras activ. serv.comun.soc y personales (194)",10,9,,1,
"Hogares privados con servicio doméstico (195)",48,48,,,
"Actividad economica no especificada (197)",68,66,1,1,
