"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 20 a 24 años (023)",155,149,,115,27,6,1,,,,6,191
"De 25 a 29 años (024)",168,165,,79,61,19,6,,,,3,282
"De 30 a 34 años (025)",162,160,1,41,56,38,24,,,,2,370
"De 35 a 39 años (026)",157,156,1,27,41,40,41,6,,,1,449
"De 40 a 44 años (027)",131,131,2,11,25,29,49,12,2,1,,463
"De 45 a 49 años (028)",104,104,,6,15,23,37,16,7,,,430
"De 50 y más años (029)",201,194,1,8,20,25,50,53,27,10,7,1022
"Casado(a) (030)",4179,4120,16,471,874,814,1122,533,203,87,59,15652
"De 12 a 14 años (031)",1,1,,1,,,,,,,,1
"De 15 a 19 años (032)",27,20,1,10,6,2,1,,,,7,32
"De 20 a 24 años (033)",139,130,5,72,42,8,2,1,,,9,196
"De 25 a 29 años (034)",317,307,1,108,115,54,28,,1,,10,628
"De 30 a 34 años (035)",486,478,2,98,177,107,89,5,,,8,1181
"De 35 a 39 años (036)",655,649,,78,176,170,178,41,6,,6,2011
"De 40 a 44 años (037)",684,682,4,35,139,169,250,72,12,1,2,2505
"De 45 a 49 años (038)",582,581,,26,99,131,199,87,36,3,1,2374
"De 50 y más años (039)",1288,1272,3,43,120,173,375,327,148,83,16,6724
"Viudo(a) (040)",693,684,3,47,61,75,209,147,89,53,9,3598
"De 12 a 14 años (041)",1,,,,,,,,,,1,
"De 15 a 19 años (042)",2,2,,2,,,,,,,,2
"De 20 a 24 años (043)",5,5,,2,3,,,,,,,8
"De 25 a 29 años (044)",14,13,,4,5,1,3,,,,1,30
"De 30 a 34 años (045)",24,23,,4,9,4,6,,,,1,59
"De 35 a 39 años (046)",40,40,,4,5,8,19,4,,,,142
"De 40 a 44 años (047)",36,36,,4,6,7,14,4,1,,,133
"De 45 a 49 años (048)",57,55,,1,6,11,21,11,4,1,2,253
"De 50 y más años (049)",514,510,3,26,27,44,146,128,84,52,4,2971
"Divorciado(a) (050)",139,135,2,22,26,29,34,16,4,2,4,471
"De 15 a 19 años (052)",1,,,,,,,,,,1,
"De 20 a 24 años (053)",2,2,,2,,,,,,,,2
"De 25 a 29 años (054)",5,5,,3,2,,,,,,,7
"De 30 a 34 años (055)",11,11,,4,5,1,1,,,,,22
"De 35 a 39 años (056)",21,21,,5,5,8,2,1,,,,54
"De 40 a 44 años (057)",16,16,,,5,4,6,1,,,,53
"De 45 a 49 años (058)",20,19,,1,3,4,8,3,,,1,77
"De 50 y más años (059)",63,61,2,7,6,12,17,11,4,2,2,256
"Soltero(a) (060)",1935,1397,20,821,324,137,95,,,,538,2260
"De 12 a 14 años (061)",12,11,1,10,,,,,,,1,10
"De 15 a 19 años (062)",179,178,6,151,19,,2,,,,1,197
"De 20 a 24 años (063)",587,347,5,279,54,7,2,,,,240,416
"De 25 a 29 años (064)",439,270,4,169,74,19,4,,,,169,390
"De 30 a 34 años (065)",235,183,1,83,51,35,13,,,,52,342
"De 35 a 39 años (066)",185,153,,57,46,28,22,,,,32,321
"De 40 a 44 años (067)",112,100,1,27,33,22,17,,,,12,227
"De 45 a 49 años (068)",82,74,1,26,21,13,13,,,,8,159
"De 50 y más años (069)",104,81,1,19,26,13,22,,,,23,198
,,,,,,,,,,,,
"URBANA (080)",16109,15329,102,4082,3663,2704,2971,1229,416,162,780,45584
"De 12 a 14 años (081)",46,21,1,20,,,,,,,25,20
"De 15 a 19 años (082)",752,676,15,569,80,7,5,,,,76,770
"De 20 a 24 años (083)",2375,2082,33,1390,536,104,17,2,,,293,2858
"De 25 a 29 años (084)",2696,2506,14,985,934,425,143,2,3,,190,4764
"De 30 a 34 años (085)",2435,2367,9,500,803,579,430,43,3,,68,5954
"De 35 a 39 años (086)",2211,2167,5,278,547,578,606,139,13,1,44,6706
"De 40 a 44 años (087)",1773,1755,11,137,311,420,634,209,30,3,18,6417
"De 45 a 49 años (088)",1302,1292,4,82,207,274,430,223,65,7,10,5257
"De 50 y más años (089)",2519,2463,10,121,245,317,706,611,302,151,56,12838
"Conviviente (090)",8964,8725,58,2548,2259,1576,1511,566,158,49,239,23830
"De 12 a 14 años (091)",33,10,,10,,,,,,,23,10
"De 15 a 19 años (092)",525,458,8,388,55,5,2,,,,67,521
"De 20 a 24 años (093)",1597,1523,23,973,427,85,13,2,,,74,2149
"De 25 a 29 años (094)",1852,1821,10,652,702,342,111,2,2,,31,3576
"De 30 a 34 años (095)",1614,1599,5,284,530,415,322,40,3,,15,4224
"De 35 a 39 años (096)",1259,1248,4,118,297,346,378,96,8,1,11,4062
"De 40 a 44 años (097)",896,892,4,65,117,204,340,138,22,2,4,3491
"De 45 a 49 años (098)",547,545,3,28,70,102,182,123,33,4,2,2389
"De 50 y más años (099)",641,629,1,30,61,77,163,165,90,42,12,3408
"Separado(a) (100)",989,974,5,281,212,168,186,80,31,11,15,2911
"De 12 a 14 años (101)",1,1,,1,,,,,,,,1
"De 15 a 19 años (102)",42,41,,37,4,,,,,,1,45
"De 20 a 24 años (103)",117,115,,91,18,6,,,,,2,145
"De 25 a 29 años (104)",149,146,,70,53,18,5,,,,3,250
"De 30 a 34 años (105)",137,135,1,35,45,33,21,,,,2,314
"De 35 a 39 años (106)",143,142,1,25,36,36,39,5,,,1,409
"De 40 a 44 años (107)",117,117,2,9,22,28,42,11,2,1,,414
"De 45 a 49 años (108)",97,97,,5,14,23,34,14,7,,,401
"De 50 y más años (109)",186,180,1,8,20,24,45,50,22,10,6,932
"Casado(a) (110)",3665,3610,16,435,808,741,965,440,146,59,55,13194
"De 12 a 14 años (111)",1,1,,1,,,,,,,,1
"De 15 a 19 años (112)",24,18,1,9,5,2,1,,,,6,29
"De 20 a 24 años (113)",127,118,5,65,39,7,2,,,,9,173
"De 25 a 29 años (114)",277,268,1,98,101,45,22,,1,,9,537
"De 30 a 34 años (115)",439,431,2,94,166,97,69,3,,,8,1030
"De 35 a 39 años (116)",583,577,,75,162,153,149,33,5,,6,1747
"De 40 a 44 años (117)",605,603,4,33,131,156,217,57,5,,2,2131
"De 45 a 49 años (118)",515,515,,24,94,123,176,74,22,2,,2028
"De 50 y más años (119)",1094,1079,3,36,110,158,329,273,113,57,15,5518
"Viudo(a) (120)",598,591,2,40,53,61,188,128,78,41,7,3095
"De 12 a 14 años (121)",1,,,,,,,,,,1,
"De 15 a 19 años (122)",1,1,,1,,,,,,,,1
"De 20 a 24 años (123)",4,4,,2,2,,,,,,,6
"De 25 a 29 años (124)",10,10,,3,5,1,1,,,,,20
"De 30 a 34 años (125)",21,20,,4,7,3,6,,,,1,52
"De 35 a 39 años (126)",37,37,,4,5,7,17,4,,,,131
"De 40 a 44 años (127)",32,32,,4,6,6,13,2,1,,,112
"De 45 a 49 años (128)",50,49,,1,6,9,19,10,3,1,1,223
"De 50 y más años (129)",442,438,2,21,22,35,132,112,74,40,4,2550
"Divorciado(a) (130)",130,126,2,20,26,28,30,15,3,2,4,432
"De 15 a 19 años (132)",1,,,,,,,,,,1,
"De 20 a 24 años (133)",1,1,,1,,,,,,,,1
"De 25 a 29 años (134)",5,5,,3,2,,,,,,,7
"De 30 a 34 años (135)",10,10,,4,5,1,,,,,,17
"De 35 a 39 años (136)",20,20,,4,5,8,2,1,,,,53
"De 40 a 44 años (137)",16,16,,,5,4,6,1,,,,53
"De 45 a 49 años (138)",18,17,,1,3,4,7,2,,,1,66
"De 50 y más años (139)",59,57,2,7,6,11,15,11,3,2,2,235
"Soltero(a) (140)",1763,1303,19,758,305,130,91,,,,460,2122
"De 12 a 14 años (141)",10,9,1,8,,,,,,,1,8
"De 15 a 19 años (142)",159,158,6,134,16,,2,,,,1,174
"De 20 a 24 años (143)",529,321,5,258,50,6,2,,,,208,384
"De 25 a 29 años (144)",403,256,3,159,71,19,4,,,,147,374
"De 30 a 34 años (145)",214,172,1,79,50,30,12,,,,42,317
"De 35 a 39 años (146)",169,143,,52,42,28,21,,,,26,304
"De 40 a 44 años (147)",107,95,1,26,30,22,16,,,,12,216
"De 45 a 49 años (148)",75,69,1,23,20,13,12,,,,6,150
"De 50 y más años (149)",97,80,1,19,26,12,22,,,,17,195
,,,,,,,,,,,,
"RURAL (160)",2823,2685,13,639,597,389,564,279,137,67,138,9149
"De 12 a 14 años (161)",11,7,,7,,,,,,,4,7
"De 15 a 19 años (162)",193,174,2,138,32,2,,,,,19,208
"De 20 a 24 años (163)",482,439,3,250,146,33,5,2,,,43,674
"De 25 a 29 años (164)",484,446,3,126,180,84,49,4,,,38,969
"De 30 a 34 años (165)",366,354,2,42,102,83,113,11,1,,12,1057
"De 35 a 39 años (166)",331,324,,28,58,75,116,39,7,1,7,1192
"De 40 a 44 años (167)",262,261,,11,30,40,102,53,22,3,1,1207
"De 45 a 49 años (168)",215,211,,13,16,24,70,55,27,6,4,1070
"De 50 y más años (169)",479,469,3,24,33,48,109,115,80,57,10,2765
"Conviviente (170)",1887,1840,11,477,465,282,356,159,63,27,47,5655
"De 12 a 14 años (171)",7,4,,4,,,,,,,3,4
"De 15 a 19 años (172)",157,140,2,110,26,2,,,,,17,168
"De 20 a 24 años (173)",372,365,3,197,129,31,4,1,,,7,570
"De 25 a 29 años (174)",385,371,2,96,155,74,40,4,,,14,820
"De 30 a 34 años (175)",269,267,2,28,77,62,88,9,1,,2,813
"De 35 a 39 años (176)",225,224,,17,35,53,82,30,6,1,1,859
"De 40 a 44 años (177)",160,159,,6,16,25,60,35,15,2,1,752
"De 45 a 49 años (178)",125,125,,7,9,14,40,38,12,5,,645
"De 50 y más años (179)",187,185,2,12,18,21,42,42,29,19,2,1024
"Separado(a) (180)",146,139,,54,39,12,22,7,5,,7,356
"De 12 a 14 años (181)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (182)",12,11,,9,2,,,,,,1,13
"De 20 a 24 años (183)",38,34,,24,9,,1,,,,4,46
"De 25 a 29 años (184)",19,19,,9,8,1,1,,,,,32
"De 30 a 34 años (185)",25,25,,6,11,5,3,,,,,56
"De 35 a 39 años (186)",14,14,,2,5,4,2,1,,,,40
"De 40 a 44 años (187)",14,14,,2,3,1,7,1,,,,49
"De 45 a 49 años (188)",7,7,,1,1,,3,2,,,,29
"De 50 y más años (189)",15,14,,,,1,5,3,5,,1,90
"Casado(a) (190)",514,510,,36,66,73,157,93,57,28,4,2458
"De 15 a 19 años (192)",3,2,,1,1,,,,,,1,3
"De 20 a 24 años (193)",12,12,,7,3,1,,1,,,,23
"De 25 a 29 años (194)",40,39,,10,14,9,6,,,,1,91
"De 30 a 34 años (195)",47,47,,4,11,10,20,2,,,,151
"De 35 a 39 años (196)",72,72,,3,14,17,29,8,1,,,264
"De 40 a 44 años (197)",79,79,,2,8,13,33,15,7,1,,374
"De 45 a 49 años (198)",67,66,,2,5,8,23,13,14,1,1,346
"De 50 y más años (199)",194,193,,7,10,15,46,54,35,26,1,1206
"Viudo(a) (200)",95,93,1,7,8,14,21,19,11,12,2,503
"De 15 a 19 años (202)",1,1,,1,,,,,,,,1
"De 20 a 24 años (203)",1,1,,,1,,,,,,,2
"De 25 a 29 años (204)",4,3,,1,,,2,,,,1,10
"De 30 a 34 años (205)",3,3,,,2,1,,,,,,7
"De 35 a 39 años (206)",3,3,,,,1,2,,,,,11
"De 40 a 44 años (207)",4,4,,,,1,1,2,,,,21
"De 45 a 49 años (208)",7,6,,,,2,2,1,1,,1,30
"De 50 y más años (209)",72,72,1,5,5,9,14,16,10,12,,421
"Divorciado(a) (210)",9,9,,2,,1,4,1,1,,,39
"De 20 a 24 años (213)",1,1,,1,,,,,,,,1
"De 30 a 34 años (215)",1,1,,,,,1,,,,,5
"De 35 a 39 años (216)",1,1,,1,,,,,,,,1
"De 45 a 49 años (218)",2,2,,,,,1,1,,,,11
"De 50 y más años (219)",4,4,,,,1,2,,1,,,21
"Soltero(a) (220)",172,94,1,63,19,7,4,,,,78,138
"De 12 a 14 años (221)",2,2,,2,,,,,,,,2
"De 15 a 19 años (222)",20,20,,17,3,,,,,,,23
"De 20 a 24 años (223)",58,26,,21,4,1,,,,,32,32
"De 25 a 29 años (224)",36,14,1,10,3,,,,,,22,16
"De 30 a 34 años (225)",21,11,,4,1,5,1,,,,10,25
"De 35 a 39 años (226)",16,10,,5,4,,1,,,,6,17
"De 40 a 44 años (227)",5,5,,1,3,,1,,,,,11
"De 45 a 49 años (228)",7,5,,3,1,,1,,,,2,9
"De 50 y más años (229)",7,1,,,,1,,,,,6,3
