"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CONCEPCION (000)",16319,15574,113,3037,3081,2467,3484,2162,954,276,745,56865
"De 12 a 14 años (001)",30,16,,14,2,,,,,,14,18
"De 15 a 19 años (002)",366,329,7,284,29,6,3,,,,37,372
"De 20 a 24 años (003)",1495,1248,12,750,376,79,29,2,,,247,1878
"De 25 a 29 años (004)",1816,1627,8,623,567,272,141,16,,,189,3266
"De 30 a 34 años (005)",1849,1764,8,370,516,444,351,65,9,1,85,4752
"De 35 a 39 años (006)",1887,1836,8,240,463,405,498,179,40,3,51,6066
"De 40 a 44 años (007)",1691,1650,9,169,306,322,485,249,87,23,41,6457
"De 45 a 49 años (008)",1413,1394,7,100,203,232,413,285,124,30,19,6263
"De 50 y más años (009)",5772,5710,54,487,619,707,1564,1366,694,219,62,27793
"Sin nivel (010)",2959,2905,33,265,297,350,773,709,366,112,54,14190
"De 15 a 19 años (012)",13,12,1,11,,,,,,,1,11
"De 20 a 24 años (013)",40,35,,12,10,7,5,1,,,5,82
"De 25 a 29 años (014)",58,57,,12,21,11,13,,,,1,142
"De 30 a 34 años (015)",154,147,,19,29,34,51,11,3,,7,499
"De 35 a 39 años (016)",165,158,,9,27,34,55,25,8,,7,640
"De 40 a 44 años (017)",174,170,3,7,13,24,44,42,30,7,4,896
"De 45 a 49 años (018)",235,233,3,15,8,28,68,68,34,9,2,1247
"De 50 y más años (019)",2120,2093,26,180,189,212,537,562,291,96,27,10673
"Educacion Inicial (020)",26,24,,3,6,3,10,2,,,2,80
"De 15 a 19 años (022)",2,2,,1,1,,,,,,,3
"De 20 a 24 años (023)",1,,,,,,,,,,1,
"De 25 a 29 años (024)",7,7,,2,,2,3,,,,,21
