"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia OCROS (000)",3528,2967,276,138,147
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",27,,1,1,25
"Profes., científicos e intelectuales (002)",194,75,46,40,33
"Técnicos de nivel medio y trab. asimilados (003)",52,28,6,5,13
"Jefes y empleados de oficina (004)",58,14,3,12,29
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",372,355,10,3,4
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1193,1155,37,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",110,91,10,7,2
"Obreros construc.,conf.,papel, fab., instr. (008)",162,125,20,11,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1261,1041,137,55,28
"Otra (010)",7,,,,7
"Ocupación no especificada (011)",92,83,6,3,
"Hombres (012)",2606,2201,206,96,103
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",19,,,,19
"Profes., científicos e intelectuales (014)",97,36,29,15,17
"Técnicos de nivel medio y trab. asimilados (015)",42,26,5,4,7
"Jefes y empleados de oficina (016)",30,5,2,4,19
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",125,115,6,1,3
"Agricult.trabaj.calif.agrop.y pesqueros (018)",1065,1032,32,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",89,71,10,7,1
"Obreros construc.,conf.,papel, fab., instr. (020)",158,121,20,11,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",938,764,98,52,24
"Otra (022)",7,,,,7
"Ocupación no especificada (023)",36,31,4,1,
"Mujeres (024)",922,766,70,42,44
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",8,,1,1,6
"Profes., científicos e intelectuales (026)",97,39,17,25,16
"Técnicos de nivel medio y trab. asimilados (027)",10,2,1,1,6
"Jefes y empleados de oficina (028)",28,9,1,8,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",247,240,4,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",128,123,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",21,20,,,1
"Obreros construc.,conf.,papel, fab., instr. (032)",4,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",323,277,39,3,4
"Ocupación no especificada (035)",56,52,2,2,
,,,,,
