"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia MARISCAL NIETO (000)",69509,2455,5721,6414,6332,13703,12166,17518,5200
"Sin nivel (001)",7100,2455,352,58,42,106,427,1819,1841
"Educación inicial (002)",1695,,1594,44,9,24,24,,
"Primaria (003)",16053,,3775,3539,269,607,1455,4446,1962
"Secundaria (004)",20292,,,2773,4309,4334,3599,4631,646
"Superior no univ. incompleto (005)",5528,,,,878,2340,1187,1019,104
"Superior no univ. completo (006)",7307,,,,,2557,2439,2060,251
"Superior univ. incompleto (007)",4502,,,,825,1965,754,873,85
"Superior univ. completo (008)",7032,,,,,1770,2281,2670,311
"Hombres (010)",35516,1278,2981,3228,3237,6812,6126,9124,2730
"Sin nivel (011)",2523,1278,191,19,24,37,127,383,464
"Educación inicial (012)",831,,787,21,5,9,9,,
"Primaria (013)",7896,,2003,1803,137,200,456,1992,1305
"Secundaria (014)",11147,,,1385,2217,2200,1991,2901,453
"Superior no univ. incompleto (015)",2901,,,,449,1100,654,613,85
"Superior no univ. completo (016)",3828,,,,,1291,1266,1114,157
"Superior univ. incompleto (017)",2600,,,,405,1094,454,574,73
"Superior univ. completo (018)",3790,,,,,881,1169,1547,193
"Mujeres (020)",33993,1177,2740,3186,3095,6891,6040,8394,2470
"Sin nivel (021)",4577,1177,161,39,18,69,300,1436,1377
"Educación inicial (022)",864,,807,23,4,15,15,,
"Primaria (023)",8157,,1772,1736,132,407,999,2454,657
"Secundaria (024)",9145,,,1388,2092,2134,1608,1730,193
"Superior no univ. incompleto (025)",2627,,,,429,1240,533,406,19
"Superior no univ. completo (026)",3479,,,,,1266,1173,946,94
"Superior univ. incompleto (027)",1902,,,,420,871,300,299,12
"Superior univ. completo (028)",3242,,,,,889,1112,1123,118
,,,,,,,,,
"URBANA (030)",59848,2178,5035,5644,5621,11919,10480,14846,4125
"Sin nivel (031)",5555,2178,273,54,33,78,300,1312,1327
"Educación inicial (032)",1511,,1418,39,9,24,21,,
"Primaria (033)",13162,,3344,3065,204,430,1095,3479,1545
"Secundaria (034)",17330,,,2486,3812,3610,2964,3894,564
