"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia ISLAY",,,,,,,,,
"Viviendas particulares (001)",13934,3460,3880,2683,1835,940,581,238,317
"Ocupantes presentes (002)",50252,10009,14007,10310,7355,3874,2305,1046,1346
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",13111,3092,3653,2541,1786,919,573,235,312
"Ocupantes presentes (005)",47800,9091,13274,9792,7200,3792,2281,1038,1332
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",178,14,39,75,29,8,8,2,3
"Ocupantes presentes (008)",556,24,147,234,82,32,24,5,8
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",62,21,15,13,8,2,,1,2
"Ocupantes presentes (011)",223,64,51,68,25,6,,3,6
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",111,55,31,14,6,5,,,
"Ocupantes presentes (014)",322,128,77,73,27,17,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",253,127,93,22,5,6,,,
"Ocupantes presentes (017)",751,341,303,66,14,27,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",193,132,43,18,,,,,
"Ocupantes presentes (020)",532,319,136,77,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",24,17,6,,1,,,,
"Ocupantes presentes (023)",57,31,19,,7,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,2,,,,,,,
"Ocupantes presentes (026)",11,11,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",12559,2928,3450,2470,1715,901,556,231,308
"Ocupantes presentes (029)",45952,8601,12614,9576,6897,3731,2208,1023,1302
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",11990,2688,3316,2350,1671,886,548,228,303
"Ocupantes presentes (032)",44252,8025,12184,9124,6756,3676,2184,1015,1288
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",178,14,39,75,29,8,8,2,3
"Ocupantes presentes (035)",556,24,147,234,82,32,24,5,8
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",62,21,15,13,8,2,,1,2
"Ocupantes presentes (038)",223,64,51,68,25,6,,3,6
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",111,55,31,14,6,5,,,
"Ocupantes presentes (041)",322,128,77,73,27,17,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",193,132,43,18,,,,,
"Ocupantes presentes (047)",532,319,136,77,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",23,16,6,,1,,,,
"Ocupantes presentes (050)",56,30,19,,7,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",2,2,,,,,,,
"Ocupantes presentes (053)",11,11,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1375,532,430,213,120,39,25,7,9
"Ocupantes presentes (056)",4300,1408,1393,734,458,143,97,23,44
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1121,404,337,191,115,33,25,7,9
"Ocupantes presentes (059)",3548,1066,1090,668,444,116,97,23,44
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",253,127,93,22,5,6,,,
"Ocupantes presentes (071)",751,341,303,66,14,27,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",1,1,,,,,,,
"Otro tipo",,,,,,,,,
