"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ASCOPE (000)",45774,43599,12660,7326,7149,5077,5608,3011,1580,1188,2175,107616
"De 12 a 14 años (001)",3475,3455,3434,18,3,,,,,,20,24
"De 15 a 19 años (002)",5170,5052,4413,576,55,5,3,,,,118,713
"De 20 a 24 años (003)",4732,4187,1807,1680,571,114,13,2,,,545,3229
"De 25 a 29 años (004)",4453,3985,830,1524,1091,417,112,10,1,,468,5491
"De 30 a 34 años (005)",4137,3878,460,1048,1294,646,385,43,2,,259,7490
"De 35 a 39 años (006)",4094,3891,378,758,1213,829,589,106,13,5,203,9036
"De 40 a 44 años (007)",4016,3843,335,558,1034,858,771,224,52,11,173,10511
"De 45 a 49 años (008)",3529,3392,318,395,708,724,811,317,84,35,137,10638
"De 50 y más años (009)",12168,11916,685,769,1180,1484,2924,2309,1428,1137,252,60484
"Sin nivel (010)",4367,4261,315,292,401,419,871,804,601,558,106,22959
"De 12 a 14 años (011)",43,43,43,,,,,,,,,
"De 15 a 19 años (012)",82,79,59,16,4,,,,,,3,24
"De 20 a 24 años (013)",112,92,36,33,16,4,2,1,,,20,92
"De 25 a 29 años (014)",117,104,15,32,26,22,8,1,,,13,191
"De 30 a 34 años (015)",178,166,16,25,44,39,37,4,1,,12,424
"De 35 a 39 años (016)",245,233,11,29,66,45,67,13,1,1,12,682
"De 40 a 44 años (017)",259,252,22,23,47,47,68,32,11,2,7,878
"De 45 a 49 años (018)",270,265,20,23,41,42,71,40,18,10,5,1067
"De 50 y más años (019)",3061,3027,93,111,157,220,618,713,570,545,34,19601
"Educacion Inicial (020)",87,82,33,13,25,7,4,,,,5,103
"De 12 a 14 años (021)",9,9,9,,,,,,,,,
