"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros construc., conf., papel, fab., instr. (034)",89,3,42,31,13,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",3171,63,979,1185,835,109
"Otra (036)",3,,,1,2,
"Ocupación no especificada (037)",359,,99,122,106,32
"Desocupado (038)",691,16,413,202,57,3
,,,,,,
"URBANA (039)",35849,319,10829,13406,10048,1247
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",67,,7,24,32,4
"Profes., científicos e intelectuales (041)",2520,,466,1223,806,25
"Técnicos de nivel medio y trab.asimilados (042)",1655,6,501,629,487,32
"Jefes y empleados de oficina (043)",1521,,487,550,474,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",5328,30,1245,2133,1611,309
"Agricult.trabaj. calif. agrop. y pesqueros (045)",2160,4,422,735,793,206
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",3451,19,930,1225,1170,107
"Obreros construc., conf., papel, fab., instr. (047)",4579,16,1594,1789,1085,95
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",11099,196,3642,3974,2945,342
"Otra (049)",127,,24,61,42,
"Ocupación no especificada (050)",638,,172,221,188,57
"Desocupado (051)",2704,48,1339,842,415,60
"Hombres (052)",25786,226,7940,9419,7314,887
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",45,,4,14,24,3
"Profes., científicos e intelectuales (054)",1218,,180,556,462,20
"Técnicos de nivel medio y trab.asimilados (055)",1131,5,321,437,345,23
"Jefes y empleados de oficina (056)",773,,164,288,311,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",2203,12,561,880,637,113
"Agricult.trabaj. calif. agrop. y pesqueros (058)",2065,4,403,700,762,196
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",3125,16,866,1102,1041,100
"Obreros construc., conf., papel, fab., instr. (060)",4495,13,1556,1759,1072,95
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",8245,142,2812,2872,2175,244
"Otra (062)",124,,24,60,40,
"Ocupación no especificada (063)",292,,81,100,85,26
"Desocupado (064)",2070,34,968,651,360,57
"Mujeres (065)",10063,93,2889,3987,2734,360
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",22,,3,10,8,1
"Profes., científicos e intelectuales (067)",1302,,286,667,344,5
"Técnicos de nivel medio y trab.asimilados (068)",524,1,180,192,142,9
"Jefes y empleados de oficina (069)",748,,323,262,163,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",3125,18,684,1253,974,196
"Agricult.trabaj. calif. agrop. y pesqueros (071)",95,,19,35,31,10
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",326,3,64,123,129,7
"Obreros construc., conf., papel, fab., instr. (073)",84,3,38,30,13,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",2854,54,830,1102,770,98
"Otra (075)",3,,,1,2,
"Ocupación no especificada (076)",346,,91,121,103,31
"Desocupado (077)",634,14,371,191,55,3
,,,,,,
"RURAL (078)",5019,63,1835,1504,1344,273
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",4,,,1,3,
"Profes., científicos e intelectuales (080)",78,,23,31,24,
"Técnicos de nivel medio y trab.asimilados (081)",59,,34,12,13,
"Jefes y empleados de oficina (082)",59,,37,17,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",294,,85,113,88,8
"Agricult.trabaj. calif. agrop. y pesqueros (084)",1005,1,158,282,433,131
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",132,,43,41,46,2
"Obreros construc., conf., papel, fab., instr. (086)",313,1,145,116,43,8
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",2844,55,1176,830,665,118
"Ocupación no especificada (089)",27,,14,6,3,4
"Desocupado (090)",204,6,120,55,21,2
"Hombres (091)",4286,52,1502,1297,1183,252
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",3,,,,3,
"Profes., científicos e intelectuales (093)",37,,8,14,15,
"Técnicos de nivel medio y trab.asimilados (094)",32,,16,8,8,
"Jefes y empleados de oficina (095)",20,,8,8,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",128,,38,52,36,2
"Agricult.trabaj. calif. agrop. y pesqueros (097)",954,1,146,268,411,128
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",116,,34,36,44,2
"Obreros construc., conf., papel, fab., instr. (099)",308,1,141,115,43,8
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",2527,46,1027,747,600,107
"Ocupación no especificada (102)",14,,6,5,,3
"Desocupado (103)",147,4,78,44,19,2
"Mujeres (104)",733,11,333,207,161,21
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",1,,,1,,
"Profes., científicos e intelectuales (106)",41,,15,17,9,
"Técnicos de nivel medio y trab.asimilados (107)",27,,18,4,5,
"Jefes y empleados de oficina (108)",39,,29,9,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",166,,47,61,52,6
"Agricult.trabaj. calif. agrop. y pesqueros (110)",51,,12,14,22,3
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",16,,9,5,2,
"Obreros construc., conf., papel, fab., instr. (112)",5,,4,1,,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",317,9,149,83,65,11
"Ocupación no especificada (115)",13,,8,1,3,1
"Desocupado (116)",57,2,42,11,2,
