"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CARABAYA (000)",68596,3829,9317,9580,7717,12607,9621,12334,3591
"Sabe leer y escribir (001)",55127,,6922,9507,7611,12125,8769,8859,1334
"No sabe leer y escribir (002)",13469,3829,2395,73,106,482,852,3475,2257
"Hombres (004)",35653,1991,4761,5042,4035,6428,5019,6582,1795
"Sabe leer y escribir (005)",30733,,3565,5017,4007,6328,4866,5870,1080
"No sabe leer y escribir (006)",4920,1991,1196,25,28,100,153,712,715
"Mujeres (008)",32943,1838,4556,4538,3682,6179,4602,5752,1796
"Sabe leer y escribir (009)",24394,,3357,4490,3604,5797,3903,2989,254
"No sabe leer y escribir (010)",8549,1838,1199,48,78,382,699,2763,1542
,,,,,,,,,
"URBANA (012)",28137,1557,3907,4212,3264,4998,4099,4814,1286
"Sabe leer y escribir (013)",23472,,3087,4188,3244,4869,3831,3730,523
"No sabe leer y escribir (014)",4665,1557,820,24,20,129,268,1084,763
"Hombres (016)",14225,818,1979,2159,1731,2374,2033,2552,579
"Sabe leer y escribir (017)",12546,,1580,2150,1723,2343,1993,2380,377
"No sabe leer y escribir (018)",1679,818,399,9,8,31,40,172,202
"Mujeres (020)",13912,739,1928,2053,1533,2624,2066,2262,707
"Sabe leer y escribir (021)",10926,,1507,2038,1521,2526,1838,1350,146
"No sabe leer y escribir (022)",2986,739,421,15,12,98,228,912,561
,,,,,,,,,
"RURAL (024)",40459,2272,5410,5368,4453,7609,5522,7520,2305
"Sabe leer y escribir (025)",31655,,3835,5319,4367,7256,4938,5129,811
"No sabe leer y escribir (026)",8804,2272,1575,49,86,353,584,2391,1494
"Hombres (028)",21428,1173,2782,2883,2304,4054,2986,4030,1216
"Sabe leer y escribir (029)",18187,,1985,2867,2284,3985,2873,3490,703
"No sabe leer y escribir (030)",3241,1173,797,16,20,69,113,540,513
"Mujeres (032)",19031,1099,2628,2485,2149,3555,2536,3490,1089
"Sabe leer y escribir (033)",13468,,1850,2452,2083,3271,2065,1639,108
"No sabe leer y escribir (034)",5563,1099,778,33,66,284,471,1851,981
