"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Secundaria (034)",28,1,18,6,2,1
"Superior no univ. incompleta (035)",5,,4,1,,
"Superior no univ. completa (036)",10,,6,2,2,
"Superior univ. incompleta (037)",3,,2,1,,
"Superior univ. completa (038)",8,,2,3,3,
"No PEA (040)",7468,3203,1436,940,951,938
"Sin nivel (041)",1490,178,113,307,402,490
"Educación inicial (042)",217,211,4,2,,
"Primaria (043)",3821,2437,351,342,364,327
"Secundaria (044)",1541,377,810,188,109,57
"Superior no univ. incompleta (045)",90,,55,22,6,7
"Superior no univ. completa (046)",147,,48,40,32,27
"Superior univ. incompleta (047)",62,,35,11,11,5
"Superior univ. completa (048)",100,,20,28,27,25
,,,,,,
"URBANA (060)",6573,1704,1502,1498,1168,701
"Sin nivel (061)",805,40,45,174,256,290
"Educación inicial (062)",127,123,1,3,,
"Primaria (063)",2725,1262,287,410,469,297
"Secundaria (064)",1760,279,839,367,211,64
"Superior no univ. incompleta (065)",195,,99,61,31,4
"Superior no univ. completa (066)",384,,114,199,56,15
"Superior univ. incompleta (067)",127,,55,42,25,5
"Superior univ. completa (068)",450,,62,242,120,26
"PEA (070)",2998,166,738,1076,737,281
"Sin nivel (071)",341,2,25,90,125,99
"Educación inicial (072)",5,2,1,2,,
"Primaria (073)",889,112,127,230,275,145
"Secundaria (074)",852,50,350,272,155,25
"Superior no univ. incompleta (075)",135,,61,46,26,2
"Superior no univ. completa (076)",300,,84,177,38,1
"Superior univ. incompleta (077)",91,,32,36,20,3
"Superior univ. completa (078)",385,,58,223,98,6
"Ocupada (080)",2924,165,705,1056,723,275
"Sin nivel (081)",328,2,24,86,121,95
"Educación inicial (082)",5,2,1,2,,
"Primaria (083)",869,112,118,223,272,144
"Secundaria (084)",831,49,338,267,153,24
"Superior no univ. incompleta (085)",131,,58,45,26,2
"Superior no univ. completa (086)",291,,79,175,36,1
"Superior univ. incompleta (087)",89,,30,36,20,3
"Superior univ. completa (088)",380,,57,222,95,6
"Desocupada (090)",74,1,33,20,14,6
"Sin nivel (091)",13,,1,4,4,4
"Primaria (093)",20,,9,7,3,1
"Secundaria (094)",21,1,12,5,2,1
"Superior no univ. incompleta (095)",4,,3,1,,
"Superior no univ. completa (096)",9,,5,2,2,
"Superior univ. incompleta (097)",2,,2,,,
"Superior univ. completa (098)",5,,1,1,3,
"No PEA (100)",3575,1538,764,422,431,420
"Sin nivel (101)",464,38,20,84,131,191
"Educación inicial (102)",122,121,,1,,
"Primaria (103)",1836,1150,160,180,194,152
"Secundaria (104)",908,229,489,95,56,39
"Superior no univ. incompleta (105)",60,,38,15,5,2
"Superior no univ. completa (106)",84,,30,22,18,14
"Superior univ. incompleta (107)",36,,23,6,5,2
"Superior univ. completa (108)",65,,4,19,22,20
,,,,,,
"RURAL (120)",6846,1763,1345,1485,1367,886
"Sin nivel (121)",1720,160,148,448,520,444
"Educación inicial (122)",99,93,4,2,,
"Primaria (123)",3207,1347,433,545,530,352
"Secundaria (124)",1321,163,607,308,204,39
"Superior no univ. incompleta (125)",102,,42,36,16,8
"Superior no univ. completa (126)",211,,59,67,57,28
"Superior univ. incompleta (127)",59,,20,20,14,5
"Superior univ. completa (128)",127,,32,59,26,10
"PEA (130)",2953,98,673,967,847,368
"Sin nivel (131)",694,20,55,225,249,145
"Educación inicial (132)",4,3,,1,,
"Primaria (133)",1222,60,242,383,360,177
"Secundaria (134)",688,15,286,215,151,21
"Superior no univ. incompleta (135)",72,,25,29,15,3
"Superior no univ. completa (136)",148,,41,49,43,15
"Superior univ. incompleta (137)",33,,8,15,8,2
"Superior univ. completa (138)",92,,16,50,21,5
"Ocupada (140)",2919,95,656,959,841,368
"Sin nivel (141)",691,20,54,225,247,145
"Educación inicial (142)",4,3,,1,,
"Primaria (143)",1204,57,235,379,356,177
"Secundaria (144)",681,15,280,214,151,21
"Superior no univ. incompleta (145)",71,,24,29,15,3
"Superior no univ. completa (146)",147,,40,49,43,15
"Superior univ. incompleta (147)",32,,8,14,8,2
"Superior univ. completa (148)",89,,15,48,21,5
"Desocupada (150)",34,3,17,8,6,
"Sin nivel (151)",3,,1,,2,
"Primaria (153)",18,3,7,4,4,
"Secundaria (154)",7,,6,1,,
"Superior no univ. incompleta (155)",1,,1,,,
"Superior no univ. completa (156)",1,,1,,,
"Superior univ. incompleta (157)",1,,,1,,
"Superior univ. completa (158)",3,,1,2,,
"No PEA (160)",3893,1665,672,518,520,518
"Sin nivel (161)",1026,140,93,223,271,299
"Educación inicial (162)",95,90,4,1,,
"Primaria (163)",1985,1287,191,162,170,175
"Secundaria (164)",633,148,321,93,53,18
"Superior no univ. incompleta (165)",30,,17,7,1,5
"Superior no univ. completa (166)",63,,18,18,14,13
"Superior univ. incompleta (167)",26,,12,5,6,3
"Superior univ. completa (168)",35,,16,9,5,5
