"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otras activ. serv.comun.soc y personales (040)",1382,884,249,174,75
"Hogares privados con servicio doméstico (041)",86,86,,,
"Actividad economica no especificada (043)",926,593,121,111,101
"Mujeres (044)",26497,17485,2613,2675,3724
"Agric., ganadería, caza y silvicultura (045)",3956,2292,743,576,345
"Pesca (046)",59,27,9,13,10
"Explotación de minas y canteras (047)",7,1,1,4,1
"Industrias manufactureras (048)",1201,675,132,108,286
"Suministro de electricidad, gas y agua (049)",20,5,1,5,9
"Construcción (050)",85,54,13,8,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",7671,7068,373,204,26
"Venta, mant.y rep. veh.autom y motoc. (052)",104,69,20,14,1
"Comercio al por mayor (053)",319,219,37,38,25
"Comercio al por menor (054)",7248,6780,316,152,
"Hoteles y restaurantes (055)",2686,2340,248,76,22
"Trans., almac. y comunicaciones (056)",477,298,59,64,56
"Intermediación financiera (057)",201,20,21,109,51
"Activid.inmobil., empres. y alquileres (058)",1041,526,161,179,175
"Admin.pub. y defensa; p. segur soc.afil (059)",826,,,,826
"Enseñanza (060)",3189,498,567,1106,1018
"Servicios sociales y de salud (061)",1134,225,61,56,792
"Otras activ. serv.comun.soc y personales (062)",1026,797,115,78,36
"Hogares privados con servicio doméstico (063)",2039,2039,,,
"Actividad economica no especificada (065)",879,620,109,89,61
,,,,,
"URBANA (066)",67509,43061,7678,7141,9629
"Agric., ganadería, caza y silvicultura (067)",11602,7005,1948,1376,1273
"Pesca (068)",1442,849,263,239,91
"Explotación de minas y canteras (069)",129,21,16,24,68
"Industrias manufactureras (070)",5161,2932,600,585,1044
"Suministro de electricidad, gas y agua (071)",151,25,19,60,47
"Construcción (072)",3895,2841,626,291,137
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",15202,13384,1041,626,151
"Venta, mant.y rep. veh.autom y motoc. (074)",1375,995,232,95,53
"Comercio al por mayor (075)",918,533,120,167,98
"Comercio al por menor (076)",12909,11856,689,364,
"Hoteles y restaurantes (077)",3846,3181,475,154,36
"Trans., almac. y comunicaciones (078)",6436,4992,537,539,368
"Intermediación financiera (079)",459,64,38,245,112
"Activid.inmobil., empres. y alquileres (080)",3928,1938,610,704,676
"Admin.pub. y defensa; p. segur soc.afil (081)",2307,,,,2307
"Enseñanza (082)",5324,753,850,1779,1942
"Servicios sociales y de salud (083)",1615,344,84,79,1108
"Otras activ. serv.comun.soc y personales (084)",2350,1631,359,249,111
"Hogares privados con servicio doméstico (085)",2007,2007,,,
"Actividad economica no especificada (087)",1655,1094,212,191,158
"Hombres (088)",43245,27162,5375,4676,6032
"Agric., ganadería, caza y silvicultura (089)",9033,5618,1470,961,984
"Pesca (090)",1386,823,255,227,81
"Explotación de minas y canteras (091)",124,20,15,22,67
"Industrias manufactureras (092)",4011,2300,474,477,760
"Suministro de electricidad, gas y agua (093)",132,20,18,56,38
"Construcción (094)",3811,2788,613,283,127
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",7818,6594,675,424,125
"Venta, mant.y rep. veh.autom y motoc. (096)",1273,927,213,81,52
"Comercio al por mayor (097)",609,323,84,129,73
"Comercio al por menor (098)",5936,5344,378,214,
"Hoteles y restaurantes (099)",1276,944,230,86,16
"Trans., almac. y comunicaciones (100)",5964,4697,478,475,314
"Intermediación financiera (101)",260,44,18,137,61
"Activid.inmobil., empres. y alquileres (102)",2898,1416,451,528,503
"Admin.pub. y defensa; p. segur soc.afil (103)",1500,,,,1500
"Enseñanza (104)",2233,285,301,698,949
"Servicios sociales y de salud (105)",513,128,24,27,334
"Otras activ. serv.comun.soc y personales (106)",1350,859,245,171,75
"Hogares privados con servicio doméstico (107)",80,80,,,
"Actividad economica no especificada (109)",856,546,108,104,98
"Mujeres (110)",24264,15899,2303,2465,3597
"Agric., ganadería, caza y silvicultura (111)",2569,1387,478,415,289
"Pesca (112)",56,26,8,12,10
"Explotación de minas y canteras (113)",5,1,1,2,1
"Industrias manufactureras (114)",1150,632,126,108,284
"Suministro de electricidad, gas y agua (115)",19,5,1,4,9
"Construcción (116)",84,53,13,8,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",7384,6790,366,202,26
"Venta, mant.y rep. veh.autom y motoc. (118)",102,68,19,14,1
"Comercio al por mayor (119)",309,210,36,38,25
"Comercio al por menor (120)",6973,6512,311,150,
"Hoteles y restaurantes (121)",2570,2237,245,68,20
"Trans., almac. y comunicaciones (122)",472,295,59,64,54
"Intermediación financiera (123)",199,20,20,108,51
"Activid.inmobil., empres. y alquileres (124)",1030,522,159,176,173
"Admin.pub. y defensa; p. segur soc.afil (125)",807,,,,807
"Enseñanza (126)",3091,468,549,1081,993
"Servicios sociales y de salud (127)",1102,216,60,52,774
"Otras activ. serv.comun.soc y personales (128)",1000,772,114,78,36
"Hogares privados con servicio doméstico (129)",1927,1927,,,
"Actividad economica no especificada (131)",799,548,104,87,60
,,,,,
"RURAL (132)",10252,7459,1271,979,543
"Agric., ganadería, caza y silvicultura (133)",8086,5857,1075,797,357
"Pesca (134)",21,15,4,1,1
"Explotación de minas y canteras (135)",33,4,4,20,5
"Industrias manufactureras (136)",201,153,21,11,16
"Suministro de electricidad, gas y agua (137)",8,1,,7,
"Construcción (138)",110,84,14,10,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",546,508,23,10,5
"Venta, mant.y rep. veh.autom y motoc. (140)",56,43,7,2,4
"Comercio al por mayor (141)",23,17,2,3,1
"Comercio al por menor (142)",467,448,14,5,
"Hoteles y restaurantes (143)",144,126,7,9,2
"Trans., almac. y comunicaciones (144)",357,286,31,27,13
"Intermediación financiera (145)",3,1,1,1,
"Activid.inmobil., empres. y alquileres (146)",161,78,33,21,29
"Admin.pub. y defensa; p. segur soc.afil (147)",47,,,,47
"Enseñanza (148)",162,44,31,46,41
"Servicios sociales y de salud (149)",47,15,4,7,21
"Otras activ. serv.comun.soc y personales (150)",58,50,5,3,
"Hogares privados con servicio doméstico (151)",118,118,,,
"Actividad economica no especificada (153)",150,119,18,9,4
"Hombres (154)",8019,5873,961,769,416
"Agric., ganadería, caza y silvicultura (155)",6699,4952,810,636,301
"Pesca (156)",18,14,3,,1
"Explotación de minas y canteras (157)",31,4,4,18,5
"Industrias manufactureras (158)",150,110,15,11,14
"Suministro de electricidad, gas y agua (159)",7,1,,6,
"Construcción (160)",109,83,14,10,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",259,230,16,8,5
"Venta, mant.y rep. veh.autom y motoc. (162)",54,42,6,2,4
"Comercio al por mayor (163)",13,8,1,3,1
"Comercio al por menor (164)",192,180,9,3,
"Hoteles y restaurantes (165)",28,23,4,1,
"Trans., almac. y comunicaciones (166)",352,283,31,27,11
"Intermediación financiera (167)",1,1,,,
"Activid.inmobil., empres. y alquileres (168)",150,74,31,18,27
"Admin.pub. y defensa; p. segur soc.afil (169)",28,,,,28
"Enseñanza (170)",64,14,13,21,16
"Servicios sociales y de salud (171)",15,6,3,3,3
"Otras activ. serv.comun.soc y personales (172)",32,25,4,3,
"Hogares privados con servicio doméstico (173)",6,6,,,
"Actividad economica no especificada (175)",70,47,13,7,3
"Mujeres (176)",2233,1586,310,210,127
"Agric., ganadería, caza y silvicultura (177)",1387,905,265,161,56
"Pesca (178)",3,1,1,1,
"Explotación de minas y canteras (179)",2,,,2,
"Industrias manufactureras (180)",51,43,6,,2
"Suministro de electricidad, gas y agua (181)",1,,,1,
"Construcción (182)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",287,278,7,2,
"Venta, mant.y rep. veh.autom y motoc. (184)",2,1,1,,
"Comercio al por mayor (185)",10,9,1,,
"Comercio al por menor (186)",275,268,5,2,
"Hoteles y restaurantes (187)",116,103,3,8,2
"Trans., almac. y comunicaciones (188)",5,3,,,2
"Intermediación financiera (189)",2,,1,1,
"Activid.inmobil., empres. y alquileres (190)",11,4,2,3,2
"Admin.pub. y defensa; p. segur soc.afil (191)",19,,,,19
"Enseñanza (192)",98,30,18,25,25
"Servicios sociales y de salud (193)",32,9,1,4,18
"Otras activ. serv.comun.soc y personales (194)",26,25,1,,
"Hogares privados con servicio doméstico (195)",112,112,,,
"Actividad economica no especificada (197)",80,72,5,2,1
