"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MARISCAL NIETO (000)",20556,19273,105,5471,5632,3366,3092,1147,367,93,1283,51796
"De 12 a 14 años (001)",24,8,1,6,1,,,,,,16,8
"De 15 a 19 años (002)",347,282,6,240,28,6,2,,,,65,322
"De 20 a 24 años (003)",1859,1425,10,1076,298,32,6,3,,,434,1813
"De 25 a 29 años (004)",2633,2249,18,1268,763,162,38,,,,384,3435
"De 30 a 34 años (005)",2660,2523,13,918,1049,409,122,11,,1,137,4839
"De 35 a 39 años (006)",2785,2692,8,702,1114,533,292,34,8,1,93,6081
"De 40 a 44 años (007)",2311,2269,5,401,792,568,407,89,7,,42,6059
"De 45 a 49 años (008)",1872,1838,9,265,534,476,434,95,23,2,34,5464
"De 50 y más años (009)",6065,5987,35,595,1053,1180,1791,915,329,89,78,23775
"Sin nivel (010)",2977,2915,18,300,491,480,872,521,183,50,62,12022
"De 12 a 14 años (011)",1,1,,1,,,,,,,,1
"De 15 a 19 años (012)",2,1,,,,1,,,,,1,3
"De 20 a 24 años (013)",16,13,,8,3,1,1,,,,3,22
"De 25 a 29 años (014)",34,26,,6,14,4,2,,,,8,54
"De 30 a 34 años (015)",119,111,,24,45,26,12,4,,,8,267
"De 35 a 39 años (016)",157,152,,26,56,30,31,8,1,,5,419
"De 40 a 44 años (017)",206,202,1,24,57,41,56,20,3,,4,659
"De 45 a 49 años (018)",219,212,,22,42,47,66,28,6,1,7,771
"De 50 y más años (019)",2223,2197,17,189,274,330,704,461,173,49,26,9826
"Educacion Inicial (020)",23,20,1,6,7,4,2,,,,3,40
"De 20 a 24 años (023)",4,3,,2,1,,,,,,1,4
