"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SAN MARTIN (000)",65745,18385,9445,28441,1728,4875,2871
"Sin nivel (001)",1270,50,201,709,20,206,84
"Educación inicial (002)",54,8,12,20,2,5,7
"Primaria (003)",18318,987,3329,10115,514,2211,1162
"Secundaria (004)",25988,5122,4844,12074,622,1935,1391
"Superior no univ. incompleta (005)",4009,1793,370,1463,92,168,123
"Superior no univ. completa (006)",6951,4362,376,1837,174,134,68
"Superior univ. incompleta (007)",3052,1678,181,930,100,140,23
"Superior univ. completa (008)",6103,4385,132,1293,204,76,13
"Hombres (010)",43257,10381,8196,20756,1368,2442,114
"Sin nivel (011)",670,26,130,443,14,54,3
"Educación inicial (012)",37,6,9,16,2,4,
"Primaria (013)",12303,543,2746,7562,433,983,36
"Secundaria (014)",18152,3134,4365,8941,497,1150,65
"Superior no univ. incompleta (015)",2429,952,329,1002,66,75,5
"Superior no univ. completa (016)",3821,2139,336,1175,118,50,3
"Superior univ. incompleta (017)",2014,995,163,685,76,94,1
"Superior univ. completa (018)",3831,2586,118,932,162,32,1
"Mujeres (020)",22488,8004,1249,7685,360,2433,2757
"Sin nivel (021)",600,24,71,266,6,152,81
"Educación inicial (022)",17,2,3,4,,1,7
"Primaria (023)",6015,444,583,2553,81,1228,1126
"Secundaria (024)",7836,1988,479,3133,125,785,1326
"Superior no univ. incompleta (025)",1580,841,41,461,26,93,118
"Superior no univ. completa (026)",3130,2223,40,662,56,84,65
"Superior univ. incompleta (027)",1038,683,18,245,24,46,22
"Superior univ. completa (028)",2272,1799,14,361,42,44,12
,,,,,,,
"URBANA (030)",59998,18091,8649,25265,1514,3704,2775
"Sin nivel (031)",884,43,156,482,11,116,76
"Educación inicial (032)",47,8,10,17,2,3,7
"Primaria (033)",14776,950,2850,8048,384,1427,1117
"Secundaria (034)",24475,5045,4593,11274,560,1654,1349
"Superior no univ. incompleta (035)",3940,1774,366,1430,88,159,123
"Superior no univ. completa (036)",6822,4277,365,1814,169,130,67
"Superior univ. incompleta (037)",3015,1659,178,916,99,140,23
"Superior univ. completa (038)",6039,4335,131,1284,201,75,13
"Hombres (040)",38725,10165,7547,17964,1177,1764,108
"Sin nivel (041)",438,19,100,282,8,26,3
"Educación inicial (042)",31,6,8,13,2,2,
"Primaria (043)",9517,515,2368,5735,317,549,33
"Secundaria (044)",16871,3069,4144,8211,440,945,62
"Superior no univ. incompleta (045)",2373,939,325,972,62,70,5
"Superior no univ. completa (046)",3733,2089,325,1156,113,47,3
"Superior univ. incompleta (047)",1982,980,160,672,75,94,1
"Superior univ. completa (048)",3780,2548,117,923,160,31,1
"Mujeres (050)",21273,7926,1102,7301,337,1940,2667
"Sin nivel (051)",446,24,56,200,3,90,73
"Educación inicial (052)",16,2,2,4,,1,7
"Primaria (053)",5259,435,482,2313,67,878,1084
"Secundaria (054)",7604,1976,449,3063,120,709,1287
"Superior no univ. incompleta (055)",1567,835,41,458,26,89,118
"Superior no univ. completa (056)",3089,2188,40,658,56,83,64
"Superior univ. incompleta (057)",1033,679,18,244,24,46,22
"Superior univ. completa (058)",2259,1787,14,361,41,44,12
,,,,,,,
"RURAL (060)",5747,294,796,3176,214,1171,96
"Sin nivel (061)",386,7,45,227,9,90,8
"Educación inicial (062)",7,,2,3,,2,
"Primaria (063)",3542,37,479,2067,130,784,45
"Secundaria (064)",1513,77,251,800,62,281,42
"Superior no univ. incompleta (065)",69,19,4,33,4,9,
"Superior no univ. completa (066)",129,85,11,23,5,4,1
"Superior univ. incompleta (067)",37,19,3,14,1,,
"Superior univ. completa (068)",64,50,1,9,3,1,
"Hombres (070)",4532,216,649,2792,191,678,6
"Sin nivel (071)",232,7,30,161,6,28,
"Educación inicial (072)",6,,1,3,,2,
"Primaria (073)",2786,28,378,1827,116,434,3
"Secundaria (074)",1281,65,221,730,57,205,3
"Superior no univ. incompleta (075)",56,13,4,30,4,5,
"Superior no univ. completa (076)",88,50,11,19,5,3,
"Superior univ. incompleta (077)",32,15,3,13,1,,
"Superior univ. completa (078)",51,38,1,9,2,1,
"Mujeres (080)",1215,78,147,384,23,493,90
"Sin nivel (081)",154,,15,66,3,62,8
"Educación inicial (082)",1,,1,,,,
"Primaria (083)",756,9,101,240,14,350,42
"Secundaria (084)",232,12,30,70,5,76,39
"Superior no univ. incompleta (085)",13,6,,3,,4,
"Superior no univ. completa (086)",41,35,,4,,1,1
"Superior univ. incompleta (087)",5,4,,1,,,
"Superior univ. completa (088)",13,12,,,1,,
