"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",35,2,18,6,8,1
"Actividad economica no especificada (043)",151,4,54,49,29,15
"Mujeres (045)",8986,464,3059,2912,2088,463
"Agric., ganadería, caza y silvicultura (046)",5381,379,1900,1576,1244,282
"Industrias manufactureras (049)",134,3,20,53,46,12
"Suministro de electricidad, gas y agua (050)",1,,1,,,
"Construcción (051)",16,1,10,4,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",856,20,226,353,210,47
"Venta, mant.y rep. veh.autom.y motoc. (053)",6,,2,3,1,
"Comercio al por mayor (054)",65,4,17,27,12,5
"Comercio al por menor (055)",785,16,207,323,197,42
"Hoteles y restaurantes (056)",383,16,106,151,94,16
"Trans., almac. y comunicaciones (057)",34,1,27,3,3,
"Intermediación financiera (058)",11,,4,6,1,
"Activid.inmobil., empres. y alquileres (059)",33,4,14,10,5,
"Admin.pub. y defensa; p. segur.soc.afil (060)",125,,61,49,15,
"Enseñanza (061)",400,,65,233,102,
"Servicios sociales y de salud (062)",113,,31,55,24,3
"Otras activ. serv.comun.soc y personales (063)",49,,23,13,11,2
"Hogares privados con servicio doméstico (064)",909,39,380,246,192,52
"Actividad economica no especificada (066)",541,1,191,160,140,49
,,,,,,
"URBANA (067)",15840,468,5062,5355,3918,1037
"Agric., ganadería, caza y silvicultura (068)",9252,343,3029,2797,2346,737
"Pesca (069)",3,,1,1,1,
"Explotación de minas y canteras (070)",2,,1,1,,
"Industrias manufactureras (071)",451,9,118,165,120,39
"Suministro de electricidad, gas y agua (072)",30,,11,7,12,
"Construcción (073)",681,7,254,289,116,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1473,43,379,555,392,104
"Venta, mant.y rep. veh.autom.y motoc. (075)",75,,38,24,12,1
"Comercio al por mayor (076)",109,5,27,45,25,7
"Comercio al por menor (077)",1289,38,314,486,355,96
"Hoteles y restaurantes (078)",416,24,104,161,107,20
"Trans., almac. y comunicaciones (079)",568,3,261,194,104,6
"Intermediación financiera (080)",26,,10,14,2,
"Activid.inmobil., empres. y alquileres (081)",130,4,66,38,18,4
"Admin.pub. y defensa; p. segur.soc.afil (082)",412,,154,171,83,4
"Enseñanza (083)",743,,92,434,216,1
"Servicios sociales y de salud (084)",193,,40,84,64,5
"Otras activ. serv.comun.soc y personales (085)",158,,56,59,36,7
"Hogares privados con servicio doméstico (086)",783,30,304,231,169,49
"Actividad economica no especificada (088)",519,5,182,154,132,46
"Hombres (089)",10696,325,3531,3523,2585,732
"Agric., ganadería, caza y silvicultura (090)",7194,272,2425,2144,1764,589
"Pesca (091)",3,,1,1,1,
"Explotación de minas y canteras (092)",2,,1,1,,
"Industrias manufactureras (093)",328,6,99,117,79,27
"Suministro de electricidad, gas y agua (094)",29,,10,7,12,
"Construcción (095)",666,6,244,286,115,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",726,25,198,247,196,60
"Venta, mant.y rep. veh.autom.y motoc. (097)",69,,36,21,11,1
"Comercio al por mayor (098)",51,2,14,20,13,2
"Comercio al por menor (099)",606,23,148,206,172,57
"Hoteles y restaurantes (100)",71,8,18,20,20,5
"Trans., almac. y comunicaciones (101)",536,2,236,191,101,6
"Intermediación financiera (102)",15,,6,8,1,
"Activid.inmobil., empres. y alquileres (103)",98,,53,28,13,4
"Admin.pub. y defensa; p. segur.soc.afil (104)",290,,95,122,69,4
"Enseñanza (105)",394,,45,233,115,1
"Servicios sociales y de salud (106)",88,,14,32,40,2
"Otras activ. serv.comun.soc y personales (107)",113,,36,46,26,5
"Hogares privados con servicio doméstico (108)",21,2,9,4,5,1
"Actividad economica no especificada (110)",122,4,41,36,28,13
"Mujeres (112)",5144,143,1531,1832,1333,305
"Agric., ganadería, caza y silvicultura (113)",2058,71,604,653,582,148
"Industrias manufactureras (116)",123,3,19,48,41,12
"Suministro de electricidad, gas y agua (117)",1,,1,,,
"Construcción (118)",15,1,10,3,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",747,18,181,308,196,44
"Venta, mant.y rep. veh.autom.y motoc. (120)",6,,2,3,1,
"Comercio al por mayor (121)",58,3,13,25,12,5
"Comercio al por menor (122)",683,15,166,280,183,39
"Hoteles y restaurantes (123)",345,16,86,141,87,15
"Trans., almac. y comunicaciones (124)",32,1,25,3,3,
"Intermediación financiera (125)",11,,4,6,1,
"Activid.inmobil., empres. y alquileres (126)",32,4,13,10,5,
"Admin.pub. y defensa; p. segur.soc.afil (127)",122,,59,49,14,
"Enseñanza (128)",349,,47,201,101,
"Servicios sociales y de salud (129)",105,,26,52,24,3
"Otras activ. serv.comun.soc y personales (130)",45,,20,13,10,2
"Hogares privados con servicio doméstico (131)",762,28,295,227,164,48
"Actividad economica no especificada (133)",397,1,141,118,104,33
,,,,,,
"RURAL (134)",16826,1010,6838,4966,3239,773
"Agric., ganadería, caza y silvicultura (135)",15839,997,6426,4617,3066,733
"Explotación de minas y canteras (137)",2,,1,,,1
"Industrias manufactureras (138)",51,,17,18,12,4
"Suministro de electricidad, gas y agua (139)",9,,7,2,,
"Construcción (140)",58,,30,18,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",229,2,77,102,36,12
"Venta, mant.y rep. veh.autom.y motoc. (142)",4,,3,,1,
"Comercio al por mayor (143)",16,1,5,7,3,
"Comercio al por menor (144)",209,1,69,95,32,12
"Hoteles y restaurantes (145)",43,,22,13,7,1
"Trans., almac. y comunicaciones (146)",87,,45,32,10,
"Activid.inmobil., empres. y alquileres (148)",9,,3,5,1,
"Admin.pub. y defensa; p. segur.soc.afil (149)",17,,4,9,4,
"Enseñanza (150)",105,,27,57,21,
"Servicios sociales y de salud (151)",22,,9,11,2,
"Otras activ. serv.comun.soc y personales (152)",21,,13,6,2,
"Hogares privados con servicio doméstico (153)",161,11,94,21,31,4
"Actividad economica no especificada (155)",173,,63,55,37,18
"Hombres (156)",12984,689,5310,3886,2484,615
"Agric., ganadería, caza y silvicultura (157)",12516,689,5130,3694,2404,599
"Explotación de minas y canteras (159)",2,,1,,,1
"Industrias manufactureras (160)",40,,16,13,7,4
"Suministro de electricidad, gas y agua (161)",9,,7,2,,
"Construcción (162)",57,,30,17,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",120,,32,57,22,9
"Venta, mant.y rep. veh.autom.y motoc. (164)",4,,3,,1,
"Comercio al por mayor (165)",9,,1,5,3,
"Comercio al por menor (166)",107,,28,52,18,9
"Hoteles y restaurantes (167)",5,,2,3,,
"Trans., almac. y comunicaciones (168)",85,,43,32,10,
"Activid.inmobil., empres. y alquileres (170)",8,,2,5,1,
"Admin.pub. y defensa; p. segur.soc.afil (171)",14,,2,9,3,
"Enseñanza (172)",54,,9,25,20,
"Servicios sociales y de salud (173)",14,,4,8,2,
"Otras activ. serv.comun.soc y personales (174)",17,,10,6,1,
"Hogares privados con servicio doméstico (175)",14,,9,2,3,
"Actividad economica no especificada (177)",29,,13,13,1,2
"Mujeres (179)",3842,321,1528,1080,755,158
"Agric., ganadería, caza y silvicultura (180)",3323,308,1296,923,662,134
"Industrias manufactureras (183)",11,,1,5,5,
"Construcción (185)",1,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",109,2,45,45,14,3
"Comercio al por mayor (188)",7,1,4,2,,
"Comercio al por menor (189)",102,1,41,43,14,3
"Hoteles y restaurantes (190)",38,,20,10,7,1
"Trans., almac. y comunicaciones (191)",2,,2,,,
"Activid.inmobil., empres. y alquileres (193)",1,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",3,,2,,1,
"Enseñanza (195)",51,,18,32,1,
"Servicios sociales y de salud (196)",8,,5,3,,
"Otras activ. serv.comun.soc y personales (197)",4,,3,,1,
"Hogares privados con servicio doméstico (198)",147,11,85,19,28,4
"Actividad economica no especificada (200)",144,,50,42,36,16
