"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",203,192,7,3,1
,,,,,
"URBANA (036)",5250,4125,423,283,419
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",30,,3,4,23
"Profes., científicos e intelectuales (038)",534,161,109,158,106
"Técnicos de nivel medio y trab. asimilados (039)",169,82,14,15,58
"Jefes y empleados de oficina (040)",187,37,21,15,114
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",801,752,32,10,7
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1103,1060,43,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",364,307,36,10,11
"Obreros construc.,conf.,papel, fab., instr. (044)",466,359,56,26,25
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1412,1222,103,43,44
"Otra (046)",29,,,,29
"Ocupación no especificada (047)",155,145,6,2,2
"Hombres (048)",3440,2657,316,201,266
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",24,,1,4,19
"Profes., científicos e intelectuales (050)",299,79,67,100,53
"Técnicos de nivel medio y trab. asimilados (051)",114,64,13,11,26
"Jefes y empleados de oficina (052)",102,21,10,7,64
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",298,266,21,5,6
"Agricult.trabaj.calif.agrop.y pesqueros (054)",956,918,38,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",301,252,28,10,11
"Obreros construc.,conf.,papel, fab., instr. (056)",458,355,54,25,24
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",804,652,81,38,33
"Otra (058)",29,,,,29
"Ocupación no especificada (059)",55,50,3,1,1
"Mujeres (060)",1810,1468,107,82,153
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",6,,2,,4
"Profes., científicos e intelectuales (062)",235,82,42,58,53
"Técnicos de nivel medio y trab. asimilados (063)",55,18,1,4,32
"Jefes y empleados de oficina (064)",85,16,11,8,50
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",503,486,11,5,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",147,142,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",63,55,8,,
"Obreros construc.,conf.,papel, fab., instr. (068)",8,4,2,1,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",608,570,22,5,11
"Ocupación no especificada (071)",100,95,3,1,1
,,,,,
"RURAL (072)",7639,6846,410,158,225
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",19,,,,19
"Profes., científicos e intelectuales (074)",148,47,52,31,18
"Técnicos de nivel medio y trab. asimilados (075)",82,42,12,13,15
"Jefes y empleados de oficina (076)",87,19,15,8,45
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",293,259,24,7,3
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3922,3862,60,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",236,159,45,19,13
"Obreros construc.,conf.,papel, fab., instr. (080)",320,247,46,15,12
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2389,2084,150,59,96
"Otra (082)",4,,,,4
"Ocupación no especificada (083)",139,127,6,6,
"Hombres (084)",6093,5437,344,129,183
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",17,,,,17
"Profes., científicos e intelectuales (086)",92,31,29,23,9
"Técnicos de nivel medio y trab. asimilados (087)",61,35,11,10,5
"Jefes y empleados de oficina (088)",61,12,13,6,30
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",113,87,17,7,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",3578,3523,55,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",204,134,41,16,13
"Obreros construc.,conf.,papel, fab., instr. (092)",315,244,44,15,12
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1612,1341,132,48,91
"Otra (094)",4,,,,4
"Ocupación no especificada (095)",36,30,2,4,
"Mujeres (096)",1546,1409,66,29,42
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,,,2
"Profes., científicos e intelectuales (098)",56,16,23,8,9
"Técnicos de nivel medio y trab. asimilados (099)",21,7,1,3,10
"Jefes y empleados de oficina (100)",26,7,2,2,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",180,172,7,,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",344,339,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",32,25,4,3,
"Obreros construc.,conf.,papel, fab., instr. (104)",5,3,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",777,743,18,11,5
"Ocupación no especificada (107)",103,97,4,2,
