"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LORETO (000)",56058,3959,8385,8250,6622,9648,7393,9753,2048
"Sin nivel (001)",9312,3959,1539,316,357,730,584,1165,662
"Educación inicial (002)",1815,,1747,35,6,18,9,,
"Primaria (003)",26574,,5099,6267,2095,3242,3071,5556,1244
"Secundaria (004)",14560,,,1632,3998,4362,2480,1983,105
"Superior no univ. incompleto (005)",1088,,,,141,467,274,194,12
"Superior no univ. completo (006)",1085,,,,,414,367,299,5
"Superior univ. incompleto (007)",583,,,,25,203,183,164,8
"Superior univ. completo (008)",1041,,,,,212,425,392,12
"Hombres (010)",30140,1969,4345,4333,3426,5024,4080,5802,1161
"Sin nivel (011)",4138,1969,788,162,112,276,219,409,203
"Educación inicial (012)",918,,884,20,2,9,3,,
"Primaria (013)",13513,,2673,3247,985,1349,1336,3068,855
"Secundaria (014)",8988,,,904,2238,2584,1673,1510,79
"Superior no univ. incompleto (015)",712,,,,75,279,194,155,9
"Superior no univ. completo (016)",752,,,,,270,257,223,2
"Superior univ. incompleto (017)",415,,,,14,130,127,140,4
"Superior univ. completo (018)",704,,,,,127,271,297,9
"Mujeres (020)",25918,1990,4040,3917,3196,4624,3313,3951,887
"Sin nivel (021)",5174,1990,751,154,245,454,365,756,459
"Educación inicial (022)",897,,863,15,4,9,6,,
"Primaria (023)",13061,,2426,3020,1110,1893,1735,2488,389
"Secundaria (024)",5572,,,728,1760,1778,807,473,26
"Superior no univ. incompleto (025)",376,,,,66,188,80,39,3
"Superior no univ. completo (026)",333,,,,,144,110,76,3
"Superior univ. incompleto (027)",168,,,,11,73,56,24,4
"Superior univ. completo (028)",337,,,,,85,154,95,3
,,,,,,,,,
"URBANA (030)",24085,1358,3078,3303,3031,4304,3499,4546,966
"Sin nivel (031)",2262,1358,282,28,28,52,46,216,252
"Educación inicial (032)",756,,739,13,,1,3,,
"Primaria (033)",9702,,2057,2241,593,879,1075,2251,606
"Secundaria (034)",8479,,,1021,2265,2367,1460,1289,77
"Superior no univ. incompleto (035)",827,,,,122,353,194,148,10
"Superior no univ. completo (036)",870,,,,,338,295,233,4
