"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior univ. incompleto (037)",423,,,,23,161,121,112,6
"Superior univ. completo (038)",766,,,,,153,305,297,11
"Hombres (040)",13077,682,1584,1732,1590,2253,1974,2731,531
"Sin nivel (041)",992,682,138,17,8,16,13,53,65
"Educación inicial (042)",373,,364,7,,1,1,,
"Primaria (043)",4716,,1082,1153,262,283,426,1118,392
"Secundaria (044)",5042,,,555,1244,1334,912,944,53
"Superior no univ. incompleto (045)",527,,,,63,207,131,117,9
"Superior no univ. completo (046)",597,,,,,216,204,175,2
"Superior univ. incompleto (047)",296,,,,13,102,83,96,2
"Superior univ. completo (048)",534,,,,,94,204,228,8
"Mujeres (050)",11008,676,1494,1571,1441,2051,1525,1815,435
"Sin nivel (051)",1270,676,144,11,20,36,33,163,187
"Educación inicial (052)",383,,375,6,,,2,,
"Primaria (053)",4986,,975,1088,331,596,649,1133,214
"Secundaria (054)",3437,,,466,1021,1033,548,345,24
"Superior no univ. incompleto (055)",300,,,,59,146,63,31,1
"Superior no univ. completo (056)",273,,,,,122,91,58,2
"Superior univ. incompleto (057)",127,,,,10,59,38,16,4
"Superior univ. completo (058)",232,,,,,59,101,69,3
,,,,,,,,,
"RURAL (060)",31973,2601,5307,4947,3591,5344,3894,5207,1082
"Sin nivel (061)",7050,2601,1257,288,329,678,538,949,410
"Educación inicial (062)",1059,,1008,22,6,17,6,,
"Primaria (063)",16872,,3042,4026,1502,2363,1996,3305,638
"Secundaria (064)",6081,,,611,1733,1995,1020,694,28
"Superior no univ. incompleto (065)",261,,,,19,114,80,46,2
"Superior no univ. completo (066)",215,,,,,76,72,66,1
"Superior univ. incompleto (067)",160,,,,2,42,62,52,2
"Superior univ. completo (068)",275,,,,,59,120,95,1
"Hombres (070)",17063,1287,2761,2601,1836,2771,2106,3071,630
"Sin nivel (071)",3146,1287,650,145,104,260,206,356,138
"Educación inicial (072)",545,,520,13,2,8,2,,
"Primaria (073)",8797,,1591,2094,723,1066,910,1950,463
"Secundaria (074)",3946,,,349,994,1250,761,566,26
"Superior no univ. incompleto (075)",185,,,,12,72,63,38,
"Superior no univ. completo (076)",155,,,,,54,53,48,
"Superior univ. incompleto (077)",119,,,,1,28,44,44,2
"Superior univ. completo (078)",170,,,,,33,67,69,1
"Mujeres (080)",14910,1314,2546,2346,1755,2573,1788,2136,452
"Sin nivel (081)",3904,1314,607,143,225,418,332,593,272
"Educación inicial (082)",514,,488,9,4,9,4,,
"Primaria (083)",8075,,1451,1932,779,1297,1086,1355,175
"Secundaria (084)",2135,,,262,739,745,259,128,2
"Superior no univ. incompleto (085)",76,,,,7,42,17,8,2
"Superior no univ. completo (086)",60,,,,,22,19,18,1
"Superior univ. incompleto (087)",41,,,,1,14,18,8,
"Superior univ. completo (088)",105,,,,,26,53,26,
