"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia CONDORCANQUI (000)",10223,34,750,140,112,307,4961,141,183,3347,41,207
"Agric., ganadería, caza y silvicultura (001)",7927,,,5,,,4927,1,4,2990,,
"Pesca (002)",41,,2,,,,34,1,,4,,
"Explotación de minas y canteras (003)",21,,,1,,,,16,,4,,
"Industrias manufactureras (004)",108,,,4,,1,,89,10,4,,
"Suministro de electricidad, gas y agua (005)",1,,,,1,,,,,,,
"Construcción (006)",161,,2,5,,,,3,84,67,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",302,,2,13,1,233,,17,,36,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",18,,,1,,3,,13,,1,,
"Comercio al por mayor (009)",17,,2,,,14,,,,1,,
"Comercio al por menor (010)",267,,,12,1,216,,4,,34,,
"Hoteles y restaurantes (011)",116,,,10,,54,,,,52,,
"Trans., almac. y comunicaciones (012)",119,,,4,4,,,,75,36,,
"Intermediación financiera (013)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",56,1,10,17,14,6,,,3,5,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",181,17,16,22,66,7,,1,3,8,41,
"Enseñanza (016)",684,16,657,,9,,,,,2,,
"Servicios sociales y de salud (017)",114,,50,43,4,3,,11,2,1,,
"Otras activ. serv.comun.soc y personales (018)",58,,9,14,6,3,,2,2,22,,
"Hogares privados con servicio doméstico (019)",116,,,,,,,,,116,,
"Organiz. y organos extraterritoriales (020)",1,,1,,,,,,,,,
"Actividad economica no especificada (021)",215,,,2,6,,,,,,,207
"Hombres (022)",5944,30,516,107,74,169,3670,129,181,963,41,64
