"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PISCO (000)",35531,279,822,2082,4234,6993,11925,9196
"De 12 a 14 años (001)",46,,,,,,1,45
"De 15 a 19 años (002)",946,,,,,,523,423
"De 20 a 24 años (003)",4073,,,,,13,2159,1901
"De 25 a 29 años (004)",4880,,,,,247,2910,1723
"De 30 a 34 años (005)",4733,,,,3,781,2777,1172
"De 35 a 39 años (006)",4472,,,,45,1413,2097,917
"De 40 a 44 años (007)",3755,,,,306,1679,1103,667
"De 45 a 49 años (008)",3141,,,13,731,1550,307,540
"De 50 y más años (009)",9485,279,822,2069,3149,1310,48,1808
"Sin nivel (010)",1900,84,180,321,416,256,166,477
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",7,,,,,,2,5
"De 20 a 24 años (013)",35,,,,,,14,21
"De 25 a 29 años (014)",42,,,,,2,20,20
"De 30 a 34 años (015)",67,,,,1,5,37,24
"De 35 a 39 años (016)",83,,,,,26,36,21
"De 40 a 44 años (017)",102,,,,5,40,29,28
"De 45 a 49 años (018)",125,,,1,21,60,24,19
"De 50 y más años (019)",1438,84,180,320,389,123,4,338
"Educacion Inicial (020)",37,,,,,4,17,16
"De 15 a 19 años (022)",2,,,,,,1,1
"De 20 a 24 años (023)",7,,,,,,5,2
"De 25 a 29 años (024)",12,,,,,,7,5
"De 30 a 34 años (025)",11,,,,,2,3,6
"De 35 a 39 años (026)",5,,,,,2,1,2
"Primaria (030)",8786,159,507,1189,1861,1889,1616,1565
"De 12 a 14 años (031)",12,,,,,,1,11
"De 15 a 19 años (032)",102,,,,,,54,48
"De 20 a 24 años (033)",318,,,,,2,193,123
"De 25 a 29 años (034)",489,,,,,43,323,123
"De 30 a 34 años (035)",583,,,,1,111,356,115
"De 35 a 39 años (036)",722,,,,12,262,332,116
"De 40 a 44 años (037)",810,,,,80,382,229,119
"De 45 a 49 años (038)",954,,,5,224,497,99,129
"De 50 y más años (039)",4796,159,507,1184,1544,592,29,781
"Secundaria (040)",14567,28,109,408,1357,3160,6103,3402
"De 12 a 14 años (041)",33,,,,,,,33
"De 15 a 19 años (042)",721,,,,,,404,317
"De 20 a 24 años (043)",2114,,,,,11,1321,782
"De 25 a 29 años (044)",2258,,,,,154,1501,603
"De 30 a 34 años (045)",2152,,,,1,424,1295,432
"De 35 a 39 años (046)",2055,,,,25,720,969,341
"De 40 a 44 años (047)",1729,,,,162,814,486,267
"De 45 a 49 años (048)",1317,,,4,345,638,116,214
"De 50 y más años (049)",2188,28,109,404,824,399,11,413
