"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,,,,
"URBANA (036)",2694,1460,386,119,729
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",44,,,,44
"Profes., científicos e intelectuales (038)",529,66,76,35,352
"Técnicos de nivel medio y trab. asimilados (039)",71,21,5,3,42
"Jefes y empleados de oficina (040)",136,13,5,1,117
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",297,277,11,,9
"Agricult.trabaj.calif.agrop.y pesqueros (042)",485,389,96,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",192,134,21,14,23
"Obreros construc.,conf.,papel, fab., instr. (044)",136,99,14,10,13
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",716,411,142,54,109
"Otra (046)",19,,,,19
"Ocupación no especificada (047)",69,50,16,2,1
"Hombres (048)",1779,901,299,95,484
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",35,,,,35
"Profes., científicos e intelectuales (050)",317,38,53,23,203
"Técnicos de nivel medio y trab. asimilados (051)",43,11,4,3,25
"Jefes y empleados de oficina (052)",93,9,3,1,80
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",82,73,2,,7
"Agricult.trabaj.calif.agrop.y pesqueros (054)",402,313,89,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",164,111,16,14,23
"Obreros construc.,conf.,papel, fab., instr. (056)",135,98,14,10,13
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",458,226,109,44,79
"Otra (058)",19,,,,19
"Ocupación no especificada (059)",31,22,9,,
"Mujeres (060)",915,559,87,24,245
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",9,,,,9
"Profes., científicos e intelectuales (062)",212,28,23,12,149
"Técnicos de nivel medio y trab. asimilados (063)",28,10,1,,17
"Jefes y empleados de oficina (064)",43,4,2,,37
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",215,204,9,,2
"Agricult.trabaj.calif.agrop.y pesqueros (066)",83,76,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",28,23,5,,
"Obreros construc.,conf.,papel, fab., instr. (068)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",258,185,33,10,30
"Ocupación no especificada (071)",38,28,7,2,1
,,,,,
"RURAL (072)",3096,2357,437,57,245
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,,1,,8
"Profes., científicos e intelectuales (074)",160,42,25,9,84
"Técnicos de nivel medio y trab. asimilados (075)",29,6,3,2,18
"Jefes y empleados de oficina (076)",16,,1,,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",88,74,3,2,9
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1537,1329,207,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",176,128,14,4,30
"Obreros construc.,conf.,papel, fab., instr. (080)",125,63,23,9,30
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",873,647,149,28,49
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",82,68,11,2,1
"Hombres (084)",2457,1835,377,41,204
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,,,,8
"Profes., científicos e intelectuales (086)",115,26,21,7,61
"Técnicos de nivel medio y trab. asimilados (087)",22,6,3,2,11
"Jefes y empleados de oficina (088)",15,,1,,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",37,32,1,,4
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1363,1168,194,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",149,105,12,3,29
"Obreros construc.,conf.,papel, fab., instr. (092)",121,61,23,8,29
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",580,400,115,19,46
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",46,37,7,1,1
"Mujeres (096)",639,522,60,16,41
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,1,,
"Profes., científicos e intelectuales (098)",45,16,4,2,23
"Técnicos de nivel medio y trab. asimilados (099)",7,,,,7
"Jefes y empleados de oficina (100)",1,,,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",51,42,2,2,5
"Agricult.trabaj.calif.agrop.y pesqueros (102)",174,161,13,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",27,23,2,1,1
"Obreros construc.,conf.,papel, fab., instr. (104)",4,2,,1,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",293,247,34,9,3
"Ocupación no especificada (107)",36,31,4,1,
