"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Obreros construc.,conf., papel, fab., instr. (092)",1192,77,368,729,15,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",7446,149,6632,185,1,470,9
"Otra (094)",28,28,,,,,
"Ocupación no especificada (095)",183,24,67,75,2,15,
"Mujeres (096)",3146,418,823,1317,24,238,326
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",5,3,,,2,,
"Profes., científicos e intelectuales (098)",183,165,,18,,,
"Técnicos de nivel medio y trab. asimilados (099)",43,35,,8,,,
"Jefes y empleados de oficina (100)",70,69,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",737,79,29,574,19,36,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",138,,2,134,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",299,,100,192,,7,
"Obreros construc.,conf., papel, fab., instr. (104)",63,,13,49,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",1472,50,649,310,1,136,326
"Ocupación no especificada (107)",136,17,30,32,,57,
