"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHICLAYO (000)",269657,88475,51171,107375,5382,7345,9909
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",528,447,,,81,,
"Profes., científicos e intelectuales (002)",30947,25558,,4839,482,66,2
"Técnicos de nivel medio y trab. asimilados (003)",17859,12158,,4704,840,116,41
"Jefes y empleados de oficina (004)",13397,13286,,38,1,72,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",54239,17197,407,31185,1402,3996,52
"Agricult.trabaj. calif.agrop. y pesqueros (006)",7741,125,41,6854,721,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",27871,,9947,16570,945,409,
"Obreros construc.,conf., papel, fab., instr. (008)",36952,4785,8807,22587,595,176,2
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",71028,10013,30301,18625,178,2099,9812
"Otra (010)",2939,2939,,,,,
"Ocupación no especificada (011)",6156,1967,1668,1973,137,411,
"Hombres (012)",174175,48490,45660,72887,3942,2903,293
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",323,269,,,54,,
"Profes., científicos e intelectuales (014)",14844,11206,,3241,370,27,
"Técnicos de nivel medio y trab. asimilados (015)",11055,6978,,3446,570,60,1
"Jefes y empleados de oficina (016)",6311,6277,,13,,21,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",25451,9231,163,14592,721,742,2
"Agricult.trabaj. calif.agrop. y pesqueros (018)",7298,124,38,6447,689,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",21575,,8299,12206,791,279,
"Obreros construc.,conf., papel, fab., instr. (020)",35952,4726,8564,21935,570,155,2
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",44954,5871,27309,9913,85,1488,288
"Otra (022)",2786,2786,,,,,
"Ocupación no especificada (023)",3626,1022,1287,1094,92,131,
"Mujeres (024)",95482,39985,5511,34488,1440,4442,9616
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",205,178,,,27,,
"Profes., científicos e intelectuales (026)",16103,14352,,1598,112,39,2
"Técnicos de nivel medio y trab. asimilados (027)",6804,5180,,1258,270,56,40
"Jefes y empleados de oficina (028)",7086,7009,,25,1,51,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",28788,7966,244,16593,681,3254,50
"Agricult.trabaj. calif.agrop. y pesqueros (030)",443,1,3,407,32,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",6296,,1648,4364,154,130,
"Obreros construc.,conf., papel, fab., instr. (032)",1000,59,243,652,25,21,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",26074,4142,2992,8712,93,611,9524
"Otra (034)",153,153,,,,,
"Ocupación no especificada (035)",2530,945,381,879,45,280,
,,,,,,,
"URBANA (036)",253934,87346,42787,102493,5129,6606,9573
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",515,437,,,78,,
"Profes., científicos e intelectuales (038)",30600,25254,,4797,482,65,2
"Técnicos de nivel medio y trab. asimilados (039)",17690,12051,,4653,829,116,41
"Jefes y empleados de oficina (040)",13243,13133,,38,1,71,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",53149,17000,374,30399,1373,3952,51
"Agricult.trabaj. calif.agrop. y pesqueros (042)",5320,112,35,4630,543,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",26862,,9361,16171,932,398,
"Obreros construc.,conf., papel, fab., instr. (044)",35697,4708,8426,21809,580,172,2
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",62110,9814,23020,18130,176,1493,9477
"Otra (046)",2911,2911,,,,,
"Ocupación no especificada (047)",5837,1926,1571,1866,135,339,
"Hombres (048)",161598,47779,38099,69322,3713,2402,283
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",315,262,,,53,,
"Profes., científicos e intelectuales (050)",14680,11067,,3217,370,26,
"Técnicos de nivel medio y trab. asimilados (051)",10929,6906,,3403,559,60,1
"Jefes y empleados de oficina (052)",6227,6193,,13,,21,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",25098,9113,159,14380,711,734,1
"Agricult.trabaj. calif.agrop. y pesqueros (054)",5015,111,34,4357,513,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",20865,,7813,11999,778,275,
"Obreros construc.,conf., papel, fab., instr. (056)",34760,4649,8196,21206,555,152,2
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",37508,5722,20677,9728,84,1018,279
"Otra (058)",2758,2758,,,,,
"Ocupación no especificada (059)",3443,998,1220,1019,90,116,
"Mujeres (060)",92336,39567,4688,33171,1416,4204,9290
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",200,175,,,25,,
"Profes., científicos e intelectuales (062)",15920,14187,,1580,112,39,2
"Técnicos de nivel medio y trab. asimilados (063)",6761,5145,,1250,270,56,40
"Jefes y empleados de oficina (064)",7016,6940,,25,1,50,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",28051,7887,215,16019,662,3218,50
"Agricult.trabaj. calif.agrop. y pesqueros (066)",305,1,1,273,30,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",5997,,1548,4172,154,123,
"Obreros construc.,conf., papel, fab., instr. (068)",937,59,230,603,25,20,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",24602,4092,2343,8402,92,475,9198
"Otra (070)",153,153,,,,,
"Ocupación no especificada (071)",2394,928,351,847,45,223,
,,,,,,,
"RURAL (072)",15723,1129,8384,4882,253,739,336
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",13,10,,,3,,
"Profes., científicos e intelectuales (074)",347,304,,42,,1,
"Técnicos de nivel medio y trab. asimilados (075)",169,107,,51,11,,
"Jefes y empleados de oficina (076)",154,153,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1090,197,33,786,29,44,1
"Agricult.trabaj. calif.agrop. y pesqueros (078)",2421,13,6,2224,178,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",1009,,586,399,13,11,
"Obreros construc.,conf., papel, fab., instr. (080)",1255,77,381,778,15,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",8918,199,7281,495,2,606,335
"Otra (082)",28,28,,,,,
"Ocupación no especificada (083)",319,41,97,107,2,72,
"Hombres (084)",12577,711,7561,3565,229,501,10
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,7,,,1,,
"Profes., científicos e intelectuales (086)",164,139,,24,,1,
"Técnicos de nivel medio y trab. asimilados (087)",126,72,,43,11,,
"Jefes y empleados de oficina (088)",84,84,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",353,118,4,212,10,8,1
"Agricult.trabaj. calif.agrop. y pesqueros (090)",2283,13,4,2090,176,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",710,,486,207,13,4,
