"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CAÑETE (000)",85642,19107,28810,27126,1627,3744,2245,2983
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",168,154,,,14,,,
"Profes., científicos e intelectuales (002)",6193,5427,,683,75,7,1,
"Técnicos de nivel medio y trab. asimilados (003)",3362,2310,,899,135,15,3,
"Jefes y empleados de oficina (004)",2901,2875,,5,,21,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",12969,3792,170,7528,292,1181,6,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7777,30,171,6810,759,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",5509,,2824,2488,135,62,,
"Obreros construc.,conf.,papel, fab., instr. (008)",9610,1019,3776,4610,169,36,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",32626,2703,21575,3760,33,2320,2235,
"Otra (010)",507,507,,,,,,
"Ocupaciñn no especificada (011)",1037,290,294,343,15,95,,
"Desocupado (012)",2983,,,,,,,2983
"Hombres (013)",55022,10600,21736,17750,1269,1570,112,1985
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",117,107,,,10,,,
"Profes., científicos e intelectuales (015)",2823,2296,,464,58,5,,
"Técnicos de nivel medio y trab. asimilados (016)",2138,1383,,661,85,9,,
"Jefes y empleados de oficina (017)",1300,1286,,2,,12,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",5410,2311,54,2629,142,274,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",6494,29,167,5624,669,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",4818,,2513,2146,120,39,,
"Obreros construc.,conf.,papel, fab., instr. (021)",9420,1003,3706,4513,166,32,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",19559,1591,15113,1560,14,1169,112,
"Otra (023)",486,486,,,,,,
"Ocupaciñn no especificada (024)",472,108,183,151,5,25,,
"Desocupado (025)",1985,,,,,,,1985
"Mujeres (026)",30620,8507,7074,9376,358,2174,2133,998
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",51,47,,,4,,,
"Profes., científicos e intelectuales (028)",3370,3131,,219,17,2,1,
"Técnicos de nivel medio y trab. asimilados (029)",1224,927,,238,50,6,3,
"Jefes y empleados de oficina (030)",1601,1589,,3,,9,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",7559,1481,116,4899,150,907,6,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1283,1,4,1186,90,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",691,,311,342,15,23,,
"Obreros construc.,conf.,papel, fab., instr. (034)",190,16,70,97,3,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",13067,1112,6462,2200,19,1151,2123,
"Otra (036)",21,21,,,,,,
"Ocupaciñn no especificada (037)",565,182,111,192,10,70,,
"Desocupado (038)",998,,,,,,,998
,,,,,,,,
"URBANA (039)",71620,17229,21976,23623,1167,2963,1996,2666
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",142,131,,,11,,,
"Profes., científicos e intelectuales (041)",5701,4993,,637,64,7,,
"Técnicos de nivel medio y trab. asimilados (042)",3015,2023,,850,127,13,2,
"Jefes y empleados de oficina (043)",2687,2662,,4,,21,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",11897,3387,137,6970,263,1134,6,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",5296,22,130,4750,390,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",4977,,2470,2328,124,55,,
"Obreros construc.,conf.,papel, fab., instr. (047)",8526,912,3169,4265,144,36,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",25328,2363,15832,3509,32,1604,1988,
"Otra (049)",456,456,,,,,,
"Ocupaciñn no especificada (050)",929,280,238,310,12,89,,
"Desocupado (051)",2666,,,,,,,2666
"Hombres (052)",45149,9318,16704,15209,861,1191,95,1771
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",98,91,,,7,,,
"Profes., científicos e intelectuales (054)",2576,2090,,432,49,5,,
"Técnicos de nivel medio y trab. asimilados (055)",1886,1174,,625,79,8,,
"Jefes y empleados de oficina (056)",1177,1163,,2,,12,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",4911,2001,37,2482,127,264,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",4368,21,127,3886,331,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",4362,,2204,2015,109,34,,
"Obreros construc.,conf.,papel, fab., instr. (060)",8355,899,3107,4176,141,32,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",14800,1340,11084,1458,14,809,95,
"Otra (062)",436,436,,,,,,
"Ocupaciñn no especificada (063)",409,103,145,133,4,24,,
"Desocupado (064)",1771,,,,,,,1771
"Mujeres (065)",26471,7911,5272,8414,306,1772,1901,895
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",44,40,,,4,,,
"Profes., científicos e intelectuales (067)",3125,2903,,205,15,2,,
"Técnicos de nivel medio y trab. asimilados (068)",1129,849,,225,48,5,2,
"Jefes y empleados de oficina (069)",1510,1499,,2,,9,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",6986,1386,100,4488,136,870,6,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",928,1,3,864,59,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",615,,266,313,15,21,,
"Obreros construc.,conf.,papel, fab., instr. (073)",171,13,62,89,3,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",10528,1023,4748,2051,18,795,1893,
"Otra (075)",20,20,,,,,,
"Ocupaciñn no especificada (076)",520,177,93,177,8,65,,
"Desocupado (077)",895,,,,,,,895
,,,,,,,,
"RURAL (078)",14022,1878,6834,3503,460,781,249,317
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",26,23,,,3,,,
"Profes., científicos e intelectuales (080)",492,434,,46,11,,1,
"Técnicos de nivel medio y trab. asimilados (081)",347,287,,49,8,2,1,
"Jefes y empleados de oficina (082)",214,213,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",1072,405,33,558,29,47,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",2481,8,41,2060,369,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",532,,354,160,11,7,,
"Obreros construc.,conf.,papel, fab., instr. (086)",1084,107,607,345,25,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",7298,340,5743,251,1,716,247,
"Otra (088)",51,51,,,,,,
"Ocupaciñn no especificada (089)",108,10,56,33,3,6,,
"Desocupado (090)",317,,,,,,,317
"Hombres (091)",9873,1282,5032,2541,408,379,17,214
