"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia PUERTO INCA (000)",10885,731,1867,5696,118,1685,197,591
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",16,16,,,,,,
"Profes., científicos e intelectuales (002)",429,418,,11,,,,
"Técnicos de nivel medio y trab. asimilados (003)",99,61,,18,11,8,1,
"Jefes y empleados de oficina (004)",76,76,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",462,60,10,337,6,49,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4894,,,4809,84,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",287,,93,158,11,25,,
"Obreros construc.,conf.,papel, fab., instr. (008)",261,21,105,130,4,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",3579,39,1645,138,1,1560,196,
"Otra (010)",26,26,,,,,,
"Ocupación no especificada (011)",165,14,14,95,1,41,,
"Desocupado (012)",591,,,,,,,591
"Hombres (013)",8849,441,1645,5008,106,1080,117,452
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",13,13,,,,,,
"Profes., científicos e intelectuales (015)",238,232,,6,,,,
"Técnicos de nivel medio y trab. asimilados (016)",68,37,,15,11,5,,
"Jefes y empleados de oficina (017)",47,47,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",192,39,1,139,2,11,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",4585,,,4507,77,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",269,,91,144,11,23,,
"Obreros construc.,conf.,papel, fab., instr. (021)",259,21,105,128,4,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",2660,24,1440,46,1,1032,117,
"Otra (023)",26,26,,,,,,
"Ocupación no especificada (024)",40,2,8,23,,7,,
"Desocupado (025)",452,,,,,,,452
"Mujeres (026)",2036,290,222,688,12,605,80,139
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3,3,,,,,,
"Profes., científicos e intelectuales (028)",191,186,,5,,,,
"Técnicos de nivel medio y trab. asimilados (029)",31,24,,3,,3,1,
"Jefes y empleados de oficina (030)",29,29,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",270,21,9,198,4,38,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",309,,,302,7,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",18,,2,14,,2,,
"Obreros construc.,conf.,papel, fab., instr. (034)",2,,,2,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",919,15,205,92,,528,79,
"Ocupación no especificada (037)",125,12,6,72,1,34,,
"Desocupado (038)",139,,,,,,,139
,,,,,,,,
"URBANA (039)",2319,426,468,979,35,162,50,199
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",12,12,,,,,,
"Profes., científicos e intelectuales (041)",194,185,,9,,,,
"Técnicos de nivel medio y trab. asimilados (042)",71,43,,16,5,6,1,
"Jefes y empleados de oficina (043)",66,66,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",319,42,4,232,4,37,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",431,,,416,15,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",159,,47,97,8,7,,
"Obreros construc.,conf.,papel, fab., instr. (047)",185,18,73,92,2,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",595,27,335,85,,99,49,
"Otra (049)",26,26,,,,,,
"Ocupación no especificada (050)",62,7,9,32,1,13,,
"Desocupado (051)",199,,,,,,,199
"Hombres (052)",1679,271,419,697,31,82,17,162
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",10,10,,,,,,
"Profes., científicos e intelectuales (054)",110,106,,4,,,,
"Técnicos de nivel medio y trab. asimilados (055)",49,28,,13,5,3,,
"Jefes y empleados de oficina (056)",41,41,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",127,25,1,95,1,5,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",387,,,372,15,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",147,,46,87,8,6,,
"Obreros construc.,conf.,papel, fab., instr. (060)",184,18,73,91,2,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",417,15,293,26,,66,17,
"Otra (062)",26,26,,,,,,
"Ocupación no especificada (063)",19,2,6,9,,2,,
"Desocupado (064)",162,,,,,,,162
"Mujeres (065)",640,155,49,282,4,80,33,37
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",2,2,,,,,,
"Profes., científicos e intelectuales (067)",84,79,,5,,,,
"Técnicos de nivel medio y trab. asimilados (068)",22,15,,3,,3,1,
"Jefes y empleados de oficina (069)",25,25,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",192,17,3,137,3,32,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",44,,,44,,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",12,,1,10,,1,,
"Obreros construc.,conf.,papel, fab., instr. (073)",1,,,1,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",178,12,42,59,,33,32,
"Ocupación no especificada (076)",43,5,3,23,1,11,,
"Desocupado (077)",37,,,,,,,37
,,,,,,,,
"RURAL (078)",8566,305,1399,4717,83,1523,147,392
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",4,4,,,,,,
"Profes., científicos e intelectuales (080)",235,233,,2,,,,
"Técnicos de nivel medio y trab. asimilados (081)",28,18,,2,6,2,,
"Jefes y empleados de oficina (082)",10,10,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",143,18,6,105,2,12,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",4463,,,4393,69,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",128,,46,61,3,18,,
"Obreros construc.,conf.,papel, fab., instr. (086)",76,3,32,38,2,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",2984,12,1310,53,1,1461,147,
"Ocupación no especificada (089)",103,7,5,63,,28,,
"Desocupado (090)",392,,,,,,,392
"Hombres (091)",7170,170,1226,4311,75,998,100,290
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",3,3,,,,,,
"Profes., científicos e intelectuales (093)",128,126,,2,,,,
"Técnicos de nivel medio y trab. asimilados (094)",19,9,,2,6,2,,
"Jefes y empleados de oficina (095)",6,6,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",65,14,,44,1,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",4198,,,4135,62,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",122,,45,57,3,17,,
"Obreros construc.,conf.,papel, fab., instr. (099)",75,3,32,37,2,1,,
