"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PUNO (000)",91602,208036,186180,,3281,89.5,1.6
"De 12 a 14 años (001)",7062,20,19,,2,95,10
"De 15 a 19 años (002)",11196,862,830,281,96.3,32.6,
"De 20 a 24 años (003)",10686,5553,5335,886,96.1,16,
"De 25 a 29 años (004)",9949,11726,11304,870,96.4,7.4,
"De 30 a 34 años (005)",8658,16585,15840,663,95.5,4,
"De 35 a 39 años (006)",8123,21029,19972,411,95,2,
"De 40 a 44 años (007)",6952,22362,20900,141,93.5,0.6,
"De 45 a 49 años (008)",6080,22266,20424,27,91.7,0.1,
"De 50 y más años (009)",22896,107633,91556,,85.1,,
"Sin nivel (010)",12737,65220,53965,75,82.7,0.1,
"De 12 a 14 años (011)",36,1,1,,100,,
"De 15 a 19 años (012)",53,10,10,4,100,40,
"De 20 a 24 años (013)",77,94,86,11,91.5,11.7,
"De 25 a 29 años (014)",114,231,210,16,90.9,6.9,
"De 30 a 34 años (015)",174,440,396,17,90,3.9,
"De 35 a 39 años (016)",278,961,890,16,92.6,1.7,
"De 40 a 44 años (017)",463,1971,1741,5,88.3,0.3,
"De 45 a 49 años (018)",747,3535,3148,6,89.1,0.2,
"De 50 y más años (019)",10795,57977,47483,,81.9,,
"Educacion Inicial (020)",71,89,83,4,93.3,4.5,
"De 12 a 14 años (021)",18,,,,,,
"De 15 a 19 años (022)",7,1,1,,100,,
"De 20 a 24 años (023)",11,9,7,2,77.8,22.2,
"De 25 a 29 años (024)",12,16,16,,100,,
"De 30 a 34 años (025)",15,31,30,1,96.8,3.2,
"De 35 a 39 años (026)",8,32,29,1,90.6,3.1,
"Primaria (030)",22999,74613,67138,846,90,1.1,
"De 12 a 14 años (031)",2562,7,7,2,100,28.6,
"De 15 a 19 años (032)",940,203,195,63,96.1,31,
"De 20 a 24 años (033)",1288,1384,1314,183,94.9,13.2,
"De 25 a 29 años (034)",1613,3075,2919,168,94.9,5.5,
"De 30 a 34 años (035)",1886,5147,4825,171,93.7,3.3,
"De 35 a 39 años (036)",2463,8528,7945,166,93.2,1.9,
"De 40 a 44 años (037)",2701,10915,10038,78,92,0.7,
"De 45 a 49 años (038)",2346,10454,9484,15,90.7,0.1,
"De 50 y más años (039)",7200,34900,30411,,87.1,,
