"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TARMA (000)",30303,29062,192,6301,6527,4747,6062,3331,1466,436,1241,98729
"De 12 a 14 años (001)",23,12,1,10,1,,,,,,11,12
"De 15 a 19 años (002)",650,597,17,520,49,8,3,,,,53,654
"De 20 a 24 años (003)",2644,2272,23,1463,625,135,23,3,,,372,3234
"De 25 a 29 años (004)",3408,3087,22,1265,1138,479,170,10,3,,321,5783
"De 30 a 34 años (005)",3446,3300,15,846,1164,740,457,67,8,3,146,7854
"De 35 a 39 años (006)",3779,3685,14,652,1141,824,779,227,43,5,94,10621
"De 40 a 44 años (007)",3242,3168,15,406,723,665,905,331,104,19,74,11068
"De 45 a 49 años (008)",2743,2695,14,280,492,492,783,416,166,52,48,10817
"De 50 y más años (009)",10368,10246,71,859,1194,1404,2942,2277,1142,357,122,48686
"Sin nivel (010)",4789,4706,40,348,520,590,1316,1141,561,190,83,23213
"De 12 a 14 años (011)",4,2,1,1,,,,,,,2,1
"De 15 a 19 años (012)",18,15,,10,2,2,1,,,,3,24
"De 20 a 24 años (013)",52,47,1,21,12,9,2,2,,,5,93
"De 25 a 29 años (014)",99,95,,18,37,26,12,1,1,,4,239
"De 30 a 34 años (015)",179,166,,25,40,43,48,7,3,,13,511
"De 35 a 39 años (016)",225,221,,20,41,48,74,33,5,,4,823
"De 40 a 44 años (017)",272,264,4,15,29,33,93,62,23,5,8,1247
"De 45 a 49 años (018)",338,334,2,12,28,36,106,95,43,12,4,1762
"De 50 y más años (019)",3602,3562,32,226,331,393,980,941,486,173,40,18513
"Educacion Inicial (020)",17,16,,2,4,7,2,1,,,1,46
"De 20 a 24 años (023)",4,3,,1,1,1,,,,,1,6
