"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CAMANA (000)",22182,4559,6656,8755,943,811,458
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",52,47,,,5,,
"Profes., científicos e intelectuales (002)",1372,1168,,189,14,1,
"Técnicos de nivel medio y trab. asimilados (003)",877,542,,279,47,8,1
"Jefes y empleados de oficina (004)",674,662,,3,,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3089,798,17,1898,99,276,1
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2198,6,18,1793,381,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",3088,,378,2344,339,27,
"Obreros construc.,conf.,papel, fab., instr. (008)",1982,267,647,1019,44,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",8197,726,5511,1057,9,438,456
"Otra (010)",263,263,,,,,
"Ocupación no especificada (011)",390,80,85,173,5,47,
"Hombres (012)",14895,2342,5110,6233,778,385,47
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",26,25,,,1,,
"Profes., científicos e intelectuales (014)",579,444,,123,11,1,
"Técnicos de nivel medio y trab. asimilados (015)",526,285,,203,34,4,
"Jefes y empleados de oficina (016)",292,286,,2,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1137,393,6,636,45,57,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",1982,5,18,1615,344,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",2773,,350,2109,293,21,
"Obreros construc.,conf.,papel, fab., instr. (020)",1925,265,631,981,43,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",5260,375,4047,503,5,283,47
"Otra (022)",234,234,,,,,
"Ocupación no especificada (023)",161,30,58,61,2,10,
"Mujeres (024)",7287,2217,1546,2522,165,426,411
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",26,22,,,4,,
"Profes., científicos e intelectuales (026)",793,724,,66,3,,
"Técnicos de nivel medio y trab. asimilados (027)",351,257,,76,13,4,1
"Jefes y empleados de oficina (028)",382,376,,1,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1952,405,11,1262,54,219,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",216,1,,178,37,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",315,,28,235,46,6,
"Obreros construc.,conf.,papel, fab., instr. (032)",57,2,16,38,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2937,351,1464,554,4,155,409
"Otra (034)",29,29,,,,,
"Ocupación no especificada (035)",229,50,27,112,3,37,
,,,,,,,
"URBANA (036)",17888,4297,5504,6361,555,738,433
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",51,46,,,5,,
"Profes., científicos e intelectuales (038)",1335,1135,,185,14,1,
"Técnicos de nivel medio y trab. asimilados (039)",841,521,,266,45,8,1
"Jefes y empleados de oficina (040)",648,636,,3,,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2821,713,14,1746,84,263,1
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1679,6,14,1367,292,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1156,,325,743,61,27,
"Obreros construc.,conf.,papel, fab., instr. (044)",1861,250,612,952,42,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",6934,677,4459,981,7,379,431
"Otra (046)",256,256,,,,,
"Ocupación no especificada (047)",306,57,80,118,5,46,
"Hombres (048)",11415,2211,4185,4194,441,342,42
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",25,24,,,1,,
"Profes., científicos e intelectuales (050)",569,436,,121,11,1,
"Técnicos de nivel medio y trab. asimilados (051)",510,277,,197,32,4,
"Jefes y empleados de oficina (052)",281,275,,2,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1053,354,4,603,36,56,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1502,5,14,1215,268,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",975,,300,609,45,21,
"Obreros construc.,conf.,papel, fab., instr. (056)",1809,248,599,916,41,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",4322,343,3214,476,5,242,42
"Otra (058)",228,228,,,,,
"Ocupación no especificada (059)",141,21,54,55,2,9,
"Mujeres (060)",6473,2086,1319,2167,114,396,391
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",26,22,,,4,,
"Profes., científicos e intelectuales (062)",766,699,,64,3,,
"Técnicos de nivel medio y trab. asimilados (063)",331,244,,69,13,4,1
"Jefes y empleados de oficina (064)",367,361,,1,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1768,359,10,1143,48,207,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",177,1,,152,24,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",181,,25,134,16,6,
"Obreros construc.,conf.,papel, fab., instr. (068)",52,2,13,36,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2612,334,1245,505,2,137,389
"Otra (070)",28,28,,,,,
"Ocupación no especificada (071)",165,36,26,63,3,37,
,,,,,,,
"RURAL (072)",4294,262,1152,2394,388,73,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",1,1,,,,,
"Profes., científicos e intelectuales (074)",37,33,,4,,,
"Técnicos de nivel medio y trab. asimilados (075)",36,21,,13,2,,
"Jefes y empleados de oficina (076)",26,26,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",268,85,3,152,15,13,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",519,,4,426,89,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",1932,,53,1601,278,,
"Obreros construc.,conf.,papel, fab., instr. (080)",121,17,35,67,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1263,49,1052,76,2,59,25
"Otra (082)",7,7,,,,,
"Ocupación no especificada (083)",84,23,5,55,,1,
"Hombres (084)",3480,131,925,2039,337,43,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,1,,,,,
"Profes., científicos e intelectuales (086)",10,8,,2,,,
"Técnicos de nivel medio y trab. asimilados (087)",16,8,,6,2,,
"Jefes y empleados de oficina (088)",11,11,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",84,39,2,33,9,1,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",480,,4,400,76,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",1798,,50,1500,248,,
"Obreros construc.,conf.,papel, fab., instr. (092)",116,17,32,65,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",938,32,833,27,,41,5
"Otra (094)",6,6,,,,,
"Ocupación no especificada (095)",20,9,4,6,,1,
"Mujeres (096)",814,131,227,355,51,30,20
"Profes., científicos e intelectuales (098)",27,25,,2,,,
