"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CONTUMAZA (000)",31369,15985,15384,13297,6618,6679,18072,9367,8705
"Menores de 1 año (001)",639,322,317,238,120,118,401,202,199
"Menores de 1 mes (002)",66,34,32,22,9,13,44,25,19
"De 1 a 11 meses (003)",573,288,285,216,111,105,357,177,180
"De 1 a 4 años (004)",2537,1304,1233,933,489,444,1604,815,789
"1 año (005)",621,339,282,234,126,108,387,213,174
"2 años (006)",604,292,312,219,112,107,385,180,205
"3 años (007)",632,331,301,244,125,119,388,206,182
"4 años (008)",680,342,338,236,126,110,444,216,228
"De 5 a 9 años (009)",3093,1586,1507,1117,574,543,1976,1012,964
"5 años (010)",627,298,329,204,94,110,423,204,219
"6 años (011)",590,298,292,215,108,107,375,190,185
"7 años (012)",602,335,267,219,125,94,383,210,173
"8 años (013)",692,369,323,260,139,121,432,230,202
"9 años (014)",582,286,296,219,108,111,363,178,185
"De 10 a 14 años (015)",3518,1799,1719,1410,728,682,2108,1071,1037
"10 años (016)",683,349,334,243,122,121,440,227,213
"11 años (017)",660,335,325,253,133,120,407,202,205
"12 años (018)",776,389,387,316,159,157,460,230,230
"13 años (019)",693,366,327,298,161,137,395,205,190
"14 años (020)",706,360,346,300,153,147,406,207,199
"De 15 a 19 años (021)",2787,1473,1314,1219,621,598,1568,852,716
"15 años (022)",619,332,287,282,143,139,337,189,148
"16 años (023)",627,341,286,289,152,137,338,189,149
"17 años (024)",580,292,288,231,120,111,349,172,177
"18 años (025)",477,249,228,218,106,112,259,143,116
"19 años (026)",484,259,225,199,100,99,285,159,126
"De 20 a 24 años (027)",2455,1242,1213,1030,529,501,1425,713,712
"20 años (028)",485,246,239,214,101,113,271,145,126
"21 años (029)",438,217,221,194,104,90,244,113,131
"22 años (030)",544,294,250,222,126,96,322,168,154
"23 años (031)",511,270,241,203,107,96,308,163,145
"24 años (032)",477,215,262,197,91,106,280,124,156
"De 25 a 29 años (033)",2085,1067,1018,880,438,442,1205,629,576
"25 años (034)",450,254,196,184,98,86,266,156,110
"26 años (035)",404,195,209,172,75,97,232,120,112
"27 años (036)",411,212,199,179,91,88,232,121,111
"28 años (037)",421,213,208,165,82,83,256,131,125
"29 años (038)",399,193,206,180,92,88,219,101,118
"De 30 a 34 años (039)",2173,1071,1102,938,426,512,1235,645,590
"30 años (040)",544,268,276,235,115,120,309,153,156
"31 años (041)",368,185,183,163,75,88,205,110,95
"32 años (042)",415,204,211,176,79,97,239,125,114
"33 años (043)",463,236,227,177,77,100,286,159,127
"34 años (044)",383,178,205,187,80,107,196,98,98
"De 35 a 39 años (045)",2028,1017,1011,962,454,508,1066,563,503
"35 años (046)",399,189,210,197,87,110,202,102,100
