"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia BELLAVISTA (000)",18922,1748,3552,9807,416,2691,398,310
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",35,33,,,2,,,
"Profes., científicos e intelectuales (002)",765,693,,66,4,2,,
"Técnicos de nivel medio y trab. asimilados (003)",315,183,,109,19,4,,
"Jefes y empleados de oficina (004)",295,290,,,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1490,233,12,1013,54,178,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7446,2,3,7156,285,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",541,,138,360,15,28,,
"Obreros construc.,conf.,papel, fab., instr. (008)",796,59,213,501,17,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",6396,131,3122,391,14,2340,398,
"Otra (010)",25,25,,,,,,
"Ocupación no especificada (011)",508,99,64,211,6,128,,
"Desocupado (012)",310,,,,,,,310
"Hombres (013)",14513,973,3034,8309,357,1581,22,237
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",29,28,,,1,,,
"Profes., científicos e intelectuales (015)",393,359,,30,3,1,,
"Técnicos de nivel medio y trab. asimilados (016)",231,124,,89,15,3,,
"Jefes y empleados de oficina (017)",148,148,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",643,128,,446,30,39,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",6992,2,3,6722,265,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",459,,129,294,15,21,,
"Obreros construc.,conf.,papel, fab., instr. (021)",786,58,209,496,17,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",4396,84,2656,173,8,1453,22,
"Otra (023)",24,24,,,,,,
"Ocupación no especificada (024)",175,18,37,59,3,58,,
"Desocupado (025)",237,,,,,,,237
"Mujeres (026)",4409,775,518,1498,59,1110,376,73
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",6,5,,,1,,,
"Profes., científicos e intelectuales (028)",372,334,,36,1,1,,
"Técnicos de nivel medio y trab. asimilados (029)",84,59,,20,4,1,,
"Jefes y empleados de oficina (030)",147,142,,,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",847,105,12,567,24,139,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",454,,,434,20,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",82,,9,66,,7,,
"Obreros construc.,conf.,papel, fab., instr. (034)",10,1,4,5,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",2000,47,466,218,6,887,376,
"Otra (036)",1,1,,,,,,
"Ocupación no especificada (037)",333,81,27,152,3,70,,
"Desocupado (038)",73,,,,,,,73
,,,,,,,,
"URBANA (039)",10850,1523,2152,5055,280,1270,316,254
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",33,31,,,2,,,
"Profes., científicos e intelectuales (041)",646,582,,59,3,2,,
"Técnicos de nivel medio y trab. asimilados (042)",297,172,,102,19,4,,
"Jefes y empleados de oficina (043)",283,278,,,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1207,222,11,782,47,145,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",3046,2,2,2879,163,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",463,,121,306,14,22,,
"Obreros construc.,conf.,papel, fab., instr. (047)",701,53,188,441,14,5,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",3647,120,1774,366,14,1057,316,
"Otra (049)",25,25,,,,,,
"Ocupación no especificada (050)",248,38,56,120,4,30,,
"Desocupado (051)",254,,,,,,,254
"Hombres (052)",7796,880,1828,4028,228,622,18,192
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",27,26,,,1,,,
"Profes., científicos e intelectuales (054)",335,303,,28,3,1,,
"Técnicos de nivel medio y trab. asimilados (055)",218,115,,85,15,3,,
"Jefes y empleados de oficina (056)",142,142,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",526,121,,349,26,30,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",2830,2,2,2681,145,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",389,,112,248,14,15,,
"Obreros construc.,conf.,papel, fab., instr. (060)",691,52,184,436,14,5,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",2322,78,1496,157,8,565,18,
"Otra (062)",24,24,,,,,,
"Ocupación no especificada (063)",100,17,34,44,2,3,,
"Desocupado (064)",192,,,,,,,192
"Mujeres (065)",3054,643,324,1027,52,648,298,62
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",6,5,,,1,,,
"Profes., científicos e intelectuales (067)",311,279,,31,,1,,
"Técnicos de nivel medio y trab. asimilados (068)",79,57,,17,4,1,,
"Jefes y empleados de oficina (069)",141,136,,,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",681,101,11,433,21,115,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",216,,,198,18,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",74,,9,58,,7,,
"Obreros construc.,conf.,papel, fab., instr. (073)",10,1,4,5,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",1325,42,278,209,6,492,298,
"Otra (075)",1,1,,,,,,
"Ocupación no especificada (076)",148,21,22,76,2,27,,
"Desocupado (077)",62,,,,,,,62
,,,,,,,,
"RURAL (078)",8072,225,1400,4752,136,1421,82,56
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",2,2,,,,,,
"Profes., científicos e intelectuales (080)",119,111,,7,1,,,
"Técnicos de nivel medio y trab. asimilados (081)",18,11,,7,,,,
"Jefes y empleados de oficina (082)",12,12,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",283,11,1,231,7,33,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",4400,,1,4277,122,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",78,,17,54,1,6,,
"Obreros construc.,conf.,papel, fab., instr. (086)",95,6,25,60,3,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",2749,11,1348,25,,1283,82,
"Ocupación no especificada (089)",260,61,8,91,2,98,,
"Desocupado (090)",56,,,,,,,56
"Hombres (091)",6717,93,1206,4281,129,959,4,45
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",2,2,,,,,,
"Profes., científicos e intelectuales (093)",58,56,,2,,,,
"Técnicos de nivel medio y trab. asimilados (094)",13,9,,4,,,,
"Jefes y empleados de oficina (095)",6,6,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",117,7,,97,4,9,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",4162,,1,4041,120,,,
