"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia VICTOR FAJARDO (000)",8327,1078,6,3301,2414,289,686,85,468
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",44,,,5,11,,13,,15
"Profes., científicos e intelectuales (002)",636,,,,37,34,241,20,304
"Técnicos de nivel medio ytrab.asimilados (003)",164,,,5,9,27,80,15,28
"Jefes y empleados de oficina (004)",225,,,3,67,13,98,10,34
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",516,74,,188,188,17,33,3,13
"Agricult.trabaj. calif.agrop. y pesquros (006)",3036,536,3,1558,820,45,46,13,15
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",433,8,,78,189,62,70,4,22
"Obreros. construc., conf., papel, fab., instr (008)",413,8,,106,202,30,43,9,15
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",2593,394,3,1240,823,54,51,9,19
"Otra (010)",1,,,,,,1,,
"Ocupación no especificada (011)",266,58,,118,68,7,10,2,3
"Hombres (012)",5569,300,3,2227,1921,231,458,69,360
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",32,,,4,7,,9,,12
"Profes., científicos e intelectuales (014)",409,,,,18,17,139,17,218
"Técnicos de nivel medio ytrab.asimilados (015)",122,,,3,9,25,51,9,25
"Jefes y empleados de oficina (016)",145,,,2,46,6,53,10,28
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",124,2,,32,63,8,11,,8
"Agricult.trabaj. calif.agrop. y pesquros (018)",2326,204,2,1274,741,42,37,12,14
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",407,1,,68,185,61,68,3,21
"Obreros. construc., conf., papel, fab., instr (020)",399,6,,102,196,29,43,8,15
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",1508,84,1,700,620,40,39,8,16
"Otra (022)",1,,,,,,1,,
"Ocupación no especificada (023)",96,3,,42,36,3,7,2,3
"Mujeres (024)",2758,778,3,1074,493,58,228,16,108
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",12,,,1,4,,4,,3
"Profes., científicos e intelectuales (026)",227,,,,19,17,102,3,86
"Técnicos de nivel medio ytrab.asimilados (027)",42,,,2,,2,29,6,3
"Jefes y empleados de oficina (028)",80,,,1,21,7,45,,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",392,72,,156,125,9,22,3,5
"Agricult.trabaj. calif.agrop. y pesquros (030)",710,332,1,284,79,3,9,1,1
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",26,7,,10,4,1,2,1,1
"Obreros. construc., conf., papel, fab., instr (032)",14,2,,4,6,1,,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",1085,310,2,540,203,14,12,1,3
"Ocupación no especificada (035)",170,55,,76,32,4,3,,
,,,,,,,,,
"URBANA (036)",6511,719,3,2427,1967,273,621,74,427
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",42,,,5,10,,13,,14
"Profes., científicos e intelectuales (038)",550,,,,26,32,208,16,268
"Técnicos de nivel medio ytrab.asimilados (039)",152,,,3,8,26,73,14,28
