"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PACHITEA (000)",16666,692,2448,9986,398,2986,156
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",20,20,,,,,
"Profes., científicos e intelectuales (002)",324,302,,18,4,,
"Técnicos de nivel medio y trab. asimilados (003)",113,80,,30,2,1,
"Jefes y empleados de oficina (004)",74,74,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",748,66,5,581,13,83,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",8957,2,1,8591,363,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",301,,51,233,6,11,
"Obreros construc.,conf.,papel, fab., instr. (008)",331,41,77,193,8,12,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",5481,51,2292,164,,2818,156
"Otra (010)",16,16,,,,,
"Ocupación no especificada (011)",301,40,22,176,2,61,
"Hombres (012)",14501,393,2313,8919,383,2449,44
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",18,18,,,,,
"Profes., científicos e intelectuales (014)",165,147,,14,4,,
"Técnicos de nivel medio y trab. asimilados (015)",73,51,,20,1,1,
"Jefes y empleados de oficina (016)",39,39,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",335,41,,269,9,16,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",8589,2,1,8230,356,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",154,,40,105,4,5,
"Obreros construc.,conf.,papel, fab., instr. (020)",329,41,77,191,8,12,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",4719,23,2182,62,,2408,44
"Otra (022)",16,16,,,,,
"Ocupación no especificada (023)",64,15,13,28,1,7,
"Mujeres (024)",2165,299,135,1067,15,537,112
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",2,2,,,,,
"Profes., científicos e intelectuales (026)",159,155,,4,,,
"Técnicos de nivel medio y trab. asimilados (027)",40,29,,10,1,,
"Jefes y empleados de oficina (028)",35,35,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",413,25,5,312,4,67,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",368,,,361,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",147,,11,128,2,6,
"Obreros construc.,conf.,papel, fab., instr. (032)",2,,,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",762,28,110,102,,410,112
"Ocupación no especificada (035)",237,25,9,148,1,54,
,,,,,,,
"URBANA (036)",2579,428,408,1470,24,199,50
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",11,11,,,,,
"Profes., científicos e intelectuales (038)",209,189,,16,4,,
"Técnicos de nivel medio y trab. asimilados (039)",76,48,,25,2,1,
"Jefes y empleados de oficina (040)",57,57,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",463,33,,367,4,59,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",762,,1,752,9,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",124,,27,91,1,5,
"Obreros construc.,conf.,papel, fab., instr. (044)",156,23,30,95,2,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",648,34,343,100,,121,50
"Otra (046)",16,16,,,,,
"Ocupación no especificada (047)",57,17,7,24,2,7,
"Hombres (048)",1907,245,389,1133,18,112,10
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",9,9,,,,,
"Profes., científicos e intelectuales (050)",99,82,,13,4,,
"Técnicos de nivel medio y trab. asimilados (051)",52,32,,18,1,1,
"Jefes y empleados de oficina (052)",32,32,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",219,22,,185,3,9,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",727,,1,720,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",88,,21,62,1,4,
"Obreros construc.,conf.,papel, fab., instr. (056)",155,23,30,94,2,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",483,18,330,34,,91,10
"Otra (058)",16,16,,,,,
"Ocupación no especificada (059)",27,11,7,7,1,1,
"Mujeres (060)",672,183,19,337,6,87,40
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,2,,,,,
"Profes., científicos e intelectuales (062)",110,107,,3,,,
"Técnicos de nivel medio y trab. asimilados (063)",24,16,,7,1,,
"Jefes y empleados de oficina (064)",25,25,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",244,11,,182,1,50,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",35,,,32,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",36,,6,29,,1,
"Obreros construc.,conf.,papel, fab., instr. (068)",1,,,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",165,16,13,66,,30,40
"Ocupación no especificada (071)",30,6,,17,1,6,
,,,,,,,
"RURAL (072)",14087,264,2040,8516,374,2787,106
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,9,,,,,
"Profes., científicos e intelectuales (074)",115,113,,2,,,
"Técnicos de nivel medio y trab. asimilados (075)",37,32,,5,,,
"Jefes y empleados de oficina (076)",17,17,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",285,33,5,214,9,24,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",8195,2,,7839,354,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",177,,24,142,5,6,
"Obreros construc.,conf.,papel, fab., instr. (080)",175,18,47,98,6,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4833,17,1949,64,,2697,106
"Ocupación no especificada (083)",244,23,15,152,,54,
"Hombres (084)",12594,148,1924,7786,365,2337,34
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,9,,,,,
"Profes., científicos e intelectuales (086)",66,65,,1,,,
"Técnicos de nivel medio y trab. asimilados (087)",21,19,,2,,,
"Jefes y empleados de oficina (088)",7,7,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",116,19,,84,6,7,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",7862,2,,7510,350,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",66,,19,43,3,1,
"Obreros construc.,conf.,papel, fab., instr. (092)",174,18,47,97,6,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",4236,5,1852,28,,2317,34
"Ocupación no especificada (095)",37,4,6,21,,6,
"Mujeres (096)",1493,116,116,730,9,450,72
"Profes., científicos e intelectuales (098)",49,48,,1,,,
"Técnicos de nivel medio y trab. asimilados (099)",16,13,,3,,,
"Jefes y empleados de oficina (100)",10,10,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",169,14,5,130,3,17,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",333,,,329,4,,
