"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",134,1,,1,30,20,57,8,17
"Jefes y empleados de oficina (040)",140,,,2,34,20,56,8,20
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",375,20,,89,123,56,51,12,24
"Agricult.trabaj. calif.agrop. y pesquros (042)",448,63,,142,136,26,38,15,28
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",608,22,,115,300,44,81,25,21
"Obreros. construc., conf., papel, fab., instr (044)",171,4,,34,66,16,29,11,11
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",952,99,,277,375,68,89,23,21
"Otra (046)",21,,,,,,18,,3
"Ocupación no especificada (047)",53,8,,13,16,4,8,1,3
"Hombres (048)",2102,77,,409,830,175,314,88,209
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",14,,,,1,1,5,2,5
"Profes., científicos e intelectuales (050)",133,,,,5,5,33,3,87
"Técnicos de nivel medio ytrab.asimilados (051)",84,,,,24,11,27,8,14
"Jefes y empleados de oficina (052)",69,,,1,25,8,16,5,14
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",123,2,,19,47,19,18,7,11
"Agricult.trabaj. calif.agrop. y pesquros (054)",332,25,,109,105,21,30,15,27
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",547,15,,100,281,40,70,22,19
"Obreros. construc., conf., papel, fab., instr (056)",164,3,,30,66,16,28,10,11
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",591,30,,145,265,53,65,16,17
"Otra (058)",21,,,,,,18,,3
"Ocupación no especificada (059)",24,2,,5,11,1,4,,1
"Mujeres (060)",1117,140,,266,262,94,205,30,120
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",4,,,2,1,,1,,
"Profes., científicos e intelectuales (062)",166,,,,5,9,53,10,89
"Técnicos de nivel medio ytrab.asimilados (063)",50,1,,1,6,9,30,,3
"Jefes y empleados de oficina (064)",71,,,1,9,12,40,3,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",252,18,,70,76,37,33,5,13
"Agricult.trabaj. calif.agrop. y pesquros (066)",116,38,,33,31,5,8,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",61,7,,15,19,4,11,3,2
"Obreros. construc., conf., papel, fab., instr (068)",7,1,,4,,,1,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",361,69,,132,110,15,24,7,4
"Ocupación no especificada (071)",29,6,,8,5,3,4,1,2
,,,,,,,,,
"RURAL (072)",5189,403,2,1378,2037,348,506,180,335
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",7,,,1,2,,2,,2
"Profes., científicos e intelectuales (074)",161,,,,3,5,31,11,111
"Técnicos de nivel medio ytrab.asimilados (075)",122,,,1,27,22,54,,18
"Jefes y empleados de oficina (076)",61,,,1,20,10,8,1,21
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",240,11,,59,105,24,25,11,5
"Agricult.trabaj. calif.agrop. y pesquros (078)",1089,172,,503,245,43,45,29,52
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",2024,24,,342,1118,131,243,86,80
"Obreros. construc., conf., papel, fab., instr (080)",204,4,,33,101,18,27,7,14
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1185,180,1,409,390,77,65,33,30
"Otra (082)",16,,,,3,9,2,2,
"Ocupación no especificada (083)",80,12,1,29,23,9,4,,2
"Hombres (084)",4077,139,2,949,1790,307,427,166,297
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",7,,,1,2,,2,,2
"Profes., científicos e intelectuales (086)",108,,,,2,2,11,10,83
"Técnicos de nivel medio ytrab.asimilados (087)",104,,,1,23,19,45,,16
"Jefes y empleados de oficina (088)",55,,,1,17,10,6,1,20
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",83,1,,9,36,10,14,9,4
"Agricult.trabaj. calif.agrop. y pesquros (090)",776,60,,360,209,40,30,26,51
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",1945,14,,315,1085,129,236,86,80
"Obreros. construc., conf., papel, fab., instr (092)",204,4,,33,101,18,27,7,14
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",742,58,1,222,296,63,51,25,26
"Otra (094)",16,,,,3,9,2,2,
"Ocupación no especificada (095)",37,2,1,7,16,7,3,,1
"Mujeres (096)",1112,264,,429,247,41,79,14,38
"Profes., científicos e intelectuales (098)",53,,,,1,3,20,1,28
"Técnicos de nivel medio ytrab.asimilados (099)",18,,,,4,3,9,,2
"Jefes y empleados de oficina (100)",6,,,,3,,2,,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",157,10,,50,69,14,11,2,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",313,112,,143,36,3,15,3,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",79,10,,27,33,2,7,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",443,122,,187,94,14,14,8,4
"Ocupación no especificada (107)",43,10,,22,7,2,1,,1
