"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Otra (094)",8,8,,,,,
"Ocupación no especificada (095)",84,10,56,17,,1,
"Mujeres (096)",2271,238,1002,611,22,321,77
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,2,,,,,
"Profes., científicos e intelectuales (098)",104,100,,4,,,
"Técnicos de nivel medio y trab. asimilados (099)",49,40,,5,3,1,
"Jefes y empleados de oficina (100)",30,30,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",203,40,12,124,7,20,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",409,1,,398,10,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",224,,213,10,1,,
"Obreros construc.,conf., papel, fab., instr. (104)",15,1,9,5,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",1180,14,748,41,1,299,77
"Ocupación no especificada (107)",55,10,20,24,,1,
