"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia RIOJA (000)",35369,94072,86891,,2079,92.4,2.2
"De 12 a 14 años (001)",4024,37,35,,6,94.6,16.2
"De 15 a 19 años (002)",5358,1345,1319,327,98.1,24.3,
"De 20 a 24 años (003)",4550,4968,4873,524,98.1,10.5,
"De 25 a 29 años (004)",4188,8061,7854,478,97.4,5.9,
"De 30 a 34 años (005)",3767,10352,10030,368,96.9,3.6,
"De 35 a 39 años (006)",3427,12195,11727,264,96.2,2.2,
"De 40 a 44 años (007)",2646,11773,11128,96,94.5,0.8,
"De 45 a 49 años (008)",1998,10396,9693,16,93.2,0.2,
"De 50 y más años (009)",5411,34945,30232,,86.5,,
"Conviviente (010)",12058,33686,31824,1262,94.5,3.7,
"De 12 a 14 años (011)",89,15,13,3,86.7,20,
"De 15 a 19 años (012)",1389,954,933,246,97.8,25.8,
"De 20 a 24 años (013)",2416,3339,3271,370,98,11.1,
"De 25 a 29 años (014)",2328,4860,4748,290,97.7,6,
"De 30 a 34 años (015)",1822,5274,5090,186,96.5,3.5,
"De 35 a 39 años (016)",1434,5258,5078,125,96.6,2.4,
"De 40 a 44 años (017)",998,4556,4317,37,94.8,0.8,
"De 45 a 49 años (018)",611,3285,3047,5,92.8,0.2,
"De 50 y más años (019)",971,6145,5327,,86.7,,
"Separado(a) (020)",1546,5443,5005,76,92,1.4,
"De 12 a 14 años (021)",4,3,3,2,100,66.7,
"De 15 a 19 años (022)",94,89,89,17,100,19.1,
"De 20 a 24 años (023)",205,271,266,23,98.2,8.5,
"De 25 a 29 años (024)",177,308,304,16,98.7,5.2,
"De 30 a 34 años (025)",167,405,397,5,98,1.2,
"De 35 a 39 años (026)",198,660,634,8,96.1,1.2,
"De 40 a 44 años (027)",193,775,726,4,93.7,0.5,
"De 45 a 49 años (028)",136,650,615,1,94.6,0.2,
"De 50 y más años (029)",372,2282,1971,,86.4,,
"Casado(a) (030)",9795,43502,40142,626,92.3,1.4,
"De 12 a 14 años (031)",13,3,3,,100,,
"De 15 a 19 años (032)",163,131,129,26,98.5,19.8,
"De 20 a 24 años (033)",638,993,975,98,98.2,9.9,
"De 25 a 29 años (034)",1077,2527,2440,151,96.6,6,
"De 30 a 34 años (035)",1407,4252,4133,166,97.2,3.9,
