"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CASTILLA (000)",10175,9885,41,1893,2260,1666,2008,1224,581,212,290,35270
"De 12 a 14 años (001)",10,9,,8,1,,,,,,1,10
"De 15 a 19 años (002)",228,218,5,184,26,2,1,,,,10,246
"De 20 a 24 años (003)",922,838,4,517,253,49,14,1,,,84,1234
"De 25 a 29 años (004)",1213,1134,2,411,466,188,63,4,,,79,2192
"De 30 a 34 años (005)",1241,1197,3,268,450,284,162,25,4,1,44,2929
"De 35 a 39 años (006)",1279,1262,1,158,401,323,294,69,16,,17,3770
"De 40 a 44 años (007)",1081,1066,4,73,250,254,299,142,30,14,15,3945
"De 45 a 49 años (008)",902,896,2,63,132,173,270,186,61,9,6,3835
"De 50 y más años (009)",3299,3265,20,211,281,393,905,797,470,188,34,17109
"Conviviente (010)",3182,3148,12,938,919,537,459,201,67,15,34,8391
"De 12 a 14 años (011)",5,5,,4,1,,,,,,,6
"De 15 a 19 años (012)",148,142,3,120,19,,,,,,6,158
"De 20 a 24 años (013)",617,605,2,361,195,39,7,1,,,12,903
"De 25 a 29 años (014)",650,641,1,228,264,109,38,1,,,9,1247
"De 30 a 34 años (015)",542,538,1,107,204,130,79,14,3,,4,1364
"De 35 a 39 años (016)",444,443,1,55,131,121,109,23,3,,1,1317
"De 40 a 44 años (017)",279,277,1,19,57,68,81,40,8,3,2,1039
"De 45 a 49 años (018)",186,186,,15,24,24,64,44,14,1,,832
"De 50 y más años (019)",311,311,3,29,24,46,81,78,39,11,,1525
"Separado(a) (020)",422,416,1,78,105,75,81,50,20,6,6,1428
"De 12 a 14 años (021)",1,,,,,,,,,,1,
"De 15 a 19 años (022)",8,7,,7,,,,,,,1,7
"De 20 a 24 años (023)",28,28,,19,7,2,,,,,,39
