"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",277,241,21,10,5
,,,,,
"URBANA (036)",11429,8267,1583,743,836
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",18,,6,4,8
"Profes., científicos e intelectuales (038)",1100,248,301,349,202
"Técnicos de nivel medio y trab. asimilados (039)",297,148,45,38,66
"Jefes y empleados de oficina (040)",343,62,24,42,215
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1292,1161,69,22,40
"Agricult.trabaj.calif.agrop.y pesqueros (042)",3245,2755,481,7,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",596,421,86,31,58
"Obreros construc.,conf.,papel, fab., instr. (044)",589,420,68,56,45
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3446,2741,442,152,111
"Otra (046)",70,,,,70
"Ocupación no especificada (047)",433,311,61,42,19
"Hombres (048)",7780,5476,1177,506,621
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",16,,5,4,7
"Profes., científicos e intelectuales (050)",589,104,171,179,135
"Técnicos de nivel medio y trab. asimilados (051)",209,107,34,28,40
"Jefes y empleados de oficina (052)",212,33,12,28,139
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",616,535,34,16,31
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2812,2385,419,6,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",505,344,76,30,55
"Obreros construc.,conf.,papel, fab., instr. (056)",563,402,68,50,43
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1935,1405,313,132,85
"Otra (058)",69,,,,69
"Ocupación no especificada (059)",254,161,45,33,15
"Mujeres (060)",3649,2791,406,237,215
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,,1,,1
"Profes., científicos e intelectuales (062)",511,144,130,170,67
"Técnicos de nivel medio y trab. asimilados (063)",88,41,11,10,26
"Jefes y empleados de oficina (064)",131,29,12,14,76
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",676,626,35,6,9
"Agricult.trabaj.calif.agrop.y pesqueros (066)",433,370,62,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",91,77,10,1,3
"Obreros construc.,conf.,papel, fab., instr. (068)",26,18,,6,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1511,1336,129,20,26
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",179,150,16,9,4
,,,,,
"RURAL (072)",8924,7883,844,148,49
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",11,,9,,2
"Profes., científicos e intelectuales (074)",445,221,185,27,12
"Técnicos de nivel medio y trab. asimilados (075)",52,30,7,5,10
"Jefes y empleados de oficina (076)",13,4,1,2,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",261,233,17,11,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",4020,3791,222,6,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",290,207,44,28,11
"Obreros construc.,conf.,papel, fab., instr. (080)",208,188,15,4,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3441,3048,327,62,4
"Ocupación no especificada (083)",183,161,17,3,2
"Hombres (084)",6573,5778,654,102,39
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,,7,,2
"Profes., científicos e intelectuales (086)",246,100,125,10,11
"Técnicos de nivel medio y trab. asimilados (087)",43,24,7,5,7
"Jefes y empleados de oficina (088)",10,2,1,1,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",154,142,11,1,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",3678,3473,198,6,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",175,100,42,24,9
"Obreros construc.,conf.,papel, fab., instr. (092)",69,50,15,3,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2104,1817,236,50,1
"Ocupación no especificada (095)",85,70,12,2,1
"Mujeres (096)",2351,2105,190,46,10
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,2,,
"Profes., científicos e intelectuales (098)",199,121,60,17,1
"Técnicos de nivel medio y trab. asimilados (099)",9,6,,,3
"Jefes y empleados de oficina (100)",3,2,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",107,91,6,10,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",342,318,24,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",115,107,2,4,2
"Obreros construc.,conf.,papel, fab., instr. (104)",139,138,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1337,1231,91,12,3
"Ocupación no especificada (107)",98,91,5,1,1
