"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia LAMBAYEQUE (000)",78453,56696,7314,6064,8379
"Hombres (001)",59673,43589,5940,4472,5672
"Mujeres (002)",18780,13107,1374,1592,2707
"De 06 a 14 años (003)",1530,1271,127,73,59
"Hombres (004)",1107,913,109,47,38
"Mujeres (005)",423,358,18,26,21
"De 15 a 29 años (006)",26701,18718,2973,2217,2793
"Hombres (007)",20123,14248,2376,1665,1834
"Mujeres (008)",6578,4470,597,552,959
"De 30 a 44 años (009)",26081,18050,2505,2247,3279
"Hombres (010)",19242,13520,1999,1586,2137
"Mujeres (011)",6839,4530,506,661,1142
"De 45 a 64 años (012)",19486,14482,1482,1409,2113
"Hombres (013)",15155,11303,1239,1066,1547
"Mujeres (014)",4331,3179,243,343,566
"De 65 y más años (015)",4655,4175,227,118,135
"Hombres (016)",4046,3605,217,108,116
"Mujeres (017)",609,570,10,10,19
,,,,,
"URBANA (018)",40458,26330,4484,3935,5709
"Hombres (019)",26980,17242,3427,2658,3653
"Mujeres (020)",13478,9088,1057,1277,2056
"De 06 a 14 años (021)",578,489,61,24,4
"Hombres (022)",390,315,52,19,4
"Mujeres (023)",188,174,9,5,
"De 15 a 29 años (024)",12901,8248,1796,1299,1558
"Hombres (025)",8605,5410,1352,900,943
"Mujeres (026)",4296,2838,444,399,615
"De 30 a 44 años (027)",14356,8886,1569,1547,2354
"Hombres (028)",9167,5571,1167,985,1444
"Mujeres (029)",5189,3315,402,562,910
"De 45 a 64 años (030)",10722,7108,928,998,1688
"Hombres (031)",7311,4709,734,694,1174
"Mujeres (032)",3411,2399,194,304,514
"De 65 y más años (033)",1901,1599,130,67,105
"Hombres (034)",1507,1237,122,60,88
"Mujeres (035)",394,362,8,7,17
,,,,,
"RURAL (036)",37995,30366,2830,2129,2670
"Hombres (037)",32693,26347,2513,1814,2019
"Mujeres (038)",5302,4019,317,315,651
"De 06 a 14 años (039)",952,782,66,49,55
"Hombres (040)",717,598,57,28,34
"Mujeres (041)",235,184,9,21,21
"De 15 a 29 años (042)",13800,10470,1177,918,1235
"Hombres (043)",11518,8838,1024,765,891
"Mujeres (044)",2282,1632,153,153,344
"De 30 a 44 años (045)",11725,9164,936,700,925
"Hombres (046)",10075,7949,832,601,693
"Mujeres (047)",1650,1215,104,99,232
"De 45 a 64 años (048)",8764,7374,554,411,425
"Hombres (049)",7844,6594,505,372,373
"Mujeres (050)",920,780,49,39,52
"De 65 y más años (051)",2754,2576,97,51,30
"Hombres (052)",2539,2368,95,48,28
"Mujeres (053)",215,208,2,3,2
