"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CORONEL PORTILLO (000)",85500,80272,436,18112,17180,13676,17238,8436,3699,1495,5228,270666
"De 12 a 14 años (001)",303,146,9,109,28,,,,,,157,165
"De 15 a 19 años (002)",4496,3756,62,3002,571,96,25,,,,740,4532
"De 20 a 24 años (003)",11417,9560,74,5524,2817,891,233,21,,,1857,14931
"De 25 a 29 años (004)",12378,11233,61,3902,3927,2102,1124,100,17,,1145,23580
"De 30 a 34 años (005)",11327,10869,41,2030,3283,2682,2348,421,58,6,458,29979
"De 35 a 39 años (006)",10351,10100,39,1146,2285,2409,3085,941,170,25,251,34054
"De 40 a 44 años (007)",9166,9031,41,771,1562,1986,3040,1208,376,47,135,34626
"De 45 a 49 años (008)",7247,7140,32,509,1027,1287,2263,1389,501,132,107,31007
"De 50 y más años (009)",18815,18437,77,1119,1680,2223,5120,4356,2577,1285,378,97792
"Sin nivel (010)",3205,3003,17,260,315,348,741,695,411,216,202,15581
"De 12 a 14 años (011)",4,4,,3,1,,,,,,,5
"De 15 a 19 años (012)",49,44,1,28,12,3,,,,,5,61
"De 20 a 24 años (013)",105,82,1,28,24,24,5,,,,23,170
"De 25 a 29 años (014)",148,117,1,22,33,30,20,8,3,,31,338
"De 30 a 34 años (015)",177,159,1,19,36,35,44,17,5,2,18,557
"De 35 a 39 años (016)",187,178,,15,22,27,67,36,8,3,9,769
"De 40 a 44 años (017)",208,198,1,15,23,31,59,52,13,4,10,909
"De 45 a 49 años (018)",238,232,,13,25,25,62,61,33,13,6,1231
"De 50 y más años (019)",2089,1989,12,117,139,173,484,521,349,194,100,11541
"Educacion Inicial (020)",115,96,,24,32,20,13,7,,,19,250
