"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SANTA CRUZ (000)",11122,910,10,4979,3423,231,858,148,563
"Agric., ganadería, caza y silvicultura (001)",7567,765,8,4225,2417,50,65,16,21
"Explotación de minas y canteras (003)",12,,,2,7,,2,1,
"Industrias manufactureras (004)",269,4,,110,123,8,13,3,8
"Suministro de electricidad, gas y agua (005)",8,,,,2,1,3,1,1
"Construcción (006)",198,1,,48,96,11,19,6,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",526,15,1,170,228,23,49,14,26
"Venta, mant.y rep. veh.autom.y motoc. (008)",26,,,5,13,,2,1,5
"Comercio al por mayor (009)",17,,,4,10,,3,,
"Comercio al por menor (010)",483,15,1,161,205,23,44,13,21
"Hoteles y restaurantes (011)",133,9,,59,49,7,5,1,3
"Trans., almac. y comunicaciones (012)",202,,,39,121,16,17,3,6
"Activid.inmobil., empres. y de alquiler (014)",69,,,5,19,7,10,5,23
"Admin.pub. y defensa; p. segur.soc.afil (015)",242,5,,15,76,12,82,15,37
"Enseñanza (016)",1026,,,,54,69,498,64,341
"Servicios sociales y de salud (017)",118,,,2,7,10,47,1,51
"Otras activ. serv.comun.soc y personales (018)",119,9,,24,50,4,19,3,10
"Hogares privados con servicio doméstico (019)",213,27,,99,76,2,4,4,1
"Actividad economica no especificada (021)",420,75,1,181,98,11,25,11,18
"Hombres (022)",8870,609,9,4235,2924,159,503,99,332
"Agric., ganadería, caza y silvicultura (023)",6896,590,8,3893,2263,47,60,16,19
"Explotación de minas y canteras (025)",12,,,2,7,,2,1,
"Industrias manufactureras (026)",217,3,,78,110,7,10,3,6
"Suministro de electricidad, gas y agua (027)",8,,,,2,1,3,1,1
"Construcción (028)",197,1,,48,95,11,19,6,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",279,3,1,90,131,11,25,5,13
"Venta, mant.y rep. veh.autom.y motoc. (030)",26,,,5,13,,2,1,5
"Comercio al por mayor (031)",10,,,3,5,,2,,
"Comercio al por menor (032)",243,3,1,82,113,11,21,4,8
"Hoteles y restaurantes (033)",22,,,4,11,5,,1,1
"Trans., almac. y comunicaciones (034)",196,,,37,120,15,15,3,6
"Activid.inmobil., empres. y de alquiler (036)",42,,,3,10,4,3,4,18
"Admin.pub. y defensa; p. segur.soc.afil (037)",202,3,,12,66,10,68,14,29
"Enseñanza (038)",538,,,,23,35,259,35,186
"Servicios sociales y de salud (039)",41,,,,3,6,14,1,17
"Otras activ. serv.comun.soc y personales (040)",67,1,,8,36,3,9,3,7
"Hogares privados con servicio doméstico (041)",9,1,,4,3,,,1,
"Actividad economica no especificada (043)",144,7,,56,44,4,16,5,12
"Mujeres (044)",2252,301,1,744,499,72,355,49,231
"Agric., ganadería, caza y silvicultura (045)",671,175,,332,154,3,5,,2
"Industrias manufactureras (048)",52,1,,32,13,1,3,,2
"Construcción (050)",1,,,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",247,12,,80,97,12,24,9,13
"Comercio al por mayor (053)",7,,,1,5,,1,,
