"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia VICTOR FAJARDO (000)",8645,255,2134,2804,2303,1149
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",44,,6,23,15,
"Profes., científicos e intelectuales (002)",636,,146,334,153,3
"Técnicos de nivel medio y trab.asimilados (003)",164,,62,75,23,4
"Jefes y empleados de oficina (004)",225,,98,84,41,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",516,3,125,199,152,37
"Agricult.trabaj. calif. agrop. y pesqueros (006)",3036,7,437,871,996,725
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",433,,161,196,64,12
"Obreros construc., conf., papel, fab., instr. (008)",413,1,126,191,86,9
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",2593,237,758,684,627,287
"Otra (010)",1,,,1,,
"Ocupación no especificada (011)",266,1,70,57,84,54
"Desocupado (012)",318,6,145,89,62,16
"Hombres (013)",5796,150,1426,1966,1489,765
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",32,,3,15,14,
"Profes., científicos e intelectuales (015)",409,,77,209,120,3
"Técnicos de nivel medio y trab.asimilados (016)",122,,42,54,22,4
"Jefes y empleados de oficina (017)",145,,50,57,36,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",124,,20,57,36,11
"Agricult.trabaj. calif. agrop. y pesqueros (019)",2326,2,340,727,712,545
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",407,,158,184,56,9
"Obreros construc., conf., papel, fab., instr. (021)",399,,123,186,82,8
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",1508,145,491,395,324,153
"Otra (023)",1,,,1,,
"Ocupación no especificada (024)",96,1,32,16,31,16
"Desocupado (025)",227,2,90,65,56,14
"Mujeres (026)",2849,105,708,838,814,384
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",12,,3,8,1,
"Profes., científicos e intelectuales (028)",227,,69,125,33,
"Técnicos de nivel medio y trab.asimilados (029)",42,,20,21,1,
"Jefes y empleados de oficina (030)",80,,48,27,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",392,3,105,142,116,26
"Agricult.trabaj. calif. agrop. y pesqueros (032)",710,5,97,144,284,180
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",26,,3,12,8,3
"Obreros construc., conf., papel, fab., instr. (034)",14,1,3,5,4,1
