"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2814,2612,146,31,25
"Otra (034)",5,,,,5
"Ocupación no especificada (035)",301,289,7,4,1
,,,,,
"URBANA (036)",11123,8869,899,545,810
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",46,4,6,4,32
"Profes., científicos e intelectuales (038)",1016,330,217,242,227
"Técnicos de nivel medio y trab. asimilados (039)",436,250,50,49,87
"Jefes y empleados de oficina (040)",264,65,29,46,124
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1512,1410,63,12,27
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2059,1980,75,3,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",835,608,98,53,76
"Obreros construc.,conf.,papel, fab., instr. (044)",957,764,97,50,46
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3629,3210,255,79,85
"Otra (046)",70,,,,70
"Ocupación no especificada (047)",299,248,9,7,35
"Hombres (048)",6458,5029,575,354,500
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",39,4,6,4,25
"Profes., científicos e intelectuales (050)",495,160,100,127,108
"Técnicos de nivel medio y trab. asimilados (051)",276,164,34,36,42
"Jefes y empleados de oficina (052)",108,23,11,23,51
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",559,500,38,8,13
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1392,1344,45,2,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",653,479,76,46,52
"Obreros construc.,conf.,papel, fab., instr. (056)",937,747,95,50,45
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1817,1533,165,55,64
"Otra (058)",65,,,,65
"Ocupación no especificada (059)",117,75,5,3,34
"Mujeres (060)",4665,3840,324,191,310
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",7,,,,7
"Profes., científicos e intelectuales (062)",521,170,117,115,119
"Técnicos de nivel medio y trab. asimilados (063)",160,86,16,13,45
"Jefes y empleados de oficina (064)",156,42,18,23,73
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",953,910,25,4,14
"Agricult.trabaj.calif.agrop.y pesqueros (066)",667,636,30,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",182,129,22,7,24
"Obreros construc.,conf.,papel, fab., instr. (068)",20,17,2,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1812,1677,90,24,21
"Otra (070)",5,,,,5
"Ocupación no especificada (071)",182,173,4,4,1
,,,,,
"RURAL (072)",7838,6653,446,431,308
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",8,,2,1,5
"Profes., científicos e intelectuales (074)",235,76,48,61,50
"Técnicos de nivel medio y trab. asimilados (075)",101,31,15,29,26
"Jefes y empleados de oficina (076)",49,10,6,10,23
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",203,164,11,22,6
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2896,2784,111,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",378,143,33,130,72
"Obreros construc.,conf.,papel, fab., instr. (080)",353,205,25,76,47
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3426,3080,186,91,69
"Otra (082)",5,,,,5
"Ocupación no especificada (083)",184,160,9,10,5
"Hombres (084)",6008,5019,329,394,266
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,,2,1,4
"Profes., científicos e intelectuales (086)",132,36,27,38,31
"Técnicos de nivel medio y trab. asimilados (087)",73,20,8,27,18
"Jefes y empleados de oficina (088)",33,7,,9,17
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",89,55,6,22,6
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2501,2405,95,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",327,103,30,126,68
"Obreros construc.,conf.,papel, fab., instr. (092)",352,204,25,76,47
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2424,2145,130,84,65
"Otra (094)",5,,,,5
"Ocupación no especificada (095)",65,44,6,10,5
"Mujeres (096)",1830,1634,117,37,42
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",103,40,21,23,19
"Técnicos de nivel medio y trab. asimilados (099)",28,11,7,2,8
"Jefes y empleados de oficina (100)",16,3,6,1,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",114,109,5,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",395,379,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",51,40,3,4,4
"Obreros construc.,conf.,papel, fab., instr. (104)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1002,935,56,7,4
"Ocupación no especificada (107)",119,116,3,,
