"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TOCACHE (000)",29486,4894,5927,14341,731,2958,635
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",50,47,,,3,,
"Profes., científicos e intelectuales (002)",1608,1492,,107,8,1,
"Técnicos de nivel medio y trab. asimilados (003)",797,527,,230,28,12,
"Jefes y empleados de oficina (004)",764,755,,7,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2453,438,47,1533,110,325,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",10582,6,3,10080,493,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1292,,623,601,37,31,
"Obreros construc.,conf.,papel, fab., instr. (008)",1638,148,562,878,29,21,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",8939,569,4550,724,10,2451,635
"Otra (010)",730,730,,,,,
"Ocupación no especificada (011)",633,182,142,181,13,115,
"Hombres (012)",23032,3317,5396,11877,607,1803,32
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",39,37,,,2,,
"Profes., científicos e intelectuales (014)",904,822,,74,7,1,
"Técnicos de nivel medio y trab. asimilados (015)",580,391,,165,16,8,
"Jefes y empleados de oficina (016)",504,500,,4,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",999,230,11,638,53,67,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",9787,6,3,9322,456,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1155,,583,509,36,27,
"Obreros construc.,conf.,papel, fab., instr. (020)",1616,147,558,862,29,20,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",6516,431,4154,245,3,1651,32
"Otra (022)",683,683,,,,,
"Ocupación no especificada (023)",249,70,87,58,5,29,
"Mujeres (024)",6454,1577,531,2464,124,1155,603
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",11,10,,,1,,
"Profes., científicos e intelectuales (026)",704,670,,33,1,,
"Técnicos de nivel medio y trab. asimilados (027)",217,136,,65,12,4,
"Jefes y empleados de oficina (028)",260,255,,3,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1454,208,36,895,57,258,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",795,,,758,37,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",137,,40,92,1,4,
"Obreros construc.,conf.,papel, fab., instr. (032)",22,1,4,16,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2423,138,396,479,7,800,603
"Otra (034)",47,47,,,,,
"Ocupación no especificada (035)",384,112,55,123,8,86,
,,,,,,,
"URBANA (036)",15070,4308,2324,6500,384,1115,439
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",45,42,,,3,,
"Profes., científicos e intelectuales (038)",1371,1266,,97,8,,
"Técnicos de nivel medio y trab. asimilados (039)",673,430,,205,27,11,
"Jefes y empleados de oficina (040)",703,694,,7,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2087,360,32,1301,99,295,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",3111,3,3,2934,171,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1022,,443,524,31,24,
"Obreros construc.,conf.,papel, fab., instr. (044)",1275,134,415,685,28,13,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3622,523,1323,611,7,719,439
"Otra (046)",715,715,,,,,
"Ocupación no especificada (047)",446,141,108,136,10,51,
"Hombres (048)",10659,2928,2065,4757,290,596,23
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",34,32,,,2,,
"Profes., científicos e intelectuales (050)",766,690,,69,7,,
"Técnicos de nivel medio y trab. asimilados (051)",479,315,,142,15,7,
"Jefes y empleados de oficina (052)",461,457,,4,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",843,176,7,550,48,62,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2790,3,3,2631,153,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",896,,407,439,30,20,
"Obreros construc.,conf.,papel, fab., instr. (056)",1258,133,413,671,28,13,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2260,392,1166,202,2,475,23
"Otra (058)",668,668,,,,,
"Ocupación no especificada (059)",204,62,69,49,5,19,
"Mujeres (060)",4411,1380,259,1743,94,519,416
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",11,10,,,1,,
"Profes., científicos e intelectuales (062)",605,576,,28,1,,
"Técnicos de nivel medio y trab. asimilados (063)",194,115,,63,12,4,
"Jefes y empleados de oficina (064)",242,237,,3,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1244,184,25,751,51,233,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",321,,,303,18,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",126,,36,85,1,4,
"Obreros construc.,conf.,papel, fab., instr. (068)",17,1,2,14,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1362,131,157,409,5,244,416
"Otra (070)",47,47,,,,,
"Ocupación no especificada (071)",242,79,39,87,5,32,
,,,,,,,
"RURAL (072)",14416,586,3603,7841,347,1843,196
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",5,5,,,,,
"Profes., científicos e intelectuales (074)",237,226,,10,,1,
"Técnicos de nivel medio y trab. asimilados (075)",124,97,,25,1,1,
"Jefes y empleados de oficina (076)",61,61,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",366,78,15,232,11,30,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",7471,3,,7146,322,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",270,,180,77,6,7,
"Obreros construc.,conf.,papel, fab., instr. (080)",363,14,147,193,1,8,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",5317,46,3227,113,3,1732,196
"Otra (082)",15,15,,,,,
"Ocupación no especificada (083)",187,41,34,45,3,64,
"Hombres (084)",12373,389,3331,7120,317,1207,9
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,5,,,,,
"Profes., científicos e intelectuales (086)",138,132,,5,,1,
"Técnicos de nivel medio y trab. asimilados (087)",101,76,,23,1,1,
"Jefes y empleados de oficina (088)",43,43,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",156,54,4,88,5,5,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",6997,3,,6691,303,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",259,,176,70,6,7,
"Obreros construc.,conf.,papel, fab., instr. (092)",358,14,145,191,1,7,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",4256,39,2988,43,1,1176,9
"Otra (094)",15,15,,,,,
"Ocupación no especificada (095)",45,8,18,9,,10,
"Mujeres (096)",2043,197,272,721,30,636,187
"Profes., científicos e intelectuales (098)",99,94,,5,,,
