"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ACOMAYO (000)",9524,9219,2326,871,957,971,1764,1150,705,475,305,32216
"De 12 a 14 años (001)",1096,1085,1081,4,,,,,,,11,4
"De 15 a 19 años (002)",999,970,853,101,15,1,,,,,29,134
"De 20 a 24 años (003)",782,668,129,280,163,70,23,3,,,114,928
"De 25 a 29 años (004)",816,760,44,164,204,196,136,14,2,,56,1843
"De 30 a 34 años (005)",836,808,14,69,155,168,291,93,18,,28,2890
"De 35 a 39 años (006)",875,860,18,45,97,144,300,177,67,12,15,3853
"De 40 a 44 años (007)",758,748,15,31,67,93,222,172,95,53,10,3917
"De 45 a 49 años (008)",607,599,16,29,65,48,148,143,92,58,8,3312
"De 50 y más años (009)",2755,2721,156,148,191,251,644,548,431,352,34,15335
"Conviviente (010)",2361,2294,109,474,477,391,488,241,78,36,67,7344
"De 12 a 14 años (011)",11,4,2,2,,,,,,,7,2
"De 15 a 19 años (012)",137,115,26,77,11,1,,,,,22,102
"De 20 a 24 años (013)",464,444,27,201,143,54,17,2,,,20,731
"De 25 a 29 años (014)",508,499,15,107,149,128,90,10,,,9,1234
"De 30 a 34 años (015)",388,384,5,38,85,78,139,35,4,,4,1299
"De 35 a 39 años (016)",318,315,4,14,45,61,106,66,18,1,3,1354
"De 40 a 44 años (017)",197,196,4,12,13,29,55,49,20,14,1,1010
"De 45 a 49 años (018)",112,112,5,9,15,9,32,26,11,5,,523
"De 50 y más años (019)",226,225,21,14,16,31,49,53,25,16,1,1089
"Separado(a) (020)",232,229,4,89,53,24,29,16,9,5,3,624
"De 15 a 19 años (022)",19,18,,17,1,,,,,,1,19
"De 20 a 24 años (023)",39,37,,29,8,,,,,,2,45
"De 25 a 29 años (024)",33,33,,17,10,5,1,,,,,57
