"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",62,45,3,10,4
"Mujeres (044)",4535,2877,439,546,673
"Agric., ganadería, caza y silvicultura (045)",817,389,177,198,53
"Pesca (046)",84,14,1,25,44
"Explotación de minas y canteras (047)",1,,1,,
"Industrias manufactureras (048)",427,124,27,64,212
"Suministro de electricidad, gas y agua (049)",1,,,,1
"Construcción (050)",12,2,3,5,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1199,1138,40,8,13
"Venta, mant.y rep. veh.autom y motoc. (052)",22,18,4,,
"Comercio al por mayor (053)",97,73,7,4,13
"Comercio al por menor (054)",1080,1047,29,4,
"Hoteles y restaurantes (055)",552,492,47,8,5
"Trans., almac. y comunicaciones (056)",93,77,9,5,2
"Intermediación financiera (057)",12,1,8,1,2
"Activid.inmobil., empres. y alquileres (058)",117,67,19,16,15
"Admin.pub. y defensa; p. segur soc.afil (059)",170,,,,170
"Enseñanza (060)",442,93,85,195,69
"Servicios sociales y de salud (061)",120,37,3,8,72
"Otras activ. serv.comun.soc y personales (062)",143,117,13,8,5
"Hogares privados con servicio doméstico (063)",215,215,,,
"Actividad economica no especificada (065)",130,111,6,5,8
,,,,,
"URBANA (066)",11527,7687,1205,1189,1446
"Agric., ganadería, caza y silvicultura (067)",2327,1480,437,321,89
"Pesca (068)",759,440,55,95,169
"Explotación de minas y canteras (069)",26,12,4,2,8
"Industrias manufactureras (070)",923,415,73,120,315
"Suministro de electricidad, gas y agua (071)",19,2,,10,7
"Construcción (072)",551,382,92,57,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2294,2096,113,46,39
"Venta, mant.y rep. veh.autom y motoc. (074)",254,208,27,12,7
"Comercio al por mayor (075)",222,150,21,19,32
"Comercio al por menor (076)",1818,1738,65,15,
"Hoteles y restaurantes (077)",742,654,72,11,5
"Trans., almac. y comunicaciones (078)",1468,1255,105,74,34
"Intermediación financiera (079)",29,2,19,4,4
"Activid.inmobil., empres. y alquileres (080)",384,210,52,60,62
"Admin.pub. y defensa; p. segur soc.afil (081)",425,,,,425
"Enseñanza (082)",744,118,132,344,150
"Servicios sociales y de salud (083)",161,53,4,10,94
"Otras activ. serv.comun.soc y personales (084)",306,232,39,21,14
"Hogares privados con servicio doméstico (085)",207,207,,,
"Actividad economica no especificada (087)",162,129,8,14,11
"Hombres (088)",7608,5197,848,748,815
"Agric., ganadería, caza y silvicultura (089)",1884,1296,328,203,57
"Pesca (090)",679,427,54,72,126
"Explotación de minas y canteras (091)",25,12,3,2,8
"Industrias manufactureras (092)",517,298,47,63,109
"Suministro de electricidad, gas y agua (093)",18,2,,10,6
"Construcción (094)",540,380,89,53,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1171,1034,73,38,26
"Venta, mant.y rep. veh.autom y motoc. (096)",232,190,23,12,7
"Comercio al por mayor (097)",136,88,14,15,19
"Comercio al por menor (098)",803,756,36,11,
"Hoteles y restaurantes (099)",229,196,29,3,1
"Trans., almac. y comunicaciones (100)",1377,1180,96,69,32
"Intermediación financiera (101)",17,1,11,3,2
"Activid.inmobil., empres. y alquileres (102)",274,146,35,44,49
"Admin.pub. y defensa; p. segur soc.afil (103)",265,,,,265
"Enseñanza (104)",337,39,53,163,82
"Servicios sociales y de salud (105)",43,18,1,2,22
"Otras activ. serv.comun.soc y personales (106)",166,118,26,13,9
"Hogares privados con servicio doméstico (107)",10,10,,,
"Actividad economica no especificada (109)",56,40,3,10,3
"Mujeres (110)",3919,2490,357,441,631
"Agric., ganadería, caza y silvicultura (111)",443,184,109,118,32
"Pesca (112)",80,13,1,23,43
"Explotación de minas y canteras (113)",1,,1,,
"Industrias manufactureras (114)",406,117,26,57,206
"Suministro de electricidad, gas y agua (115)",1,,,,1
"Construcción (116)",11,2,3,4,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1123,1062,40,8,13
"Venta, mant.y rep. veh.autom y motoc. (118)",22,18,4,,
"Comercio al por mayor (119)",86,62,7,4,13
"Comercio al por menor (120)",1015,982,29,4,
"Hoteles y restaurantes (121)",513,458,43,8,4
"Trans., almac. y comunicaciones (122)",91,75,9,5,2
"Intermediación financiera (123)",12,1,8,1,2
"Activid.inmobil., empres. y alquileres (124)",110,64,17,16,13
"Admin.pub. y defensa; p. segur soc.afil (125)",160,,,,160
"Enseñanza (126)",407,79,79,181,68
"Servicios sociales y de salud (127)",118,35,3,8,72
"Otras activ. serv.comun.soc y personales (128)",140,114,13,8,5
"Hogares privados con servicio doméstico (129)",197,197,,,
"Actividad economica no especificada (131)",106,89,5,4,8
,,,,,
"RURAL (132)",4447,3478,446,324,199
"Agric., ganadería, caza y silvicultura (133)",3574,2917,368,226,63
"Pesca (134)",67,49,3,12,3
"Explotación de minas y canteras (135)",10,1,6,2,1
"Industrias manufactureras (136)",85,31,8,16,30
"Suministro de electricidad, gas y agua (137)",16,4,1,11,
"Construcción (138)",92,27,12,18,35
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",149,144,1,2,2
"Venta, mant.y rep. veh.autom y motoc. (140)",17,15,1,,1
"Comercio al por mayor (141)",20,18,,1,1
"Comercio al por menor (142)",112,111,,1,
"Hoteles y restaurantes (143)",50,42,7,,1
"Trans., almac. y comunicaciones (144)",198,164,15,7,12
"Activid.inmobil., empres. y alquileres (146)",57,24,13,8,12
"Admin.pub. y defensa; p. segur soc.afil (147)",34,,,,34
"Enseñanza (148)",49,16,9,21,3
"Servicios sociales y de salud (149)",4,3,,,1
"Otras activ. serv.comun.soc y personales (150)",13,10,2,,1
"Hogares privados con servicio doméstico (151)",19,19,,,
"Actividad economica no especificada (153)",30,27,1,1,1
"Hombres (154)",3831,3091,364,219,157
"Agric., ganadería, caza y silvicultura (155)",3200,2712,300,146,42
"Pesca (156)",63,48,3,10,2
"Explotación de minas y canteras (157)",10,1,6,2,1
"Industrias manufactureras (158)",64,24,7,9,24
"Suministro de electricidad, gas y agua (159)",16,4,1,11,
"Construcción (160)",91,27,12,17,35
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",73,68,1,2,2
"Venta, mant.y rep. veh.autom y motoc. (162)",17,15,1,,1
"Comercio al por mayor (163)",9,7,,1,1
"Comercio al por menor (164)",47,46,,1,
"Hoteles y restaurantes (165)",11,8,3,,
"Trans., almac. y comunicaciones (166)",196,162,15,7,12
"Activid.inmobil., empres. y alquileres (168)",50,21,11,8,10
"Admin.pub. y defensa; p. segur soc.afil (169)",24,,,,24
"Enseñanza (170)",14,2,3,7,2
"Servicios sociales y de salud (171)",2,1,,,1
"Otras activ. serv.comun.soc y personales (172)",10,7,2,,1
"Hogares privados con servicio doméstico (173)",1,1,,,
"Actividad economica no especificada (175)",6,5,,,1
"Mujeres (176)",616,387,82,105,42
"Agric., ganadería, caza y silvicultura (177)",374,205,68,80,21
"Pesca (178)",4,1,,2,1
"Industrias manufactureras (180)",21,7,1,7,6
"Construcción (182)",1,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",76,76,,,
"Comercio al por mayor (185)",11,11,,,
"Comercio al por menor (186)",65,65,,,
"Hoteles y restaurantes (187)",39,34,4,,1
"Trans., almac. y comunicaciones (188)",2,2,,,
"Activid.inmobil., empres. y alquileres (190)",7,3,2,,2
"Admin.pub. y defensa; p. segur soc.afil (191)",10,,,,10
"Enseñanza (192)",35,14,6,14,1
"Servicios sociales y de salud (193)",2,2,,,
"Otras activ. serv.comun.soc y personales (194)",3,3,,,
"Hogares privados con servicio doméstico (195)",18,18,,,
"Actividad economica no especificada (197)",24,22,1,1,
