"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia REQUENA (000)",21213,686,7004,7141,4961,1421
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",63,,6,31,25,1
"Profes., científicos e intelectuales (002)",1527,,360,792,368,7
"Técnicos de nivel medio y trab. asimilados (003)",238,,82,98,52,6
"Jefes y empleados de oficina (004)",343,,96,158,86,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1706,37,579,658,371,61
"Agricult. trabaj. calif.agrop. y pesqueros (006)",8240,1,2067,2749,2429,994
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",612,11,219,237,130,15
"Obreros construc., conf., papel, fab., instr. (008)",626,5,311,219,80,11
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",7173,626,3009,1967,1289,282
"Otra (010)",56,,26,26,3,1
"Ocupación no especificada (011)",629,6,249,206,128,40
"Hombres (012)",14867,472,4880,4938,3478,1099
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",50,,4,23,22,1
"Profes., científicos e intelectuales (014)",845,,168,430,242,5
"Técnicos de nivel medio y trab. asimilados (015)",167,,52,71,40,4
"Jefes y empleados de oficina (016)",238,,59,109,67,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",769,20,249,292,169,39
"Agricult. trabaj. calif.agrop. y pesqueros (018)",7217,1,1740,2459,2146,871
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",508,11,195,187,104,11
"Obreros construc., conf., papel, fab., instr. (020)",609,5,303,214,77,10
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",4075,431,1953,1020,537,134
"Otra (022)",55,,25,26,3,1
"Ocupación no especificada (023)",334,4,132,107,71,20
"Mujeres (024)",6346,214,2124,2203,1483,322
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",13,,2,8,3,
"Profes., científicos e intelectuales (026)",682,,192,362,126,2
"Técnicos de nivel medio y trab. asimilados (027)",71,,30,27,12,2
"Jefes y empleados de oficina (028)",105,,37,49,19,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",937,17,330,366,202,22
"Agricult. trabaj. calif.agrop. y pesqueros (030)",1023,,327,290,283,123
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",104,,24,50,26,4
"Obreros construc., conf., papel, fab., instr. (032)",17,,8,5,3,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",3098,195,1056,947,752,148
