"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ILO (000)",26126,155,7411,10552,7168,840
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",72,,4,26,40,2
"Profes., científicos e intelectuales (002)",2761,,554,1470,713,24
"Técnicos de nivel medio y trab. asimilados (003)",2406,1,654,1036,668,47
"Jefes y empleados de oficina (004)",1718,,520,702,480,16
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4868,43,1401,1922,1263,239
"Agricult. trabaj. calif.agrop. y pesqueros (006)",1721,2,483,780,388,68
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",2944,5,893,914,1025,107
"Obreros construc., conf., papel, fab., instr. (008)",3347,2,861,1375,1008,101
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",5194,94,1733,1876,1292,199
"Otra (010)",278,,69,146,63,
"Ocupación no especificada (011)",817,8,239,305,228,37
"Hombres (012)",16445,87,4504,6472,4802,580
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",49,,2,14,31,2
"Profes., científicos e intelectuales (014)",1285,,211,641,412,21
"Técnicos de nivel medio y trab. asimilados (015)",1531,,364,675,456,36
"Jefes y empleados de oficina (016)",745,,152,280,298,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1873,20,563,728,450,112
"Agricult. trabaj. calif.agrop. y pesqueros (018)",1658,2,472,761,367,56
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",2640,4,809,799,929,99
"Obreros construc., conf., papel, fab., instr. (020)",3275,1,842,1340,992,100
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",2659,56,910,919,656,118
"Otra (022)",261,,54,145,62,
"Ocupación no especificada (023)",469,4,125,170,149,21
"Mujeres (024)",9681,68,2907,4080,2366,260
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",23,,2,12,9,
"Profes., científicos e intelectuales (026)",1476,,343,829,301,3
"Técnicos de nivel medio y trab. asimilados (027)",875,1,290,361,212,11
"Jefes y empleados de oficina (028)",973,,368,422,182,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",2995,23,838,1194,813,127
"Agricult. trabaj. calif.agrop. y pesqueros (030)",63,,11,19,21,12
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",304,1,84,115,96,8
"Obreros construc., conf., papel, fab., instr. (032)",72,1,19,35,16,1
