"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CAÑETE (000)",200662,100524,100138,168584,83795,84789,32078,16729,15349
"Menores de 1 año (001)",3954,2002,1952,3362,1709,1653,592,293,299
"Menores de 1 mes (002)",371,195,176,320,164,156,51,31,20
"De 1 a 11 meses (003)",3583,1807,1776,3042,1545,1497,541,262,279
"De 1 a 4 años (004)",16586,8412,8174,14001,7067,6934,2585,1345,1240
"1 año (005)",4055,2081,1974,3434,1758,1676,621,323,298
"2 años (006)",4360,2125,2235,3663,1783,1880,697,342,355
"3 años (007)",4105,2146,1959,3465,1804,1661,640,342,298
"4 años (008)",4066,2060,2006,3439,1722,1717,627,338,289
"De 5 a 9 años (009)",19858,10112,9746,16799,8571,8228,3059,1541,1518
"5 años (010)",3928,1986,1942,3337,1696,1641,591,290,301
"6 años (011)",3699,1875,1824,3144,1598,1546,555,277,278
"7 años (012)",4025,2067,1958,3382,1762,1620,643,305,338
"8 años (013)",4215,2166,2049,3534,1800,1734,681,366,315
"9 años (014)",3991,2018,1973,3402,1715,1687,589,303,286
"De 10 a 14 años (015)",21122,10749,10373,17912,9086,8826,3210,1663,1547
"10 años (016)",4221,2115,2106,3589,1802,1787,632,313,319
"11 años (017)",4165,2061,2104,3577,1759,1818,588,302,286
"12 años (018)",4389,2240,2149,3697,1873,1824,692,367,325
"13 años (019)",4104,2126,1978,3476,1808,1668,628,318,310
"14 años (020)",4243,2207,2036,3573,1844,1729,670,363,307
"De 15 a 19 años (021)",19640,9794,9846,16644,8317,8327,2996,1477,1519
"15 años (022)",4220,2132,2088,3574,1813,1761,646,319,327
"16 años (023)",4010,1957,2053,3445,1699,1746,565,258,307
"17 años (024)",3779,1900,1879,3184,1611,1573,595,289,306
"18 años (025)",3844,1951,1893,3240,1630,1610,604,321,283
"19 años (026)",3787,1854,1933,3201,1564,1637,586,290,296
"De 20 a 24 años (027)",18050,9008,9042,15185,7497,7688,2865,1511,1354
"20 años (028)",3947,1973,1974,3378,1684,1694,569,289,280
"21 años (029)",3275,1638,1637,2749,1352,1397,526,286,240
"22 años (030)",3635,1817,1818,3008,1493,1515,627,324,303
"23 años (031)",3583,1802,1781,3013,1503,1510,570,299,271
"24 años (032)",3610,1778,1832,3037,1465,1572,573,313,260
"De 25 a 29 años (033)",16388,8078,8310,13778,6716,7062,2610,1362,1248
"25 años (034)",3467,1690,1777,2891,1395,1496,576,295,281
"26 años (035)",3360,1654,1706,2822,1378,1444,538,276,262
"27 años (036)",3521,1746,1775,2959,1450,1509,562,296,266
"28 años (037)",3059,1517,1542,2562,1262,1300,497,255,242
"29 años (038)",2981,1471,1510,2544,1231,1313,437,240,197
