"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia BARRANCA (000)",2142,43,1093,581,362,63
"Conviviente (001)",521,1,216,201,95,8
"Separado(a) (002)",85,1,23,35,18,8
"Casado(a) (003)",349,,40,119,156,34
"Viudo(a) (004)",32,,1,7,13,11
"Divorciado(a) (005)",7,,,2,4,1
"Soltero(a) (006)",1148,41,813,217,76,1
"Hombres (008)",1540,29,745,413,295,58
"Conviviente (009)",382,1,143,150,80,8
"Separado(a) (010)",50,,11,21,11,7
"Casado(a) (011)",266,,21,80,134,31
"Viudo(a) (012)",20,,,1,8,11
"Divorciado(a) (013)",3,,,2,,1
"Soltero(a) (014)",819,28,570,159,62,
"Mujeres (016)",602,14,348,168,67,5
"Conviviente (017)",139,,73,51,15,
"Separado(a) (018)",35,1,12,14,7,1
"Casado(a) (019)",83,,19,39,22,3
"Viudo(a) (020)",12,,1,6,5,
"Divorciado(a) (021)",4,,,,4,
"Soltero(a) (022)",329,13,243,58,14,1
,,,,,,
"AREA URBANA (024)",1930,29,985,537,323,56
"Conviviente (025)",469,1,194,183,83,8
"Separado(a) (026)",75,1,22,30,16,6
"Casado(a) (027)",321,,39,111,140,31
"Viudo(a) (028)",27,,1,6,11,9
"Divorciado(a) (029)",7,,,2,4,1
"Soltero(a) (030)",1031,27,729,205,69,1
"Hombres (032)",1368,20,661,374,261,52
"Conviviente (033)",340,1,126,134,71,8
"Separado(a) (034)",42,,10,18,9,5
"Casado(a) (035)",241,,21,72,119,29
"Viudo(a) (036)",16,,,,7,9
"Divorciado(a) (037)",3,,,2,,1
"Soltero(a) (038)",726,19,504,148,55,
"Mujeres (040)",562,9,324,163,62,4
"Conviviente (041)",129,,68,49,12,
"Separado(a) (042)",33,1,12,12,7,1
"Casado(a) (043)",80,,18,39,21,2
"Viudo(a) (044)",11,,1,6,4,
"Divorciado(a) (045)",4,,,,4,
"Soltero(a) (046)",305,8,225,57,14,1
,,,,,,
"AREA RURAL (048)",212,14,108,44,39,7
"Conviviente (049)",52,,22,18,12,
"Separado(a) (050)",10,,1,5,2,2
"Casado(a) (051)",28,,1,8,16,3
"Viudo(a) (052)",5,,,1,2,2
"Soltero(a) (054)",117,14,84,12,7,
"Hombres (056)",172,9,84,39,34,6
"Conviviente (057)",42,,17,16,9,
"Separado(a) (058)",8,,1,3,2,2
"Casado(a) (059)",25,,,8,15,2
"Viudo(a) (060)",4,,,1,1,2
"Soltero(a) (062)",93,9,66,11,7,
"Mujeres (064)",40,5,24,5,5,1
"Conviviente (065)",10,,5,2,3,
"Separado(a) (066)",2,,,2,,
"Casado(a) (067)",3,,1,,1,1
"Viudo(a) (068)",1,,,,1,
"Soltero(a) (070)",24,5,18,1,,
