"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LA CONVENCION (000)",55905,53786,14513,8014,7773,5908,8265,5161,2689,1463,2119,149948
"De 12 a 14 años (001)",5815,5754,5715,32,7,,,,,,61,46
"De 15 a 19 años (002)",7601,7338,5808,1262,224,28,16,,,,263,1858
"De 20 a 24 años (003)",6613,5940,1428,2576,1363,401,151,21,,,673,7278
"De 25 a 29 años (004)",6392,5859,517,1650,1888,1038,667,79,20,,533,12071
"De 30 a 34 años (005)",5524,5335,266,962,1447,1141,1121,320,68,10,189,14880
"De 35 a 39 años (006)",5402,5278,173,562,1098,1050,1480,682,189,44,124,18804
"De 40 a 44 años (007)",4566,4507,132,272,593,805,1352,879,347,127,59,19756
"De 45 a 49 años (008)",3769,3734,95,200,434,486,1080,817,440,182,35,18336
"De 50 y más años (009)",10223,10041,379,498,719,959,2398,2363,1625,1100,182,56919
"Conviviente (010)",22694,22047,1504,5285,5005,3335,3922,1871,770,355,647,64913
"De 12 a 14 años (011)",99,49,28,18,3,,,,,,50,24
"De 15 a 19 años (012)",1839,1623,474,931,185,20,13,,,,216,1413
"De 20 a 24 años (013)",4171,3975,393,1967,1142,332,123,18,,,196,5882
"De 25 a 29 años (014)",4366,4274,230,1197,1458,792,515,66,16,,92,9247
"De 30 a 34 años (015)",3552,3526,113,590,1012,770,748,232,53,8,26,10192
"De 35 a 39 años (016)",3082,3056,80,273,639,642,892,389,113,28,26,11110
"De 40 a 44 años (017)",2224,2210,62,123,272,404,685,426,164,74,14,9799
"De 45 a 49 años (018)",1401,1393,26,74,162,188,427,294,154,68,8,6847
"De 50 y más años (019)",1960,1941,98,112,132,187,519,446,270,177,19,10399
"Separado(a) (020)",2110,2065,26,686,471,289,314,182,71,26,45,5924
"De 12 a 14 años (021)",4,1,,1,,,,,,,3,1
