"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3704,3422,127,64,91
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",399,361,20,14,4
,,,,,
"URBANA (036)",13208,9598,997,939,1674
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",44,3,5,9,27
"Profes., científicos e intelectuales (038)",1400,377,248,444,331
"Técnicos de nivel medio y trab. asimilados (039)",717,362,59,62,234
"Jefes y empleados de oficina (040)",533,129,42,84,278
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2247,2120,72,21,34
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2270,2090,151,15,14
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1160,782,83,66,229
"Obreros construc.,conf.,papel, fab., instr. (044)",1343,1039,108,85,111
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3092,2437,209,135,311
"Otra (046)",93,,,,93
"Ocupación no especificada (047)",309,259,20,18,12
"Hombres (048)",8756,6238,736,584,1198
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",38,3,5,8,22
"Profes., científicos e intelectuales (050)",685,182,127,209,167
"Técnicos de nivel medio y trab. asimilados (051)",455,227,40,47,141
"Jefes y empleados de oficina (052)",249,39,25,42,143
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",864,778,44,13,29
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2042,1875,138,15,14
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1062,696,77,62,227
"Obreros construc.,conf.,papel, fab., instr. (056)",1309,1011,107,81,110
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1821,1319,160,98,244
"Otra (058)",92,,,,92
"Ocupación no especificada (059)",139,108,13,9,9
"Mujeres (060)",4452,3360,261,355,476
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",6,,,1,5
"Profes., científicos e intelectuales (062)",715,195,121,235,164
"Técnicos de nivel medio y trab. asimilados (063)",262,135,19,15,93
"Jefes y empleados de oficina (064)",284,90,17,42,135
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1383,1342,28,8,5
"Agricult.trabaj.calif.agrop.y pesqueros (066)",228,215,13,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",98,86,6,4,2
"Obreros construc.,conf.,papel, fab., instr. (068)",34,28,1,4,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1271,1118,49,37,67
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",170,151,7,9,3
,,,,,
"RURAL (072)",19212,17577,778,500,357
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",22,,11,,11
"Profes., científicos e intelectuales (074)",545,288,169,65,23
"Técnicos de nivel medio y trab. asimilados (075)",157,90,12,9,46
"Jefes y empleados de oficina (076)",69,18,5,10,36
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",596,562,19,6,9
"Agricult.trabaj.calif.agrop.y pesqueros (078)",8240,8124,97,18,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",318,279,23,10,6
"Obreros construc.,conf.,papel, fab., instr. (080)",338,266,42,24,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",8496,7565,379,338,214
"Otra (082)",2,,,,2
"Ocupación no especificada (083)",429,385,21,20,3
"Hombres (084)",14940,13661,581,425,273
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",16,,6,,10
"Profes., científicos e intelectuales (086)",263,123,97,34,9
"Técnicos de nivel medio y trab. asimilados (087)",95,58,6,8,23
"Jefes y empleados de oficina (088)",32,8,1,5,18
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",205,179,16,3,7
"Agricult.trabaj.calif.agrop.y pesqueros (090)",7458,7359,83,16,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",279,242,22,9,6
"Obreros construc.,conf.,papel, fab., instr. (092)",327,256,41,24,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",6063,5261,301,311,190
"Otra (094)",2,,,,2
"Ocupación no especificada (095)",200,175,8,15,2
"Mujeres (096)",4272,3916,197,75,84
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",6,,5,,1
"Profes., científicos e intelectuales (098)",282,165,72,31,14
"Técnicos de nivel medio y trab. asimilados (099)",62,32,6,1,23
"Jefes y empleados de oficina (100)",37,10,4,5,18
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",391,383,3,3,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",782,765,14,2,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",39,37,1,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",11,10,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2433,2304,78,27,24
"Ocupación no especificada (107)",229,210,13,5,1
