"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUANCANE (000)",19461,18793,105,2961,3347,3052,5006,2998,1084,240,668,71892
"De 12 a 14 años (001)",20,9,3,6,,,,,,,11,6
"De 15 a 19 años (002)",293,248,8,209,25,6,,,,,45,277
"De 20 a 24 años (003)",1316,1105,15,704,303,66,16,1,,,211,1579
"De 25 a 29 años (004)",1728,1579,4,518,622,299,128,8,,,149,3247
"De 30 a 34 años (005)",1783,1729,4,335,562,437,335,52,4,,54,4594
"De 35 a 39 años (006)",1863,1809,7,213,368,450,540,204,24,3,54,6179
"De 40 a 44 años (007)",1862,1821,5,162,290,366,579,300,104,15,41,7361
"De 45 a 49 años (008)",1651,1622,4,132,194,269,517,350,120,36,29,7291
"De 50 y más años (009)",8945,8871,55,682,983,1159,2891,2083,832,186,74,41358
"Sin nivel (010)",6601,6517,45,536,738,874,2095,1490,589,150,84,30066
"De 15 a 19 años (012)",3,3,,,2,1,,,,,,7
"De 20 a 24 años (013)",18,15,,6,3,3,3,,,,3,33
"De 25 a 29 años (014)",39,33,,4,7,15,7,,,,6,91
"De 30 a 34 años (015)",60,54,,9,10,17,9,8,1,,6,180
"De 35 a 39 años (016)",126,120,1,12,20,21,39,25,2,,6,460
"De 40 a 44 años (017)",213,205,2,23,19,29,62,43,23,4,8,934
"De 45 a 49 años (018)",332,325,1,27,43,35,92,87,31,9,7,1556
"De 50 y más años (019)",5810,5762,41,455,634,753,1883,1327,532,137,48,26805
"Educacion Inicial (020)",13,13,,3,,4,4,2,,,,44
"De 15 a 19 años (022)",1,1,,,,1,,,,,,3
"De 20 a 24 años (023)",1,1,,1,,,,,,,,1
"De 25 a 29 años (024)",3,3,,,,1,2,,,,,11
