"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Ocupación no especificada (035)",205,,58,65,51,31
,,,,,,
"URBANA (036)",4796,67,1224,2041,1165,299
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",26,,4,10,12,
"Profes., científicos e intelectuales (038)",926,,194,548,181,3
"Técnicos de nivel medio y trab. asimilados (039)",128,,42,67,18,1
"Jefes y empleados de oficina (040)",164,,47,83,33,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",538,11,138,235,120,34
"Agricult. trabaj. calif.agrop. y pesqueros (042)",1052,,165,383,349,155
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",187,3,64,74,37,9
"Obreros construc., conf., papel, fab., instr. (044)",241,,67,116,56,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",1312,53,443,432,308,76
"Otra (046)",66,,18,40,8,
"Ocupación no especificada (047)",156,,42,53,43,18
"Hombres (048)",3258,43,797,1344,843,231
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",21,,3,8,10,
"Profes., científicos e intelectuales (050)",490,,81,287,119,3
"Técnicos de nivel medio y trab. asimilados (051)",81,,26,39,16,
"Jefes y empleados de oficina (052)",106,,21,54,30,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",169,3,40,72,37,17
"Agricult. trabaj. calif.agrop. y pesqueros (054)",977,,153,364,316,144
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",161,2,54,63,34,8
"Obreros construc., conf., papel, fab., instr. (056)",236,,66,116,53,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",891,38,321,281,199,52
"Otra (058)",65,,18,39,8,
"Ocupación no especificada (059)",61,,14,21,21,5
"Mujeres (060)",1538,24,427,697,322,68
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",5,,1,2,2,
"Profes., científicos e intelectuales (062)",436,,113,261,62,
"Técnicos de nivel medio y trab. asimilados (063)",47,,16,28,2,1
"Jefes y empleados de oficina (064)",58,,26,29,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",369,8,98,163,83,17
"Agricult. trabaj. calif.agrop. y pesqueros (066)",75,,12,19,33,11
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",26,1,10,11,3,1
"Obreros construc., conf., papel, fab., instr. (068)",5,,1,,3,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",421,15,122,151,109,24
"Otra (070)",1,,,1,,
"Ocupación no especificada (071)",95,,28,32,22,13
,,,,,,
"RURAL (072)",7061,96,2048,2291,1898,728
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",13,,,6,7,
"Profes., científicos e intelectuales (074)",241,,70,107,62,2
"Técnicos de nivel medio y trab. asimilados (075)",51,,16,29,6,
"Jefes y empleados de oficina (076)",37,,11,20,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",235,2,96,79,47,11
"Agricult. trabaj. calif.agrop. y pesqueros (078)",2980,2,538,1020,954,466
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",187,2,72,67,40,6
"Obreros construc., conf., papel, fab., instr. (080)",207,,67,92,44,4
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",2934,90,1123,820,693,208
"Otra (082)",2,,1,1,,
"Ocupación no especificada (083)",174,,54,50,39,31
"Hombres (084)",6119,88,1728,1987,1663,653
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",13,,,6,7,
"Profes., científicos e intelectuales (086)",130,,29,57,42,2
"Técnicos de nivel medio y trab. asimilados (087)",37,,7,24,6,
"Jefes y empleados de oficina (088)",28,,6,16,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",77,2,30,19,21,5
"Agricult. trabaj. calif.agrop. y pesqueros (090)",2842,2,512,990,899,439
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",143,1,52,57,28,5
"Obreros construc., conf., papel, fab., instr. (092)",205,,67,91,43,4
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",2578,83,1000,709,601,185
"Otra (094)",2,,1,1,,
"Ocupación no especificada (095)",64,,24,17,10,13
"Mujeres (096)",942,8,320,304,235,75
"Profes., científicos e intelectuales (098)",111,,41,50,20,
"Técnicos de nivel medio y trab. asimilados (099)",14,,9,5,,
"Jefes y empleados de oficina (100)",9,,5,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",158,,66,60,26,6
"Agricult. trabaj. calif.agrop. y pesqueros (102)",138,,26,30,55,27
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",44,1,20,10,12,1
"Obreros construc., conf., papel, fab., instr. (104)",2,,,1,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",356,7,123,111,92,23
"Ocupación no especificada (107)",110,,30,33,29,18
