"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUANCAYO (000)",172189,123079,15704,14388,19018
"Hombres (001)",99955,69853,9748,8647,11707
"Mujeres (002)",72234,53226,5956,5741,7311
"De 06 a 14 años (003)",2665,2428,178,54,5
"Hombres (004)",1589,1438,109,39,3
"Mujeres (005)",1076,990,69,15,2
"De 15 a 29 años (006)",55429,39693,6409,4719,4608
"Hombres (007)",31927,22691,3883,2740,2613
"Mujeres (008)",23502,17002,2526,1979,1995
"De 30 a 44 años (009)",62309,41946,5815,6106,8442
"Hombres (010)",35436,23104,3521,3559,5252
"Mujeres (011)",26873,18842,2294,2547,3190
"De 45 a 64 años (012)",43504,31489,2962,3335,5718
"Hombres (013)",25670,17893,1976,2166,3635
"Mujeres (014)",17834,13596,986,1169,2083
"De 65 y más años (015)",8282,7523,340,174,245
"Hombres (016)",5333,4727,259,143,204
"Mujeres (017)",2949,2796,81,31,41
,,,,,
"URBANA (018)",154623,107282,14847,13925,18569
"Hombres (019)",88321,59505,9161,8290,11365
"Mujeres (020)",66302,47777,5686,5635,7204
"De 06 a 14 años (021)",2153,1939,157,52,5
"Hombres (022)",1293,1155,97,38,3
"Mujeres (023)",860,784,60,14,2
"De 15 a 29 años (024)",49949,34895,6064,4553,4437
"Hombres (025)",28396,19629,3656,2610,2501
"Mujeres (026)",21553,15266,2408,1943,1936
"De 30 a 44 años (027)",56806,37104,5507,5919,8276
"Hombres (028)",31744,19895,3313,3420,5116
"Mujeres (029)",25062,17209,2194,2499,3160
"De 45 a 64 años (030)",38990,27335,2810,3233,5612
"Hombres (031)",22634,15141,1862,2085,3546
"Mujeres (032)",16356,12194,948,1148,2066
"De 65 y más años (033)",6725,6009,309,168,239
"Hombres (034)",4254,3685,233,137,199
"Mujeres (035)",2471,2324,76,31,40
,,,,,
"RURAL (036)",17566,15797,857,463,449
"Hombres (037)",11634,10348,587,357,342
"Mujeres (038)",5932,5449,270,106,107
"De 06 a 14 años (039)",512,489,21,2,
"Hombres (040)",296,283,12,1,
"Mujeres (041)",216,206,9,1,
"De 15 a 29 años (042)",5480,4798,345,166,171
"Hombres (043)",3531,3062,227,130,112
"Mujeres (044)",1949,1736,118,36,59
"De 30 a 44 años (045)",5503,4842,308,187,166
"Hombres (046)",3692,3209,208,139,136
"Mujeres (047)",1811,1633,100,48,30
"De 45 a 64 años (048)",4514,4154,152,102,106
"Hombres (049)",3036,2752,114,81,89
"Mujeres (050)",1478,1402,38,21,17
"De 65 y más años (051)",1557,1514,31,6,6
"Hombres (052)",1079,1042,26,6,5
"Mujeres (053)",478,472,5,,1
