"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefes y empleados de oficina (040)",141,,,,46,18,39,10,28
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",389,25,1,118,174,26,22,14,9
"Agricult.trabaj. calif.agrop. y pesquros (042)",382,53,,174,134,7,6,3,5
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",251,8,,39,122,20,40,11,11
"Obreros. construc., conf., papel, fab., instr (044)",311,8,1,51,188,23,29,9,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",785,104,1,308,303,27,31,6,5
"Otra (046)",29,,,,3,11,6,3,6
"Ocupación no especificada (047)",213,17,,77,68,17,22,2,10
"Hombres (048)",2348,98,1,502,824,152,387,70,314
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",21,,,,5,,1,5,10
"Profes., científicos e intelectuales (050)",462,,,,16,16,181,8,241
"Técnicos de nivel medio ytrab.asimilados (051)",93,,,,8,20,50,10,5
"Jefes y empleados de oficina (052)",89,,,,32,11,22,7,17
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",138,3,,32,70,9,11,7,6
"Agricult.trabaj. calif.agrop. y pesquros (054)",336,36,,158,122,7,6,3,4
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",232,4,,32,117,19,39,11,10
"Obreros. construc., conf., papel, fab., instr (056)",305,7,1,51,187,21,28,8,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",524,47,,197,218,25,27,6,4
"Otra (058)",29,,,,3,11,6,3,6
"Ocupación no especificada (059)",119,1,,32,46,13,16,2,9
"Mujeres (060)",1108,117,2,268,256,49,217,25,174
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",8,,,,1,,5,,2
"Profes., científicos e intelectuales (062)",325,,,,9,13,140,10,153
"Técnicos de nivel medio ytrab.asimilados (063)",46,,,3,3,3,32,4,1
"Jefes y empleados de oficina (064)",52,,,,14,7,17,3,11
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",251,22,1,86,104,17,11,7,3
"Agricult.trabaj. calif.agrop. y pesquros (066)",46,17,,16,12,,,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",19,4,,7,5,1,1,,1
"Obreros. construc., conf., papel, fab., instr (068)",6,1,,,1,2,1,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",261,57,1,111,85,2,4,,1
"Ocupación no especificada (071)",94,16,,45,22,4,6,,1
,,,,,,,,,
"RURAL (072)",4066,1101,14,1846,912,39,91,5,58
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",5,,,,2,,1,1,1
"Profes., científicos e intelectuales (074)",165,,,,48,11,51,1,54
"Técnicos de nivel medio ytrab.asimilados (075)",20,,,2,1,2,14,1,
"Jefes y empleados de oficina (076)",29,,,,20,2,6,,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",56,12,1,23,18,1,1,,
"Agricult.trabaj. calif.agrop. y pesquros (078)",1674,486,1,836,340,3,7,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",139,47,1,55,31,3,2,,
"Obreros. construc., conf., papel, fab., instr (080)",159,26,1,83,45,3,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1694,494,10,801,368,12,6,2,1
"Otra (082)",1,,,,1,,,,
"Ocupación no especificada (083)",124,36,,46,38,2,2,,
"Hombres (084)",3186,624,8,1602,818,30,66,4,34
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",4,,,,1,,1,1,1
"Profes., científicos e intelectuales (086)",111,,,,35,7,37,1,31
"Técnicos de nivel medio ytrab.asimilados (087)",8,,,1,1,1,5,,
"Jefes y empleados de oficina (088)",22,,,,15,2,5,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",24,2,,14,7,1,,,
"Agricult.trabaj. calif.agrop. y pesquros (090)",1503,361,1,800,330,3,7,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",91,13,1,45,28,2,2,,
"Obreros. construc., conf., papel, fab., instr (092)",148,21,1,77,45,3,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1193,213,5,630,325,11,6,2,1
"Otra (094)",1,,,,1,,,,
"Ocupación no especificada (095)",81,14,,35,30,,2,,
"Mujeres (096)",880,477,6,244,94,9,25,1,24
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,1,,,,
"Profes., científicos e intelectuales (098)",54,,,,13,4,14,,23
"Técnicos de nivel medio ytrab.asimilados (099)",12,,,1,,1,9,1,
"Jefes y empleados de oficina (100)",7,,,,5,,1,,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",32,10,1,9,11,,1,,
"Agricult.trabaj. calif.agrop. y pesquros (102)",171,125,,36,10,,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",48,34,,10,3,1,,,
"Obreros. construc., conf., papel, fab., instr (104)",11,5,,6,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",501,281,5,171,43,1,,,
"Ocupación no especificada (107)",43,22,,11,8,2,,,
