"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PARINACOCHAS (000)",10896,10672,3009,1208,1285,1029,1545,1124,747,725,224,35561
"De 12 a 14 años (001)",1070,1066,1063,3,,,,,,,4,3
"De 15 a 19 años (002)",1334,1312,1116,166,29,,1,,,,22,228
"De 20 a 24 años (003)",1115,1044,337,379,264,47,17,,,,71,1120
"De 25 a 29 años (004)",943,901,128,225,250,174,107,12,5,,42,1821
"De 30 a 34 años (005)",923,901,62,123,230,197,205,71,11,2,22,2622
"De 35 a 39 años (006)",885,865,49,65,137,159,290,113,40,12,20,3273
"De 40 a 44 años (007)",787,781,41,57,92,103,209,156,83,40,6,3611
"De 45 a 49 años (008)",624,623,23,37,53,88,145,137,80,60,1,3278
"De 50 y más años (009)",3215,3179,190,153,230,261,571,635,528,611,36,19605
"Conviviente (010)",2702,2651,206,553,627,426,448,213,109,69,51,8103
"De 12 a 14 años (011)",9,7,5,2,,,,,,,2,2
"De 15 a 19 años (012)",189,171,59,91,20,,1,,,,18,135
"De 20 a 24 años (013)",524,516,57,227,186,37,9,,,,8,748
"De 25 a 29 años (014)",514,504,32,126,172,109,60,3,2,,10,1088
"De 30 a 34 años (015)",448,444,13,44,129,121,103,29,3,2,4,1334
"De 35 a 39 años (016)",325,321,9,17,53,74,119,35,9,5,4,1211
"De 40 a 44 años (017)",226,225,4,11,27,32,63,52,31,5,1,1091
"De 45 a 49 años (018)",149,149,8,10,13,21,45,29,13,10,,709
"De 50 y más años (019)",318,314,19,25,27,32,48,65,51,47,4,1785
"Separado(a) (020)",342,340,12,63,72,45,75,41,19,13,2,1244
"De 15 a 19 años (022)",14,14,3,11,,,,,,,,11
"De 20 a 24 años (023)",28,28,,14,12,1,1,,,,,45
"De 25 a 29 años (024)",50,50,3,23,13,6,4,,1,,,92
